stage,split,target,source,session_or_direction_index,heldout_class,semantic_permutation,start_index,initial_determinant,final_determinant,objective,gradient_norm,iterations,converged,near_optimal,stopping_criterion,actual_total_starts
A,A,2,3,0,right_hand,-1,0,-1,-1.0000000000000022,3.549523759780123,5.1671957267782244e-08,32,True,False,"Terminated - min grad norm reached after 32 iterations, 0.20 seconds.",4
A,A,2,3,0,right_hand,-1,1,1,1.0000000000000102,3.549652838069716,3.214089259292846e-07,22,True,False,"Terminated - min grad norm reached after 22 iterations, 0.23 seconds.",4
A,A,2,3,0,right_hand,-1,2,1,1.0000000000000038,3.5310436215377203,1.8536861745811008e-07,16,True,False,"Terminated - min grad norm reached after 16 iterations, 0.17 seconds.",4
A,A,2,3,0,right_hand,-1,3,-1,-0.9999999999999956,3.5300274699729446,1.5946811904287664e-07,22,True,True,"Terminated - min grad norm reached after 22 iterations, 0.16 seconds.",4
A,B,2,3,0,right_hand,-1,0,-1,-0.9999999999999923,1.6089073232070472,7.74542739381489e-06,21,True,False,"Terminated - min grad norm reached after 21 iterations, 0.11 seconds.",4
A,B,2,3,0,right_hand,-1,1,1,1.0000000000000004,1.5902617327305046,2.749731650458424e-06,24,True,True,"Terminated - min grad norm reached after 24 iterations, 0.17 seconds.",4
A,B,2,3,0,right_hand,-1,2,1,1.0000000000000042,1.5955225853866553,6.672702858089715e-06,19,True,False,"Terminated - min grad norm reached after 19 iterations, 0.13 seconds.",4
A,B,2,3,0,right_hand,-1,3,-1,-1.0000000000000056,1.600732075707628,6.30634164619296e-06,22,True,False,"Terminated - min grad norm reached after 22 iterations, 0.14 seconds.",4
A,F,2,3,0,feet,-1,0,1,1.0000000000000018,2.8765424040572674,2.682694815155356e-07,26,True,False,"Terminated - min grad norm reached after 26 iterations, 0.30 seconds.",4
A,F,2,3,0,feet,-1,1,-1,-0.9999999999999966,2.8774701461759067,3.8854558299271937e-07,29,True,False,"Terminated - min grad norm reached after 29 iterations, 0.24 seconds.",4
A,F,2,3,0,feet,-1,2,1,1.0000000000000022,2.8630406269088793,1.6726118112315443e-06,30,True,True,"Terminated - min grad norm reached after 30 iterations, 0.23 seconds.",4
A,F,2,3,0,feet,-1,3,-1,-0.9999999999999971,2.873185802560352,2.4936876067695986e-06,19,True,False,"Terminated - min grad norm reached after 19 iterations, 0.13 seconds.",4
A,A,2,3,0,feet,-1,0,1,1.0000000000000036,4.311792538988659,3.518213528443139e-06,19,True,False,"Terminated - min grad norm reached after 19 iterations, 0.15 seconds.",4
A,A,2,3,0,feet,-1,1,-1,-1.000000000000012,4.311891521333065,1.7518814062113425e-08,32,True,False,"Terminated - min grad norm reached after 32 iterations, 0.27 seconds.",4
A,A,2,3,0,feet,-1,2,1,1.000000000000002,4.2628231249580075,7.492312722785375e-06,15,True,True,"Terminated - min grad norm reached after 15 iterations, 0.09 seconds.",4
A,A,2,3,0,feet,-1,3,-1,-1.000000000000002,4.291339667239896,9.549874640483472e-06,28,True,False,"Terminated - min grad norm reached after 28 iterations, 0.21 seconds.",4
A,B,2,3,0,feet,-1,0,1,0.9999999999999983,1.7112978551760483,7.778128056044154e-06,18,True,False,"Terminated - min grad norm reached after 18 iterations, 0.08 seconds.",4
A,B,2,3,0,feet,-1,1,-1,-1.000000000000002,1.7269589607869698,6.169315800566543e-07,19,True,False,"Terminated - min grad norm reached after 19 iterations, 0.19 seconds.",4
A,B,2,3,0,feet,-1,2,1,1.0000000000000056,1.7099077284235595,4.69002956538299e-08,32,True,True,"Terminated - min grad norm reached after 32 iterations, 0.21 seconds.",4
A,B,2,3,0,feet,-1,3,-1,-1.000000000000001,1.7277559354487604,1.6922979602666782e-07,20,True,False,"Terminated - min grad norm reached after 20 iterations, 0.15 seconds.",4
A,F,2,3,0,tongue,-1,0,-1,-1.0000000000000036,1.6516518574353882,8.00643596760873e-06,19,True,False,"Terminated - min grad norm reached after 19 iterations, 0.13 seconds.",4
A,F,2,3,0,tongue,-1,1,1,0.9999999999999996,1.6431695311784702,1.4969842918942154e-07,21,True,False,"Terminated - min grad norm reached after 21 iterations, 0.18 seconds.",4
A,F,2,3,0,tongue,-1,2,1,1.000000000000008,1.6391967574428261,1.4877963147798665e-07,32,True,False,"Terminated - min grad norm reached after 32 iterations, 0.26 seconds.",4
A,F,2,3,0,tongue,-1,3,-1,-0.9999999999999958,1.6361275921087288,5.707213047850926e-06,19,True,True,"Terminated - min grad norm reached after 19 iterations, 0.17 seconds.",4
A,A,2,3,0,tongue,-1,0,1,0.9999999999999969,2.3818041730331974,3.7318348997000743e-07,32,True,False,"Terminated - min grad norm reached after 32 iterations, 0.20 seconds.",4
A,A,2,3,0,tongue,-1,1,-1,-1.0000000000000044,2.3868682677206996,5.401086146738205e-07,24,True,False,"Terminated - min grad norm reached after 24 iterations, 0.17 seconds.",4
A,A,2,3,0,tongue,-1,2,1,0.9999999999999987,2.377945890420473,3.5933586677138864e-07,18,True,False,"Terminated - min grad norm reached after 18 iterations, 0.16 seconds.",4
A,A,2,3,0,tongue,-1,3,-1,-0.9999999999999913,2.376951071852009,1.4932209158539954e-07,24,True,True,"Terminated - min grad norm reached after 24 iterations, 0.21 seconds.",4
A,B,2,3,0,tongue,-1,0,1,0.9999999999999902,1.0681922195106326,4.330531313313776e-07,14,True,True,"Terminated - min grad norm reached after 14 iterations, 0.07 seconds.",4
A,B,2,3,0,tongue,-1,1,-1,-1.0000000000000044,1.0687455245794277,1.465178515616348e-08,32,True,False,"Terminated - min grad norm reached after 32 iterations, 0.51 seconds.",4
A,B,2,3,0,tongue,-1,2,-1,-0.9999999999999988,1.0851188809546237,5.5862828913478545e-06,20,True,False,"Terminated - min grad norm reached after 20 iterations, 0.14 seconds.",4
A,B,2,3,0,tongue,-1,3,1,0.9999999999999958,1.103012441369245,1.4265715602901198e-06,28,True,False,"Terminated - min grad norm reached after 28 iterations, 0.25 seconds.",4
A,F,2,3,1,left_hand,-1,0,1,1.0000000000000056,2.9727724795306276,1.5445793731843853e-06,21,True,False,"Terminated - min grad norm reached after 21 iterations, 0.18 seconds.",4
A,F,2,3,1,left_hand,-1,1,-1,-0.9999999999999962,2.9722920055429896,1.210155338417479e-06,16,True,True,"Terminated - min grad norm reached after 16 iterations, 0.13 seconds.",4
A,F,2,3,1,left_hand,-1,2,1,1.0000000000000053,2.986021503556419,1.4990685083641704e-07,18,True,False,"Terminated - min grad norm reached after 18 iterations, 0.15 seconds.",4
A,F,2,3,1,left_hand,-1,3,-1,-0.9999999999999939,2.9940167292517246,8.354022952975632e-07,33,True,False,"Terminated - min grad norm reached after 33 iterations, 0.36 seconds.",4
A,A,2,3,1,left_hand,-1,0,-1,-1.0,3.6535494683089884,1.1815875431541924e-07,19,True,False,"Terminated - min grad norm reached after 19 iterations, 0.19 seconds.",4
A,A,2,3,1,left_hand,-1,1,1,1.0000000000000016,3.6449265775593407,3.0287523528117645e-07,33,True,True,"Terminated - min grad norm reached after 33 iterations, 0.30 seconds.",4
A,A,2,3,1,left_hand,-1,2,-1,-1.000000000000004,3.6672303954227905,7.59890294880071e-06,30,True,False,"Terminated - min grad norm reached after 30 iterations, 0.20 seconds.",4
A,A,2,3,1,left_hand,-1,3,1,0.9999999999999996,3.6922152014998355,3.4969074484022847e-07,16,True,False,"Terminated - min grad norm reached after 16 iterations, 0.12 seconds.",4
A,B,2,3,1,left_hand,-1,0,1,0.999999999999996,2.46431558793594,1.993477009733925e-06,15,True,False,"Terminated - min grad norm reached after 15 iterations, 0.14 seconds.",4
A,B,2,3,1,left_hand,-1,1,-1,-0.9999999999999997,2.4633833881731992,4.469117934871066e-08,15,True,False,"Terminated - min grad norm reached after 15 iterations, 0.11 seconds.",4
A,B,2,3,1,left_hand,-1,2,1,1.0000000000000087,2.4466366755257747,4.975277759393957e-09,24,True,False,"Terminated - min grad norm reached after 24 iterations, 0.20 seconds.",4
A,B,2,3,1,left_hand,-1,3,-1,-0.9999999999999988,2.442766461528028,2.9526850334663644e-06,17,True,True,"Terminated - min grad norm reached after 17 iterations, 0.11 seconds.",4
A,F,2,3,1,right_hand,-1,0,-1,-0.9999999999999992,3.186933567405722,8.299946711435169e-07,23,True,False,"Terminated - min grad norm reached after 23 iterations, 0.17 seconds.",4
A,F,2,3,1,right_hand,-1,1,1,1.000000000000007,3.185875493975,3.6990343250810238e-06,28,True,True,"Terminated - min grad norm reached after 28 iterations, 0.16 seconds.",4
A,F,2,3,1,right_hand,-1,2,1,1.0000000000000009,3.1897540806287528,1.8025270169033502e-07,21,True,False,"Terminated - min grad norm reached after 21 iterations, 0.17 seconds.",4
A,F,2,3,1,right_hand,-1,3,-1,-1.0000000000000049,3.1895713430000616,2.2464045610127625e-07,28,True,False,"Terminated - min grad norm reached after 28 iterations, 0.24 seconds.",4
A,A,2,3,1,right_hand,-1,0,-1,-1.0000000000000036,4.454317442414471,5.064841838353597e-07,26,True,False,"Terminated - min grad norm reached after 26 iterations, 0.19 seconds.",4
A,A,2,3,1,right_hand,-1,1,1,1.0000000000000018,4.4537082093137,8.489965323728597e-07,17,True,False,"Terminated - min grad norm reached after 17 iterations, 0.17 seconds.",4
A,A,2,3,1,right_hand,-1,2,1,1.0000000000000033,4.421883789273679,7.746450123849917e-07,37,True,True,"Terminated - min grad norm reached after 37 iterations, 0.35 seconds.",4
A,A,2,3,1,right_hand,-1,3,-1,-1.0000000000000069,4.422799771416574,3.8999250813202105e-08,18,True,False,"Terminated - min grad norm reached after 18 iterations, 0.11 seconds.",4
A,B,2,3,1,right_hand,-1,0,1,0.9999999999999986,2.3030728176496913,5.188299512583221e-08,20,True,False,"Terminated - min grad norm reached after 20 iterations, 0.14 seconds.",4
A,B,2,3,1,right_hand,-1,1,-1,-1.0000000000000022,2.2912260064685004,5.172639144600515e-06,21,True,True,"Terminated - min grad norm reached after 21 iterations, 0.13 seconds.",4
A,B,2,3,1,right_hand,-1,2,-1,-0.9999999999999982,2.293939139821349,2.629923747301534e-08,19,True,False,"Terminated - min grad norm reached after 19 iterations, 0.14 seconds.",4
A,B,2,3,1,right_hand,-1,3,1,0.9999999999999953,2.2948796243227796,6.754681908479295e-06,14,True,False,"Terminated - min grad norm reached after 14 iterations, 0.08 seconds.",4
A,F,2,3,1,feet,-1,0,-1,-1.000000000000004,3.7518533513574286,3.717475136380138e-06,24,True,True,"Terminated - min grad norm reached after 24 iterations, 0.28 seconds.",4
A,F,2,3,1,feet,-1,1,1,1.0000000000000056,3.7537020451714067,5.44252275449201e-06,34,True,False,"Terminated - min grad norm reached after 34 iterations, 0.40 seconds.",4
A,F,2,3,1,feet,-1,2,-1,-1.0000000000000038,3.7594884988950175,8.503323289110687e-06,19,True,False,"Terminated - min grad norm reached after 19 iterations, 0.14 seconds.",4
A,F,2,3,1,feet,-1,3,1,1.0000000000000038,3.7590965276020936,9.851580531178726e-06,17,True,False,"Terminated - min grad norm reached after 17 iterations, 0.10 seconds.",4
A,A,2,3,1,feet,-1,0,1,1.000000000000007,5.0055372348984495,6.214783949019063e-06,18,True,False,"Terminated - min grad norm reached after 18 iterations, 0.16 seconds.",4
A,A,2,3,1,feet,-1,1,-1,-1.0000000000000093,4.989201332130291,8.537030079576001e-08,19,True,True,"Terminated - min grad norm reached after 19 iterations, 0.12 seconds.",4
A,A,2,3,1,feet,-1,2,-1,-1.0000000000000047,4.993181164857967,9.233265887311337e-08,19,True,False,"Terminated - min grad norm reached after 19 iterations, 0.12 seconds.",4
A,A,2,3,1,feet,-1,3,1,0.9999999999999979,4.993445201682027,3.4825196234258533e-06,19,True,False,"Terminated - min grad norm reached after 19 iterations, 0.10 seconds.",4
A,B,2,3,1,feet,-1,0,-1,-0.9999999999999944,2.8172721687613516,4.547675950020791e-07,29,True,True,"Terminated - min grad norm reached after 29 iterations, 0.18 seconds.",4
A,B,2,3,1,feet,-1,1,1,1.0000000000000082,2.8173171959705248,4.382726624783541e-06,36,True,False,"Terminated - min grad norm reached after 36 iterations, 0.25 seconds.",4
A,B,2,3,1,feet,-1,2,-1,-1.000000000000007,2.8342559328032237,2.3987721767924303e-06,18,True,False,"Terminated - min grad norm reached after 18 iterations, 0.16 seconds.",4
A,B,2,3,1,feet,-1,3,1,1.0000000000000029,2.81789484645795,8.085942900083594e-07,19,True,False,"Terminated - min grad norm reached after 19 iterations, 0.13 seconds.",4
A,F,2,3,1,tongue,-1,0,1,1.0000000000000124,2.0319766204685816,2.0236809967209786e-08,17,True,False,"Terminated - min grad norm reached after 17 iterations, 0.14 seconds.",4
A,F,2,3,1,tongue,-1,1,-1,-1.0000000000000033,2.0267002368295053,8.239257987232917e-06,23,True,False,"Terminated - min grad norm reached after 23 iterations, 0.14 seconds.",4
A,F,2,3,1,tongue,-1,2,-1,-1.000000000000003,2.0100773089737785,6.544035133476133e-08,24,True,True,"Terminated - min grad norm reached after 24 iterations, 0.20 seconds.",4
A,F,2,3,1,tongue,-1,3,1,1.0000000000000102,2.0143304671507245,1.2184441257695455e-06,20,True,False,"Terminated - min grad norm reached after 20 iterations, 0.16 seconds.",4
A,A,2,3,1,tongue,-1,0,1,1.0000000000000004,2.7038974197978205,3.2031412621296035e-06,22,True,True,"Terminated - min grad norm reached after 22 iterations, 0.17 seconds.",4
A,A,2,3,1,tongue,-1,1,-1,-1.0000000000000016,2.7044959769022783,8.170583581831497e-07,24,True,False,"Terminated - min grad norm reached after 24 iterations, 0.24 seconds.",4
A,A,2,3,1,tongue,-1,2,1,0.9999999999999972,2.723145010547679,6.99065157852831e-06,17,True,False,"Terminated - min grad norm reached after 17 iterations, 0.12 seconds.",4
A,A,2,3,1,tongue,-1,3,-1,-0.9999999999999978,2.7245823500513393,4.944748335491604e-06,27,True,False,"Terminated - min grad norm reached after 27 iterations, 0.21 seconds.",4
A,B,2,3,1,tongue,-1,0,1,1.0000000000000004,1.569706567042445,5.757641535852134e-06,27,True,False,"Terminated - min grad norm reached after 27 iterations, 0.31 seconds.",4
A,B,2,3,1,tongue,-1,1,-1,-1.0000000000000027,1.5691398354696862,6.584745720664604e-06,31,True,False,"Terminated - min grad norm reached after 31 iterations, 0.27 seconds.",4
A,B,2,3,1,tongue,-1,2,1,0.9999999999999964,1.588479145171763,3.0188855615575747e-06,30,True,False,"Terminated - min grad norm reached after 30 iterations, 0.21 seconds.",4
A,B,2,3,1,tongue,-1,3,-1,-1.0000000000000109,1.563654164869365,1.4251903265094531e-08,23,True,True,"Terminated - min grad norm reached after 23 iterations, 0.15 seconds.",4
A,F,2,4,0,left_hand,-1,0,1,1.0000000000000018,0.5018549988798419,5.828439669718943e-06,28,True,False,"Terminated - min grad norm reached after 28 iterations, 0.26 seconds.",4
A,F,2,4,0,left_hand,-1,1,-1,-1.000000000000003,0.4914000424989182,3.0272495591648606e-08,22,True,True,"Terminated - min grad norm reached after 22 iterations, 0.13 seconds.",4
A,F,2,4,0,left_hand,-1,2,-1,-0.9999999999999966,0.49415383744587055,5.248765707904259e-06,26,True,False,"Terminated - min grad norm reached after 26 iterations, 0.16 seconds.",4
A,F,2,4,0,left_hand,-1,3,1,0.9999999999999981,0.4960432268017221,4.318728665317402e-06,22,True,False,"Terminated - min grad norm reached after 22 iterations, 0.12 seconds.",4
A,A,2,4,0,left_hand,-1,0,1,1.0000000000000018,0.5876185595880963,4.947749314952857e-07,30,True,False,"Terminated - min grad norm reached after 30 iterations, 0.27 seconds.",4
A,A,2,4,0,left_hand,-1,1,-1,-1.0000000000000036,0.5807070361928064,1.4478116905460501e-06,22,True,False,"Terminated - min grad norm reached after 22 iterations, 0.12 seconds.",4
A,A,2,4,0,left_hand,-1,2,-1,-0.9999999999999961,0.5769602525223598,7.567339979757088e-07,24,True,True,"Terminated - min grad norm reached after 24 iterations, 0.12 seconds.",4
A,A,2,4,0,left_hand,-1,3,1,1.0000000000000062,0.5787943453166228,2.5194388873087982e-06,17,True,False,"Terminated - min grad norm reached after 17 iterations, 0.09 seconds.",4
A,B,2,4,0,left_hand,-1,0,1,0.9999999999999962,0.49631513816724393,3.6256681013054745e-06,33,True,False,"Terminated - min grad norm reached after 33 iterations, 0.28 seconds.",4
A,B,2,4,0,left_hand,-1,1,-1,-1.0000000000000033,0.49874193610468154,7.287047336121494e-06,31,True,False,"Terminated - min grad norm reached after 31 iterations, 0.23 seconds.",4
A,B,2,4,0,left_hand,-1,2,1,1.0000000000000007,0.4963016112474111,6.310507620452093e-08,23,True,False,"Terminated - min grad norm reached after 23 iterations, 0.15 seconds.",4
A,B,2,4,0,left_hand,-1,3,-1,-0.999999999999999,0.4944178020379422,5.094259211768672e-07,19,True,True,"Terminated - min grad norm reached after 19 iterations, 0.12 seconds.",4
A,F,2,4,0,right_hand,-1,0,1,0.9999999999999981,0.549084006184215,1.3905540597402315e-07,33,True,True,"Terminated - min grad norm reached after 33 iterations, 0.28 seconds.",4
A,F,2,4,0,right_hand,-1,1,-1,-0.9999999999999939,0.5492133803458793,2.7652059845431924e-06,17,True,False,"Terminated - min grad norm reached after 17 iterations, 0.12 seconds.",4
A,F,2,4,0,right_hand,-1,2,1,0.9999999999999927,0.5518563862723495,7.780804989931273e-07,24,True,False,"Terminated - min grad norm reached after 24 iterations, 0.17 seconds.",4
A,F,2,4,0,right_hand,-1,3,-1,-0.9999999999999954,0.5508251782127527,1.0098411702347843e-06,22,True,False,"Terminated - min grad norm reached after 22 iterations, 0.13 seconds.",4
A,A,2,4,0,right_hand,-1,0,-1,-1.0000000000000029,0.61361032039503,2.5474720642556274e-06,17,True,False,"Terminated - min grad norm reached after 17 iterations, 0.09 seconds.",4
A,A,2,4,0,right_hand,-1,1,1,0.9999999999999921,0.6121362085351895,2.8814707080483083e-06,20,True,False,"Terminated - min grad norm reached after 20 iterations, 0.12 seconds.",4
A,A,2,4,0,right_hand,-1,2,-1,-0.9999999999999856,0.6115103758404217,4.787316949026712e-06,27,True,True,"Terminated - min grad norm reached after 27 iterations, 0.20 seconds.",4
A,A,2,4,0,right_hand,-1,3,1,1.0000000000000027,0.6122025674049718,7.344815917585424e-08,16,True,False,"Terminated - min grad norm reached after 16 iterations, 0.11 seconds.",4
A,B,2,4,0,right_hand,-1,0,-1,-1.0000000000000038,0.6924461369846897,3.0646829223615486e-06,21,True,True,"Terminated - min grad norm reached after 21 iterations, 0.13 seconds.",4
A,B,2,4,0,right_hand,-1,1,1,1.0000000000000029,0.6952121822748891,6.371420415423419e-07,16,True,False,"Terminated - min grad norm reached after 16 iterations, 0.09 seconds.",4
A,B,2,4,0,right_hand,-1,2,-1,-1.000000000000003,0.6985842965599682,1.1245494995380428e-06,27,True,False,"Terminated - min grad norm reached after 27 iterations, 0.23 seconds.",4
A,B,2,4,0,right_hand,-1,3,1,1.0000000000000044,0.6971596949989589,1.2908234305772875e-06,23,True,False,"Terminated - min grad norm reached after 23 iterations, 0.14 seconds.",4
A,F,2,4,0,feet,-1,0,1,0.9999999999999973,0.35722753739818336,7.984948622147634e-07,41,True,False,"Terminated - min grad norm reached after 41 iterations, 0.30 seconds.",4
A,F,2,4,0,feet,-1,1,-1,-1.000000000000002,0.36076399992889185,2.780019950193926e-08,21,True,False,"Terminated - min grad norm reached after 21 iterations, 0.13 seconds.",4
A,F,2,4,0,feet,-1,2,-1,-0.9999999999999999,0.3653460248650884,6.10150255690199e-07,25,True,False,"Terminated - min grad norm reached after 25 iterations, 0.14 seconds.",4
A,F,2,4,0,feet,-1,3,1,1.0000000000000038,0.352494515358867,2.131868215177411e-06,26,True,True,"Terminated - min grad norm reached after 26 iterations, 0.15 seconds.",4
A,A,2,4,0,feet,-1,0,1,0.9999999999999991,0.36640982649786036,4.2535599931134205e-06,20,True,True,"Terminated - min grad norm reached after 20 iterations, 0.08 seconds.",4
A,A,2,4,0,feet,-1,1,-1,-1.0000000000000016,0.3724304850579859,1.100210568531222e-06,26,True,False,"Terminated - min grad norm reached after 26 iterations, 0.19 seconds.",4
A,A,2,4,0,feet,-1,2,-1,-1.0000000000000042,0.3673610500793812,1.34117542748601e-06,25,True,False,"Terminated - min grad norm reached after 25 iterations, 0.19 seconds.",4
A,A,2,4,0,feet,-1,3,1,1.0000000000000027,0.3680759215946559,9.129415219990112e-06,30,True,False,"Terminated - min grad norm reached after 30 iterations, 0.24 seconds.",4
A,B,2,4,0,feet,-1,0,1,1.000000000000001,0.5576395552864035,6.512937621879784e-06,21,True,False,"Terminated - min grad norm reached after 21 iterations, 0.13 seconds.",4
A,B,2,4,0,feet,-1,1,-1,-1.000000000000004,0.5556133408167876,5.018169378104543e-08,34,True,False,"Terminated - min grad norm reached after 34 iterations, 0.25 seconds.",4
A,B,2,4,0,feet,-1,2,1,1.0000000000000109,0.5444171320408981,1.1425740021062468e-07,32,True,True,"Terminated - min grad norm reached after 32 iterations, 0.20 seconds.",4
A,B,2,4,0,feet,-1,3,-1,-0.999999999999998,0.5559454308544827,2.6276312244987684e-06,19,True,False,"Terminated - min grad norm reached after 19 iterations, 0.16 seconds.",4
A,F,2,4,0,tongue,-1,0,-1,-1.0000000000000002,0.3374949341632127,5.02703649523628e-06,20,True,False,"Terminated - min grad norm reached after 20 iterations, 0.16 seconds.",4
A,F,2,4,0,tongue,-1,1,1,1.000000000000003,0.33705272314192436,6.547490934256071e-07,23,True,True,"Terminated - min grad norm reached after 23 iterations, 0.20 seconds.",4
A,F,2,4,0,tongue,-1,2,-1,-1.0000000000000022,0.338958465628039,4.0845786788252835e-06,37,True,False,"Terminated - min grad norm reached after 37 iterations, 0.34 seconds.",4
A,F,2,4,0,tongue,-1,3,1,1.000000000000001,0.3382034655980909,4.355808621618651e-06,31,True,False,"Terminated - min grad norm reached after 31 iterations, 0.34 seconds.",4
A,A,2,4,0,tongue,-1,0,1,1.0000000000000049,0.47987882031553825,1.0472057868011668e-08,23,True,False,"Terminated - min grad norm reached after 23 iterations, 0.19 seconds.",4
A,A,2,4,0,tongue,-1,1,-1,-0.9999999999999926,0.4740689134746867,2.6545100148645266e-06,20,True,False,"Terminated - min grad norm reached after 20 iterations, 0.14 seconds.",4
A,A,2,4,0,tongue,-1,2,1,1.0000000000000009,0.4715931344521199,7.766663263951049e-06,23,True,False,"Terminated - min grad norm reached after 23 iterations, 0.15 seconds.",4
A,A,2,4,0,tongue,-1,3,-1,-1.000000000000001,0.46489772666836915,9.827718363045851e-06,22,True,True,"Terminated - min grad norm reached after 22 iterations, 0.15 seconds.",4
A,B,2,4,0,tongue,-1,0,1,0.9999999999999881,0.4468730848103303,2.367326080833786e-06,20,True,False,"Terminated - min grad norm reached after 20 iterations, 0.13 seconds.",4
A,B,2,4,0,tongue,-1,1,-1,-0.999999999999993,0.4366449546371778,4.63894650260951e-06,21,True,True,"Terminated - min grad norm reached after 21 iterations, 0.15 seconds.",4
A,B,2,4,0,tongue,-1,2,-1,-1.0000000000000004,0.43756260161589505,3.1544044860358708e-06,19,True,False,"Terminated - min grad norm reached after 19 iterations, 0.18 seconds.",4
A,B,2,4,0,tongue,-1,3,1,1.0000000000000078,0.43850985688902244,2.3133126085624205e-06,26,True,False,"Terminated - min grad norm reached after 26 iterations, 0.17 seconds.",4
A,F,2,4,1,left_hand,-1,0,1,0.9999999999999931,1.2167138587154456,5.767916111835848e-07,15,True,True,"Terminated - min grad norm reached after 15 iterations, 0.14 seconds.",4
A,F,2,4,1,left_hand,-1,1,-1,-1.0000000000000002,1.2174188884155666,1.2640818462660997e-07,22,True,False,"Terminated - min grad norm reached after 22 iterations, 0.18 seconds.",4
A,F,2,4,1,left_hand,-1,2,-1,-0.9999999999999958,1.2229785708615135,3.4669158059658235e-07,19,True,False,"Terminated - min grad norm reached after 19 iterations, 0.21 seconds.",4
A,F,2,4,1,left_hand,-1,3,1,1.0000000000000047,1.2228387670701388,6.416253472911291e-07,23,True,False,"Terminated - min grad norm reached after 23 iterations, 0.19 seconds.",4
A,A,2,4,1,left_hand,-1,0,-1,-1.0000000000000033,1.615698697722895,9.06969325968295e-08,19,True,False,"Terminated - min grad norm reached after 19 iterations, 0.16 seconds.",4
A,A,2,4,1,left_hand,-1,1,1,1.0000000000000022,1.613003036708617,2.722854869618503e-06,26,True,False,"Terminated - min grad norm reached after 26 iterations, 0.18 seconds.",4
A,A,2,4,1,left_hand,-1,2,-1,-1.0000000000000027,1.614790370479664,5.322911527643667e-08,21,True,False,"Terminated - min grad norm reached after 21 iterations, 0.17 seconds.",4
A,A,2,4,1,left_hand,-1,3,1,0.9999999999999988,1.6093463279431388,6.079742819885729e-06,14,True,True,"Terminated - min grad norm reached after 14 iterations, 0.07 seconds.",4
A,B,2,4,1,left_hand,-1,0,-1,-1.0000000000000047,1.0136299450817603,8.494074781605717e-09,16,True,True,"Terminated - min grad norm reached after 16 iterations, 0.13 seconds.",4
A,B,2,4,1,left_hand,-1,1,1,0.9999999999999984,1.0167728528560729,2.811530183983982e-06,18,True,False,"Terminated - min grad norm reached after 18 iterations, 0.08 seconds.",4
A,B,2,4,1,left_hand,-1,2,1,0.9999999999999976,1.030103387397085,5.978241360632285e-06,17,True,False,"Terminated - min grad norm reached after 17 iterations, 0.13 seconds.",4
A,B,2,4,1,left_hand,-1,3,-1,-1.0000000000000049,1.0306933788721444,7.984106953007822e-07,21,True,False,"Terminated - min grad norm reached after 21 iterations, 0.19 seconds.",4
A,F,2,4,1,right_hand,-1,0,1,1.0000000000000087,1.7352699380767405,3.4226630282326024e-06,25,True,False,"Terminated - min grad norm reached after 25 iterations, 0.22 seconds.",4
A,F,2,4,1,right_hand,-1,1,-1,-0.9999999999999989,1.7346323842415834,9.23810574721041e-09,19,True,False,"Terminated - min grad norm reached after 19 iterations, 0.17 seconds.",4
A,F,2,4,1,right_hand,-1,2,-1,-1.000000000000002,1.7281870053330781,1.3025174388309145e-06,23,True,False,"Terminated - min grad norm reached after 23 iterations, 0.31 seconds.",4
A,F,2,4,1,right_hand,-1,3,1,1.0000000000000024,1.7277746453351759,9.880309038068367e-07,21,True,True,"Terminated - min grad norm reached after 21 iterations, 0.17 seconds.",4
A,A,2,4,1,right_hand,-1,0,-1,-1.0000000000000009,2.490335467496755,1.0402764156263015e-07,36,True,True,"Terminated - min grad norm reached after 36 iterations, 0.26 seconds.",4
A,A,2,4,1,right_hand,-1,1,1,1.000000000000003,2.49783737050267,3.7327454381241146e-06,21,True,False,"Terminated - min grad norm reached after 21 iterations, 0.14 seconds.",4
A,A,2,4,1,right_hand,-1,2,1,1.0000000000000024,2.496156979079581,4.369124586386681e-06,28,True,False,"Terminated - min grad norm reached after 28 iterations, 0.32 seconds.",4
A,A,2,4,1,right_hand,-1,3,-1,-1.0000000000000013,2.495352766119603,2.427787565728951e-07,16,True,False,"Terminated - min grad norm reached after 16 iterations, 0.16 seconds.",4
A,B,2,4,1,right_hand,-1,0,-1,-1.0000000000000038,1.2283616237159098,6.008804367418981e-06,18,True,True,"Terminated - min grad norm reached after 18 iterations, 0.21 seconds.",4
A,B,2,4,1,right_hand,-1,1,1,1.0000000000000002,1.234393241673702,2.4150456777947194e-08,18,True,False,"Terminated - min grad norm reached after 18 iterations, 0.17 seconds.",4
A,B,2,4,1,right_hand,-1,2,-1,-0.9999999999999989,1.2369503159768058,9.345373487678913e-08,18,True,False,"Terminated - min grad norm reached after 18 iterations, 0.15 seconds.",4
A,B,2,4,1,right_hand,-1,3,1,0.9999999999999963,1.2371175754275656,3.830911354546819e-06,26,True,False,"Terminated - min grad norm reached after 26 iterations, 0.23 seconds.",4
A,F,2,4,1,feet,-1,0,1,1.000000000000005,1.7149583349760613,1.4086560074868646e-07,18,True,False,"Terminated - min grad norm reached after 18 iterations, 0.19 seconds.",4
A,F,2,4,1,feet,-1,1,-1,-0.9999999999999925,1.718767357272032,1.8199104004044127e-06,22,True,False,"Terminated - min grad norm reached after 22 iterations, 0.11 seconds.",4
