geometry,template,object,signature,stage,replicate_index,group_statistic
AIRM,session_specific,Z,sensor,C,456,-0.096951885765903995
AIRM,session_specific,Z,sensor,C,457,-0.026748709800771601
AIRM,session_specific,Z,sensor,C,458,-0.12042305978184779
AIRM,session_specific,Z,sensor,C,459,-0.048833388061938501
AIRM,session_specific,Z,sensor,C,460,-0.082876748114995999
AIRM,session_specific,Z,sensor,C,461,-0.027101117928316001
AIRM,session_specific,Z,sensor,C,462,-0.087339734350131898
AIRM,session_specific,Z,sensor,C,463,-0.0034796022151352998
AIRM,session_specific,Z,sensor,C,464,-0.0158094400505111
AIRM,session_specific,Z,sensor,C,465,-0.0021019180257129998
AIRM,session_specific,Z,sensor,C,466,0.090490663218885006
AIRM,session_specific,Z,sensor,C,467,-0.1082390159150112
AIRM,session_specific,Z,sensor,C,468,0.097974115791299707
AIRM,session_specific,Z,sensor,C,469,-0.0194261459032814
AIRM,session_specific,Z,sensor,C,470,-0.015259126232946601
AIRM,session_specific,Z,sensor,C,471,-0.0236223606478493
AIRM,session_specific,Z,sensor,C,472,-0.026281503885307499
AIRM,session_specific,Z,sensor,C,473,0.048043872645876499
AIRM,session_specific,Z,sensor,C,474,0.050876388865468601
AIRM,session_specific,Z,sensor,C,475,-0.049356962327197301
AIRM,session_specific,Z,sensor,C,476,0.041040240687096698
AIRM,session_specific,Z,sensor,C,477,-0.0034219574382059002
AIRM,session_specific,Z,sensor,C,478,0.052482243592083803
AIRM,session_specific,Z,sensor,C,479,-0.046702641804333603
AIRM,session_specific,Z,sensor,C,480,0.042397177926626797
AIRM,session_specific,Z,sensor,C,481,-0.028880606881267801
AIRM,session_specific,Z,sensor,C,482,0.068998335996260707
AIRM,session_specific,Z,sensor,C,483,0.0129687499458816
AIRM,session_specific,Z,sensor,C,484,0.037191337613251101
AIRM,session_specific,Z,sensor,C,485,-0.0259012908779989
AIRM,session_specific,Z,sensor,C,486,0.0426513799837639
AIRM,session_specific,Z,sensor,C,487,-0.0075893958793689003
AIRM,session_specific,Z,sensor,C,488,-0.0089596859943328992
AIRM,session_specific,Z,sensor,C,489,0.023513806753012199
AIRM,session_specific,Z,sensor,C,490,-0.023868619821653399
AIRM,session_specific,Z,sensor,C,491,-0.0062217602237911998
AIRM,session_specific,Z,sensor,C,492,-0.0101747836721674
AIRM,session_specific,Z,sensor,C,493,-0.040328320968238802
AIRM,session_specific,Z,sensor,C,494,0.048361051630927
AIRM,session_specific,Z,sensor,C,495,-0.0049064219571438002
AIRM,session_specific,Z,sensor,C,496,-0.1498305505525995
AIRM,session_specific,Z,sensor,C,497,0.014151207193987599
AIRM,session_specific,Z,sensor,C,498,0.055372137411078402
AIRM,session_specific,Z,sensor,C,499,0.024456299097466199
AIRM,session_specific,Z,sensor,C,500,-0.0125977160970712
AIRM,session_specific,Z,sensor,C,501,0.0043033045337670002
AIRM,session_specific,Z,sensor,C,502,-0.0143158742588518
AIRM,session_specific,Z,sensor,C,503,0.075974573442136498
AIRM,session_specific,Z,sensor,C,504,-0.043139102822073998
AIRM,session_specific,Z,sensor,C,505,0.039206783650779897
AIRM,session_specific,Z,sensor,C,506,-0.059668708629742301
AIRM,session_specific,Z,sensor,C,507,0.0323150403058554
AIRM,session_specific,Z,sensor,C,508,-0.068510598018420396
AIRM,session_specific,Z,sensor,C,509,-0.0285434860470123
AIRM,session_specific,Z,sensor,C,510,0.044681638736971403
AIRM,session_specific,Z,sensor,C,511,-0.110835025408002
AIRM,session_specific,Z,sensor,C,512,-0.15575499178920491
AIRM,session_specific,Z,sensor,C,513,-0.040069533462550697
AIRM,session_specific,Z,sensor,C,514,0.0089726524307457995
AIRM,session_specific,Z,sensor,C,515,0.097793520120242602
AIRM,session_specific,Z,sensor,C,516,-0.020702753436333099
AIRM,session_specific,Z,sensor,C,517,-0.061364532445996899
AIRM,session_specific,Z,sensor,C,518,-0.027012556679115701
AIRM,session_specific,Z,sensor,C,519,0.015177660444178599
AIRM,session_specific,Z,sensor,C,520,0.029366648273969301
AIRM,session_specific,Z,sensor,C,521,-0.0010524837947491
AIRM,session_specific,Z,sensor,C,522,0.023494815990235399
AIRM,session_specific,Z,sensor,C,523,0.076349054098701602
AIRM,session_specific,Z,sensor,C,524,-0.1052622065080359
AIRM,session_specific,Z,sensor,C,525,-0.025620646220883701
AIRM,session_specific,Z,sensor,C,526,-0.0124552990237272
AIRM,session_specific,Z,sensor,C,527,0.059871246157819497
AIRM,session_specific,Z,sensor,C,528,-0.0074382997706692001
AIRM,session_specific,Z,sensor,C,529,0.028351996675053202
AIRM,session_specific,Z,sensor,C,530,-0.026516157405757999
AIRM,session_specific,Z,sensor,C,531,-0.042947075981055301
AIRM,session_specific,Z,sensor,C,532,0.0204158533816018
AIRM,session_specific,Z,sensor,C,533,0.041143580838725803
AIRM,session_specific,Z,sensor,C,534,-0.046319155598820501
AIRM,session_specific,Z,sensor,C,535,0.083330330281939397
AIRM,session_specific,Z,sensor,C,536,0.023817661722988201
AIRM,session_specific,Z,sensor,C,537,0.020706924823468
AIRM,session_specific,Z,sensor,C,538,-0.026647696289659399
AIRM,session_specific,Z,sensor,C,539,-0.030631536030168501
AIRM,session_specific,Z,sensor,C,540,0.033148558636331399
AIRM,session_specific,Z,sensor,C,541,0.0125840142442303
AIRM,session_specific,Z,sensor,C,542,-0.071210905499882196
AIRM,session_specific,Z,sensor,C,543,-0.098136111784944302
AIRM,session_specific,Z,sensor,C,544,0.00039085552141390002
AIRM,session_specific,Z,sensor,C,545,0.034052581685436303
AIRM,session_specific,Z,sensor,C,546,-0.11132926125699399
AIRM,session_specific,Z,sensor,C,547,0.0078588812616151998
AIRM,session_specific,Z,sensor,C,548,-0.000727288425237
AIRM,session_specific,Z,sensor,C,549,0.1071752242617148
AIRM,session_specific,Z,sensor,C,550,0.053050307605193199
AIRM,session_specific,Z,sensor,C,551,0.033001086331948697
AIRM,session_specific,Z,sensor,C,552,-0.0077676119435821003
AIRM,session_specific,Z,sensor,C,553,0.0099545133779055002
AIRM,session_specific,Z,sensor,C,554,-0.050884700802840598
AIRM,session_specific,Z,sensor,C,555,0.030824853006071601
AIRM,session_specific,Z,sensor,C,556,0.0029721403948006998
AIRM,session_specific,Z,sensor,C,557,0.040889982589771501
AIRM,session_specific,Z,sensor,C,558,0.044432940157434098
AIRM,session_specific,Z,sensor,C,559,0.034901569290644703
AIRM,session_specific,Z,sensor,C,560,0.068338141188290097
AIRM,session_specific,Z,sensor,C,561,0.039179304900796103
AIRM,session_specific,Z,sensor,C,562,0.098495291428009196
AIRM,session_specific,Z,sensor,C,563,-0.074791124118610594
AIRM,session_specific,Z,sensor,C,564,0.074958472819263697
AIRM,session_specific,Z,sensor,C,565,-0.013045859405426101
AIRM,session_specific,Z,sensor,C,566,-0.057327596811552903
AIRM,session_specific,Z,sensor,C,567,0.0345406064636909
AIRM,session_specific,Z,sensor,C,568,0.049404943394433
AIRM,session_specific,Z,sensor,C,569,-0.044941750594714003
AIRM,session_specific,Z,sensor,C,570,-0.055121989346775202
AIRM,session_specific,Z,sensor,C,571,0.0115470731422209
AIRM,session_specific,Z,sensor,C,572,0.099891058252186402
AIRM,session_specific,Z,sensor,C,573,0.0073826649827353
AIRM,session_specific,Z,sensor,C,574,-0.037635836911594403
AIRM,session_specific,Z,sensor,C,575,-0.1032789149892247
AIRM,session_specific,Z,sensor,C,576,0.027934505192601201
AIRM,session_specific,Z,sensor,C,577,0.044891057810769797
AIRM,session_specific,Z,sensor,C,578,0.10344140351127119
AIRM,session_specific,Z,sensor,C,579,0.0058179187952080002
AIRM,session_specific,Z,sensor,C,580,0.0375839826324324
AIRM,session_specific,Z,sensor,C,581,-0.0184809124023987
AIRM,session_specific,Z,sensor,C,582,-0.0208255842513397
AIRM,session_specific,Z,sensor,C,583,-0.027968825585211798
AIRM,session_specific,Z,sensor,C,584,0.0030611599693385
AIRM,session_specific,Z,sensor,C,585,-0.0087029792414495006
AIRM,session_specific,Z,sensor,C,586,0.035301336433098102
AIRM,session_specific,Z,sensor,C,587,-0.16506845248369079
AIRM,session_specific,Z,sensor,C,588,0.079337846908366802
AIRM,session_specific,Z,sensor,C,589,0.0494006595889072
AIRM,session_specific,Z,sensor,C,590,0.075272009790460906
AIRM,session_specific,Z,sensor,C,591,0.034423966643019999
AIRM,session_specific,Z,sensor,C,592,-0.024125540180687001
AIRM,session_specific,Z,sensor,C,593,-0.012922483645823799
AIRM,session_specific,Z,sensor,C,594,0.0092067263160825006
AIRM,session_specific,Z,sensor,C,595,-0.064081659676453101
AIRM,session_specific,Z,sensor,C,596,-0.043040513471658499
AIRM,session_specific,Z,sensor,C,597,-0.1065975664218671
AIRM,session_specific,Z,sensor,C,598,-0.00050573636563729996
AIRM,session_specific,Z,sensor,C,599,0.023896416620829
AIRM,session_specific,Z,sensor,C,600,0.021313011418220802
AIRM,session_specific,Z,sensor,C,601,0.0090678733203663001
AIRM,session_specific,Z,sensor,C,602,0.040012789063818603
AIRM,session_specific,Z,sensor,C,603,0.064500915803964401
AIRM,session_specific,Z,sensor,C,604,-0.077637921122816006
AIRM,session_specific,Z,sensor,C,605,-0.047819540918243503
AIRM,session_specific,Z,sensor,C,606,-0.1195343246387897
AIRM,session_specific,Z,sensor,C,607,0.032094752615604002
AIRM,session_specific,Z,sensor,C,608,-0.086935013248726503
AIRM,session_specific,Z,sensor,C,609,-0.073526487770294205
AIRM,session_specific,Z,sensor,C,610,0.040013731933608902
AIRM,session_specific,Z,sensor,C,611,0.087530337254144705
AIRM,session_specific,Z,sensor,C,612,0.11171843437461371
AIRM,session_specific,Z,sensor,C,613,-0.0094589975098072002
AIRM,session_specific,Z,sensor,C,614,-0.0650724279218928
AIRM,session_specific,Z,sensor,C,615,0.032318011119776703
AIRM,session_specific,Z,sensor,C,616,0.045126757427357098
AIRM,session_specific,Z,sensor,C,617,0.041049252849086101
AIRM,session_specific,Z,sensor,C,618,0.10831474269833199
AIRM,session_specific,Z,sensor,C,619,0.0029838408092416999
AIRM,session_specific,Z,sensor,C,620,-0.041785103433817299
AIRM,session_specific,Z,sensor,C,621,-0.037411652737016
AIRM,session_specific,Z,sensor,C,622,-0.0147726843185673
AIRM,session_specific,Z,sensor,C,623,0.018610719588813399
AIRM,session_specific,Z,sensor,C,624,0.057317504791867403
AIRM,session_specific,Z,sensor,C,625,0.084407005451581807
AIRM,session_specific,Z,sensor,C,626,-0.050448052168547197
AIRM,session_specific,Z,sensor,C,627,-0.014453267429906699
AIRM,session_specific,Z,sensor,C,628,0.033013704770756401
AIRM,session_specific,Z,sensor,C,629,-0.034704835816844401
AIRM,session_specific,Z,sensor,C,630,-0.015412871879985
AIRM,session_specific,Z,sensor,C,631,-0.074691843110368694
AIRM,session_specific,Z,sensor,C,632,-0.057663522577545902
AIRM,session_specific,Z,sensor,C,633,0.022705046275266198
AIRM,session_specific,Z,sensor,C,634,0.061965104966093497
AIRM,session_specific,Z,sensor,C,635,0.0350619103102544
AIRM,session_specific,Z,sensor,C,636,0.098649776755597704
AIRM,session_specific,Z,sensor,C,637,0.022126340625090501
AIRM,session_specific,Z,sensor,C,638,0.029753783135888199
AIRM,session_specific,Z,sensor,C,639,0.056417000345696099
AIRM,session_specific,Z,sensor,C,640,0.1355054749756357
AIRM,session_specific,Z,sensor,C,641,-0.046364008171364601
AIRM,session_specific,Z,sensor,C,642,-0.042481271722759298
AIRM,session_specific,Z,sensor,C,643,-0.042274688982947797
AIRM,session_specific,Z,sensor,C,644,-0.039206386641236303
AIRM,session_specific,Z,sensor,C,645,0.046369610560655902
AIRM,session_specific,Z,sensor,C,646,-0.076236925112493095
AIRM,session_specific,Z,sensor,C,647,-0.038953437558245201
AIRM,session_specific,Z,sensor,C,648,-0.011233483881608001
AIRM,session_specific,Z,sensor,C,649,-0.0150173865279818
AIRM,session_specific,Z,sensor,C,650,-0.014266140294609301
AIRM,session_specific,Z,sensor,C,651,-0.023190885362059099
AIRM,session_specific,Z,sensor,C,652,-0.026236502694040799
AIRM,session_specific,Z,sensor,C,653,-0.0112061150962228
AIRM,session_specific,Z,sensor,C,654,-0.013404977086338201
AIRM,session_specific,Z,sensor,C,655,0.069653203760930898
AIRM,session_specific,Z,sensor,C,656,-0.0019022601906683999
AIRM,session_specific,Z,sensor,C,657,0.035022123216020003
AIRM,session_specific,Z,sensor,C,658,-0.016412777777162699
AIRM,session_specific,Z,sensor,C,659,0.059851855032728503
AIRM,session_specific,Z,sensor,C,660,-0.1218322114989772
AIRM,session_specific,Z,sensor,C,661,0.045324184919649201
AIRM,session_specific,Z,sensor,C,662,-0.071420374105455195
AIRM,session_specific,Z,sensor,C,663,0.054599937550305899
AIRM,session_specific,Z,sensor,C,664,-0.044257534733123501
AIRM,session_specific,Z,sensor,C,665,0.065429017760792296
AIRM,session_specific,Z,sensor,C,666,-0.086579940871971905
AIRM,session_specific,Z,sensor,C,667,-0.054577646231320102
AIRM,session_specific,Z,sensor,C,668,-0.078343098183395604
AIRM,session_specific,Z,sensor,C,669,-0.049056783955805698
AIRM,session_specific,Z,sensor,C,670,-0.0071341829582282001
AIRM,session_specific,Z,sensor,C,671,-0.060536796327580501
AIRM,session_specific,Z,sensor,C,672,0.0042791403623208
AIRM,session_specific,Z,sensor,C,673,0.0041382625783886002
AIRM,session_specific,Z,sensor,C,674,-0.015515371367907101
AIRM,session_specific,Z,sensor,C,675,0.032439687344917902
AIRM,session_specific,Z,sensor,C,676,-0.00022485776313859999
AIRM,session_specific,Z,sensor,C,677,-0.0179873889290166
AIRM,session_specific,Z,sensor,C,678,0.1283516000246088
AIRM,session_specific,Z,sensor,C,679,0.016094167150197899
AIRM,session_specific,Z,sensor,C,680,-0.049052956124037699
AIRM,session_specific,Z,sensor,C,681,0.044668850947376298
AIRM,session_specific,Z,sensor,C,682,0.0451264966469965
AIRM,session_specific,Z,sensor,C,683,0.0061131612137668998
AIRM,session_specific,Z,sensor,C,684,-0.050000318525715799
AIRM,session_specific,Z,sensor,C,685,0.0061107857811723999
AIRM,session_specific,Z,sensor,C,686,0.0201281260208345
AIRM,session_specific,Z,sensor,C,687,0.043858990719888802
AIRM,session_specific,Z,sensor,C,688,-0.011836702414712
AIRM,session_specific,Z,sensor,C,689,0.038827950237615101
AIRM,session_specific,Z,sensor,C,690,0.032123461928970497
AIRM,session_specific,Z,sensor,C,691,-0.027466508086320601
AIRM,session_specific,Z,sensor,C,692,-0.020780949088643998
AIRM,session_specific,Z,sensor,C,693,-0.075013672442926504
AIRM,session_specific,Z,sensor,C,694,-0.024693918245715998
AIRM,session_specific,Z,sensor,C,695,-0.065840079236531193
AIRM,session_specific,Z,sensor,C,696,0.075410272525386193
AIRM,session_specific,Z,sensor,C,697,0.091447859157038999
AIRM,session_specific,Z,sensor,C,698,0.052143983852948703
AIRM,session_specific,Z,sensor,C,699,-0.0405894055065638
AIRM,session_specific,Z,sensor,C,700,0.0297702621655236
AIRM,session_specific,Z,sensor,C,701,0.018828723714643301
AIRM,session_specific,Z,sensor,C,702,-0.0073287271578865
AIRM,session_specific,Z,sensor,C,703,-0.0187368042985471
AIRM,session_specific,Z,sensor,C,704,0.031607312867101903
AIRM,session_specific,Z,sensor,C,705,-0.056289061207476503
AIRM,session_specific,Z,sensor,C,706,-0.029999565115613299
AIRM,session_specific,Z,sensor,C,707,0.031691452427787703
AIRM,session_specific,Z,sensor,C,708,0.045649288859522297
AIRM,session_specific,Z,sensor,C,709,0.043897467304848198
AIRM,session_specific,Z,sensor,C,710,0.028951900996525799
AIRM,session_specific,Z,sensor,C,711,0.066891753474875401
AIRM,session_specific,Z,sensor,C,712,0.10488673982852489
AIRM,session_specific,Z,sensor,C,713,-0.033194099098408002
AIRM,session_specific,Z,sensor,C,714,0.0032949968939279999
AIRM,session_specific,Z,sensor,C,715,-0.016478345950574499
AIRM,session_specific,Z,sensor,C,716,-0.0134291081321675
AIRM,session_specific,Z,sensor,C,717,-0.0510958242724266
AIRM,session_specific,Z,sensor,C,718,0.061029976700228902
AIRM,session_specific,Z,sensor,C,719,-0.044758280237897297
AIRM,session_specific,Z,sensor,C,720,0.081684057338849703
AIRM,session_specific,Z,sensor,C,721,-0.029635384441870902
AIRM,session_specific,Z,sensor,C,722,0.11121454247146149
AIRM,session_specific,Z,sensor,C,723,0.018090981931396199
AIRM,session_specific,Z,sensor,C,724,-0.039887642655434902
AIRM,session_specific,Z,sensor,C,725,0.027415736577630499
AIRM,session_specific,Z,sensor,C,726,-0.00095064014553339999
AIRM,session_specific,Z,sensor,C,727,-0.080692458065815903
AIRM,session_specific,Z,sensor,C,728,0.021373365343887001
AIRM,session_specific,Z,sensor,C,729,-0.037497028069287001
AIRM,session_specific,Z,sensor,C,730,-0.0098943817065309005
AIRM,session_specific,Z,sensor,C,731,0.037259993629721197
AIRM,session_specific,Z,sensor,C,732,0.016298716779569199
AIRM,session_specific,Z,sensor,C,733,0.0020188803391604001
AIRM,session_specific,Z,sensor,C,734,-0.12999112195390239
AIRM,session_specific,Z,sensor,C,735,-0.065316774121610993
AIRM,session_specific,Z,sensor,C,736,-0.017243798072430198
AIRM,session_specific,Z,sensor,C,737,-0.0041258875934120001
AIRM,session_specific,Z,sensor,C,738,0.018202043527082701
AIRM,session_specific,Z,sensor,C,739,-0.047106342509780602
AIRM,session_specific,Z,sensor,C,740,0.0035531128177198001
AIRM,session_specific,Z,sensor,C,741,0.042006075067487901
AIRM,session_specific,Z,sensor,C,742,-0.033442607731878203
AIRM,session_specific,Z,sensor,C,743,0.014386484003873099
AIRM,session_specific,Z,sensor,C,744,0.075001924845913504
AIRM,session_specific,Z,sensor,C,745,-0.088079372156231503
AIRM,session_specific,Z,sensor,C,746,-0.0077340018342841
AIRM,session_specific,Z,sensor,C,747,-0.025991605275643301
AIRM,session_specific,Z,sensor,C,748,-0.030950225098936902
AIRM,session_specific,Z,sensor,C,749,-0.015652102208210401
AIRM,session_specific,Z,sensor,C,750,0.0892435197989805
AIRM,session_specific,Z,sensor,C,751,0.037395859491747598
AIRM,session_specific,Z,sensor,C,752,-0.050316987313641599
AIRM,session_specific,Z,sensor,C,753,-0.067502945708664497
AIRM,session_specific,Z,sensor,C,754,-0.023017472060899099
AIRM,session_specific,Z,sensor,C,755,0.043863867285237897
AIRM,session_specific,Z,sensor,C,756,0.052465821540126197
AIRM,session_specific,Z,sensor,C,757,0.0049441611819216998
AIRM,session_specific,Z,sensor,C,758,0.090457013449293106
AIRM,session_specific,Z,sensor,C,759,0.074673899033436603
AIRM,session_specific,Z,sensor,C,760,-0.040006635119698701
AIRM,session_specific,Z,sensor,C,761,0.015967548921204999
AIRM,session_specific,Z,sensor,C,762,-0.040900445647950298
AIRM,session_specific,Z,sensor,C,763,0.020715827257036499
AIRM,session_specific,Z,sensor,C,764,-0.033109849324703497
AIRM,session_specific,Z,sensor,C,765,-0.097015762528887994
AIRM,session_specific,Z,sensor,C,766,-0.0548476082577889
AIRM,session_specific,Z,sensor,C,767,0.0219040593516516
AIRM,session_specific,Z,sensor,C,768,-0.0151110120042367
AIRM,session_specific,Z,sensor,C,769,-0.016991679725414301
AIRM,session_specific,Z,sensor,C,770,-0.019033968868423401
AIRM,session_specific,Z,sensor,C,771,-0.030940832472581101
AIRM,session_specific,Z,sensor,C,772,-0.022112914726239798
AIRM,session_specific,Z,sensor,C,773,0.0336824141865378
AIRM,session_specific,Z,sensor,C,774,-0.0434580735179649
AIRM,session_specific,Z,sensor,C,775,0.022467037156843499
AIRM,session_specific,Z,sensor,C,776,-0.097878969098253096
AIRM,session_specific,Z,sensor,C,777,-0.022795145320786799
AIRM,session_specific,Z,sensor,C,778,0.060811545055277902
AIRM,session_specific,Z,sensor,C,779,0.048189759613034802
AIRM,session_specific,Z,sensor,C,780,-0.0006295671615452
AIRM,session_specific,Z,sensor,C,781,0.0504646217883888
AIRM,session_specific,Z,sensor,C,782,0.016682691598707701
AIRM,session_specific,Z,sensor,C,783,-0.062012450637359502
AIRM,session_specific,Z,sensor,C,784,0.031994013756577899
AIRM,session_specific,Z,sensor,C,785,-0.1016680814981126
AIRM,session_specific,Z,sensor,C,786,0.034844795946866902
AIRM,session_specific,Z,sensor,C,787,-0.037921878086792198
AIRM,session_specific,Z,sensor,C,788,0.072232520414011403
AIRM,session_specific,Z,sensor,C,789,0.051544500241172901
AIRM,session_specific,Z,sensor,C,790,0.1165491832594058
AIRM,session_specific,Z,sensor,C,791,-0.00039357305089119998
AIRM,session_specific,Z,sensor,C,792,0.027948418586307502
AIRM,session_specific,Z,sensor,C,793,0.013805173036102699
AIRM,session_specific,Z,sensor,C,794,-0.0081504666828463995
AIRM,session_specific,Z,sensor,C,795,-0.047658098602456199
AIRM,session_specific,Z,sensor,C,796,0.068345166806693003
AIRM,session_specific,Z,sensor,C,797,0.049481771650725002
AIRM,session_specific,Z,sensor,C,798,-0.0862006122224412
AIRM,session_specific,Z,sensor,C,799,0.038736552633689102
AIRM,session_specific,Z,sensor,C,800,-0.0136201985371515
AIRM,session_specific,Z,sensor,C,801,0.0060591358967528996
AIRM,session_specific,Z,sensor,C,802,-0.0694931801697206
AIRM,session_specific,Z,sensor,C,803,0.048265865520457897
AIRM,session_specific,Z,sensor,C,804,-0.0369568140595141
AIRM,session_specific,Z,sensor,C,805,-0.084453796005119097
AIRM,session_specific,Z,sensor,C,806,-0.059162908688284097
AIRM,session_specific,Z,sensor,C,807,0.070913189488728795
AIRM,session_specific,Z,sensor,C,808,0.0189783600153547
AIRM,session_specific,Z,sensor,C,809,0.039207124175593203
AIRM,session_specific,Z,sensor,C,810,0.028720987237646
AIRM,session_specific,Z,sensor,C,811,0.046129767499082201
AIRM,session_specific,Z,sensor,C,812,-0.087846769888296705
AIRM,session_specific,Z,sensor,C,813,-0.036280765577958903
AIRM,session_specific,Z,sensor,C,814,0.042048658568094303
AIRM,session_specific,Z,sensor,C,815,-0.0041248356172229996
AIRM,session_specific,Z,sensor,C,816,0.040742517576377799
AIRM,session_specific,Z,sensor,C,817,-0.0016113396738961
AIRM,session_specific,Z,sensor,C,818,0.029508416603760801
AIRM,session_specific,Z,sensor,C,819,-0.0506320660856334
AIRM,session_specific,Z,sensor,C,820,0.027215614532055999
AIRM,session_specific,Z,sensor,C,821,-0.065332020701413598
AIRM,session_specific,Z,sensor,C,822,0.080838920064232198
AIRM,session_specific,Z,sensor,C,823,0.021656301466237399
AIRM,session_specific,Z,sensor,C,824,0.026690349398697501
AIRM,session_specific,Z,sensor,C,825,0.0092832067833826006
AIRM,session_specific,Z,sensor,C,826,-0.028845088209366002
AIRM,session_specific,Z,sensor,C,827,0.069334504699805594
AIRM,session_specific,Z,sensor,C,828,-0.033002096927426901
AIRM,session_specific,Z,sensor,C,829,0.074771947545841697
AIRM,session_specific,Z,sensor,C,830,0.0159567168119263
AIRM,session_specific,Z,sensor,C,831,0.086032907127307601
AIRM,session_specific,Z,sensor,C,832,-0.044164700028269097
AIRM,session_specific,Z,sensor,C,833,-0.054080505903517997
AIRM,session_specific,Z,sensor,C,834,-0.069195425295170199
AIRM,session_specific,Z,sensor,C,835,-0.0011821334961297999
AIRM,session_specific,Z,sensor,C,836,-0.0286805367937541
AIRM,session_specific,Z,sensor,C,837,0.1105283408157121
AIRM,session_specific,Z,sensor,C,838,0.039594910158730803
AIRM,session_specific,Z,sensor,C,839,0.040394021338854801
AIRM,session_specific,Z,sensor,C,840,0.0109389374813216
AIRM,session_specific,Z,sensor,C,841,-0.057821732158083103
AIRM,session_specific,Z,sensor,C,842,0.070140903902039101
AIRM,session_specific,Z,sensor,C,843,0.0099344481003193
AIRM,session_specific,Z,sensor,C,844,0.00017682126498649999
AIRM,session_specific,Z,sensor,C,845,0.1193922223642655
AIRM,session_specific,Z,sensor,C,846,-0.025514112845514102
AIRM,session_specific,Z,sensor,C,847,0.13130614374429489
AIRM,session_specific,Z,sensor,C,848,0.064209584644078901
AIRM,session_specific,Z,sensor,C,849,-0.0164952996579419
AIRM,session_specific,Z,sensor,C,850,-0.048527032494673203
AIRM,session_specific,Z,sensor,C,851,-0.017384463002648599
AIRM,session_specific,Z,sensor,C,852,0.0074175187679499004
AIRM,session_specific,Z,sensor,C,853,0.085936563747893699
AIRM,session_specific,Z,sensor,C,854,0.020159810918593399
AIRM,session_specific,Z,sensor,C,855,0.037938653270879003
AIRM,session_specific,Z,sensor,C,856,0.027305800875382799
AIRM,session_specific,Z,sensor,C,857,0.0045558289271745
AIRM,session_specific,Z,sensor,C,858,0.017880378528888598
AIRM,session_specific,Z,sensor,C,859,-0.1367732660509951
AIRM,session_specific,Z,sensor,C,860,-0.0295404356229177
AIRM,session_specific,Z,sensor,C,861,0.061358468101349997
AIRM,session_specific,Z,sensor,C,862,0.0115029209880789
AIRM,session_specific,Z,sensor,C,863,-0.056506847867099197
AIRM,session_specific,Z,sensor,C,864,0.087451314522252896
AIRM,session_specific,Z,sensor,C,865,0.0066571953383774002
AIRM,session_specific,Z,sensor,C,866,0.0052251981521398002
AIRM,session_specific,Z,sensor,C,867,0.0041187934421978998
AIRM,session_specific,Z,sensor,C,868,-0.039893156698963303
AIRM,session_specific,Z,sensor,C,869,0.1378845365165626
AIRM,session_specific,Z,sensor,C,870,-0.054140544345032203
AIRM,session_specific,Z,sensor,C,871,0.0160351663289784
AIRM,session_specific,Z,sensor,C,872,-0.165947264420437
AIRM,session_specific,Z,sensor,C,873,0.0040756989588431004
AIRM,session_specific,Z,sensor,C,874,0.11364500036197341
AIRM,session_specific,Z,sensor,C,875,-0.033923747574310603
AIRM,session_specific,Z,sensor,C,876,0.026537123810442199
AIRM,session_specific,Z,sensor,C,877,0.0033229118911608001
AIRM,session_specific,Z,sensor,C,878,0.051339390578604503
AIRM,session_specific,Z,sensor,C,879,0.026425976339259898
AIRM,session_specific,Z,sensor,C,880,-0.031201503160302301
AIRM,session_specific,Z,sensor,C,881,-0.0407381976158597
AIRM,session_specific,Z,sensor,C,882,0.0041393892975696003
AIRM,session_specific,Z,sensor,C,883,-0.026268275976529001
AIRM,session_specific,Z,sensor,C,884,-0.046428147744305898
AIRM,session_specific,Z,sensor,C,885,0.083753217443218606
AIRM,session_specific,Z,sensor,C,886,0.055982137916725301
AIRM,session_specific,Z,sensor,C,887,0.077902305196414001
AIRM,session_specific,Z,sensor,C,888,-0.0113028106043132
AIRM,session_specific,Z,sensor,C,889,-0.0031097494854771001
AIRM,session_specific,Z,sensor,C,890,0.011903741755391901
AIRM,session_specific,Z,sensor,C,891,-0.0495864498099736
AIRM,session_specific,Z,sensor,C,892,-0.040556107155933503
AIRM,session_specific,Z,sensor,C,893,0.0483769970504122
AIRM,session_specific,Z,sensor,C,894,-0.081548307545242393
AIRM,session_specific,Z,sensor,C,895,0.029241986758137901
AIRM,session_specific,Z,sensor,C,896,0.0037253281683326
AIRM,session_specific,Z,sensor,C,897,-0.091816494190647496
AIRM,session_specific,Z,sensor,C,898,0.035474649129677099
AIRM,session_specific,Z,sensor,C,899,0.018176346487299402
AIRM,session_specific,Z,sensor,C,900,-0.0385672464390572
AIRM,session_specific,Z,sensor,C,901,-0.026648604327503801
AIRM,session_specific,Z,sensor,C,902,-0.0025505383249217
AIRM,session_specific,Z,sensor,C,903,0.1365329289368532
AIRM,session_specific,Z,sensor,C,904,0.024424091416272699
AIRM,session_specific,Z,sensor,C,905,0.019705821941574001
AIRM,session_specific,Z,sensor,C,906,-0.085829458766487399
AIRM,session_specific,Z,sensor,C,907,0.040127877821651101
AIRM,session_specific,Z,sensor,C,908,0.031624927013316498
AIRM,session_specific,Z,sensor,C,909,0.040948293558298203
AIRM,session_specific,Z,sensor,C,910,0.058053052888557798
AIRM,session_specific,Z,sensor,C,911,-0.0023869757464550002
AIRM,session_specific,Z,sensor,C,912,0.044977451767346702
