position_0,position_1,position_2,position_3,position_4,trial_uid
3,2,1,0,4,S02_0train_T159
3,4,0,1,2,S02_0train_T160
4,1,0,3,2,S02_0train_T161
2,4,3,0,1,S02_0train_T162
0,2,1,4,3,S02_0train_T163
3,4,1,0,2,S02_0train_T164
2,0,1,4,3,S02_0train_T165
2,4,3,0,1,S02_0train_T166
3,0,4,2,1,S02_0train_T167
2,4,0,3,1,S02_0train_T168
3,2,4,0,1,S02_0train_T169
4,0,3,2,1,S02_0train_T170
2,1,3,0,4,S02_0train_T171
4,1,3,2,0,S02_0train_T172
1,2,4,0,3,S02_0train_T173
3,4,1,2,0,S02_0train_T174
3,0,4,2,1,S02_0train_T175
1,3,2,0,4,S02_0train_T176
4,0,2,3,1,S02_0train_T177
3,1,0,4,2,S02_0train_T178
2,4,0,3,1,S02_0train_T179
0,4,1,2,3,S02_0train_T180
0,3,2,4,1,S02_0train_T181
2,4,0,1,3,S02_0train_T182
4,2,1,3,0,S02_0train_T183
4,0,3,1,2,S02_0train_T184
2,0,1,3,4,S02_0train_T185
4,0,1,3,2,S02_0train_T186
0,4,1,2,3,S02_0train_T187
0,2,4,3,1,S02_0train_T188
4,2,3,0,1,S02_0train_T189
2,3,1,4,0,S02_0train_T190
2,0,3,4,1,S02_0train_T191
0,4,3,1,2,S02_0train_T192
3,0,4,2,1,S02_0train_T193
1,2,4,3,0,S02_0train_T194
3,1,4,0,2,S02_0train_T195
1,0,3,2,4,S02_0train_T196
1,3,2,0,4,S02_0train_T197
0,2,1,3,4,S02_0train_T198
4,1,3,0,2,S02_0train_T199
3,4,2,0,1,S02_0train_T200
0,4,1,2,3,S02_0train_T201
4,2,0,1,3,S02_0train_T202
0,4,3,1,2,S02_0train_T203
3,1,4,0,2,S02_0train_T204
3,2,1,4,0,S02_0train_T205
4,1,0,3,2,S02_0train_T206
1,4,2,3,0,S02_0train_T207
4,0,3,1,2,S02_0train_T208
4,3,2,1,0,S02_0train_T209
1,2,4,0,3,S02_0train_T210
2,0,3,1,4,S02_0train_T211
3,4,2,0,1,S02_0train_T212
3,2,0,4,1,S02_0train_T213
0,4,3,2,1,S02_0train_T214
3,2,4,1,0,S02_0train_T215
2,0,1,3,4,S02_0train_T216
3,2,4,0,1,S02_0train_T217
1,2,4,3,0,S02_0train_T218
0,3,1,2,4,S02_0train_T219
1,2,0,3,4,S02_0train_T220
4,0,2,3,1,S02_0train_T221
1,2,3,4,0,S02_0train_T222
4,0,2,1,3,S02_0train_T223
2,1,3,0,4,S02_0train_T224
2,3,0,1,4,S02_0train_T225
3,4,2,1,0,S02_0train_T226
1,3,0,4,2,S02_0train_T227
3,1,2,0,4,S02_0train_T228
3,0,4,1,2,S02_0train_T229
0,3,2,4,1,S02_0train_T230
2,3,0,1,4,S02_0train_T231
3,4,2,1,0,S02_0train_T232
3,4,0,1,2,S02_0train_T233
2,0,1,3,4,S02_0train_T234
2,3,4,0,1,S02_0train_T235
3,4,0,2,1,S02_0train_T236
0,1,3,2,4,S02_0train_T237
3,1,2,4,0,S02_0train_T238
1,0,3,4,2,S02_0train_T239
2,4,1,3,0,S02_0train_T240
3,1,2,4,0,S02_0train_T241
0,3,1,4,2,S02_0train_T242
1,4,2,0,3,S02_0train_T243
4,1,2,0,3,S02_0train_T244
2,1,3,4,0,S02_0train_T245
4,3,1,0,2,S02_0train_T246
1,3,0,4,2,S02_0train_T247
2,3,4,1,0,S02_0train_T248
4,3,0,1,2,S02_0train_T249
4,0,3,2,1,S02_0train_T250
3,1,2,0,4,S02_0train_T251
3,4,2,1,0,S02_0train_T252
4,0,3,2,1,S02_0train_T253
4,3,2,1,0,S02_0train_T254
0,2,4,3,1,S02_0train_T255
4,1,3,2,0,S02_0train_T256
3,0,4,1,2,S02_0train_T257
2,4,3,0,1,S02_0train_T258
2,3,1,4,0,S02_0train_T259
1,0,2,3,4,S02_0train_T260
1,2,4,3,0,S02_0train_T261
0,4,3,1,2,S02_0train_T262
3,1,4,2,0,S02_0train_T263
2,1,4,3,0,S02_0train_T264
2,4,3,0,1,S02_0train_T265
3,0,1,2,4,S02_0train_T266
1,4,3,0,2,S02_0train_T267
2,1,0,3,4,S02_0train_T268
4,1,2,0,3,S02_0train_T269
1,3,4,0,2,S02_0train_T270
2,0,4,3,1,S02_0train_T271
3,1,0,4,2,S02_0train_T272
3,1,0,4,2,S02_0train_T273
4,0,3,1,2,S02_0train_T274
4,1,2,3,0,S02_0train_T275
0,2,1,4,3,S02_0train_T276
1,3,2,4,0,S02_0train_T277
3,0,4,2,1,S02_0train_T278
3,4,1,0,2,S02_0train_T279
3,2,0,1,4,S02_0train_T280
4,3,1,0,2,S02_0train_T281
0,1,2,4,3,S02_0train_T282
1,2,0,4,3,S02_0train_T283
3,2,4,1,0,S02_0train_T284
2,0,1,4,3,S02_0train_T285
3,1,0,2,4,S02_0train_T286
1,4,2,0,3,S02_0train_T287
1,4,3,2,0,S02_0train_T288
0,3,2,4,1,S02_1test_T001
1,0,4,3,2,S02_1test_T002
4,2,1,0,3,S02_1test_T003
4,0,1,3,2,S02_1test_T004
4,0,2,3,1,S02_1test_T005
1,3,2,0,4,S02_1test_T006
2,4,1,3,0,S02_1test_T007
0,2,1,4,3,S02_1test_T008
0,2,3,4,1,S02_1test_T009
1,0,4,3,2,S02_1test_T010
4,0,3,1,2,S02_1test_T011
1,0,2,4,3,S02_1test_T012
4,1,3,0,2,S02_1test_T013
3,4,2,1,0,S02_1test_T014
4,2,3,1,0,S02_1test_T015
4,2,3,0,1,S02_1test_T016
0,2,1,4,3,S02_1test_T017
4,0,2,1,3,S02_1test_T018
3,0,2,1,4,S02_1test_T019
1,3,4,2,0,S02_1test_T020
2,0,1,3,4,S02_1test_T021
3,2,4,1,0,S02_1test_T022
0,3,1,2,4,S02_1test_T023
2,3,0,4,1,S02_1test_T024
2,3,1,4,0,S02_1test_T025
2,1,4,3,0,S02_1test_T026
2,3,0,4,1,S02_1test_T027
1,2,4,0,3,S02_1test_T028
2,0,1,3,4,S02_1test_T029
0,1,4,3,2,S02_1test_T030
4,2,0,3,1,S02_1test_T031
2,4,3,0,1,S02_1test_T032
3,4,0,2,1,S02_1test_T033
4,2,1,0,3,S02_1test_T034
0,3,4,1,2,S02_1test_T035
0,2,3,1,4,S02_1test_T036
4,1,2,0,3,S02_1test_T037
1,0,3,2,4,S02_1test_T038
1,4,3,0,2,S02_1test_T039
1,4,0,3,2,S02_1test_T040
0,3,1,2,4,S02_1test_T041
4,1,2,0,3,S02_1test_T042
4,3,2,1,0,S02_1test_T043
2,0,4,3,1,S02_1test_T044
1,4,2,0,3,S02_1test_T045
3,4,0,2,1,S02_1test_T046
4,1,0,3,2,S02_1test_T047
3,1,4,0,2,S02_1test_T048
1,2,3,0,4,S02_1test_T049
4,3,1,2,0,S02_1test_T050
2,0,1,3,4,S02_1test_T051
2,3,0,1,4,S02_1test_T052
2,4,1,0,3,S02_1test_T053
3,1,4,0,2,S02_1test_T054
2,4,0,3,1,S02_1test_T055
0,2,1,4,3,S02_1test_T056
3,2,0,4,1,S02_1test_T057
1,2,0,3,4,S02_1test_T058
0,1,2,4,3,S02_1test_T059
2,1,0,3,4,S02_1test_T060
2,1,4,3,0,S02_1test_T061
0,3,4,1,2,S02_1test_T062
1,4,3,0,2,S02_1test_T063
3,0,2,4,1,S02_1test_T064
4,3,2,0,1,S02_1test_T065
0,3,4,2,1,S02_1test_T066
4,1,3,2,0,S02_1test_T067
3,4,0,1,2,S02_1test_T068
0,4,3,2,1,S02_1test_T069
0,4,3,2,1,S02_1test_T070
1,3,2,0,4,S02_1test_T071
3,1,2,0,4,S02_1test_T072
4,1,2,0,3,S02_1test_T073
1,0,3,4,2,S02_1test_T074
4,1,3,2,0,S02_1test_T075
3,2,0,4,1,S02_1test_T076
0,1,3,2,4,S02_1test_T077
4,3,2,1,0,S02_1test_T078
2,1,0,3,4,S02_1test_T079
2,3,0,4,1,S02_1test_T080
2,4,3,0,1,S02_1test_T081
0,3,1,2,4,S02_1test_T082
1,2,4,3,0,S02_1test_T083
2,4,1,3,0,S02_1test_T084
3,0,4,1,2,S02_1test_T085
1,3,2,0,4,S02_1test_T086
2,4,1,0,3,S02_1test_T087
3,0,4,1,2,S02_1test_T088
0,3,4,1,2,S02_1test_T089
2,3,1,0,4,S02_1test_T090
2,1,3,0,4,S02_1test_T091
4,0,3,2,1,S02_1test_T092
3,0,4,1,2,S02_1test_T093
1,3,2,4,0,S02_1test_T094
4,0,3,2,1,S02_1test_T095
4,3,1,2,0,S02_1test_T096
3,1,4,0,2,S02_1test_T097
2,4,0,3,1,S02_1test_T098
3,1,2,0,4,S02_1test_T099
3,1,0,2,4,S02_1test_T100
4,3,0,1,2,S02_1test_T101
4,2,3,1,0,S02_1test_T102
2,4,1,3,0,S02_1test_T103
3,1,4,0,2,S02_1test_T104
0,4,3,1,2,S02_1test_T105
3,2,0,1,4,S02_1test_T106
3,2,1,0,4,S02_1test_T107
2,3,1,0,4,S02_1test_T108
0,4,3,1,2,S02_1test_T109
0,3,4,2,1,S02_1test_T110
3,1,4,0,2,S02_1test_T111
2,0,1,3,4,S02_1test_T112
0,1,2,4,3,S02_1test_T113
4,1,0,3,2,S02_1test_T114
1,3,4,0,2,S02_1test_T115
4,0,3,1,2,S02_1test_T116
3,0,1,2,4,S02_1test_T117
3,1,0,2,4,S02_1test_T118
3,1,0,4,2,S02_1test_T119
2,0,4,1,3,S02_1test_T120
1,0,2,4,3,S02_1test_T121
4,2,1,3,0,S02_1test_T122
1,2,4,0,3,S02_1test_T123
4,0,2,1,3,S02_1test_T124
1,0,4,3,2,S02_1test_T125
3,1,0,4,2,S02_1test_T126
1,4,0,2,3,S02_1test_T127
4,1,0,2,3,S02_1test_T128
0,2,4,1,3,S02_1test_T129
1,2,4,0,3,S02_1test_T130
2,0,1,4,3,S02_1test_T131
2,3,1,0,4,S02_1test_T132
0,1,4,3,2,S02_1test_T133
2,3,0,1,4,S02_1test_T134
3,1,4,2,0,S02_1test_T135
1,0,2,4,3,S02_1test_T136
0,2,3,4,1,S02_1test_T137
1,2,0,3,4,S02_1test_T138
4,3,2,1,0,S02_1test_T139
0,1,3,2,4,S02_1test_T140
1,0,2,3,4,S02_1test_T141
3,2,1,0,4,S02_1test_T142
3,0,1,4,2,S02_1test_T143
3,0,4,1,2,S02_1test_T144
2,3,0,4,1,S02_1test_T145
4,3,2,1,0,S02_1test_T146
0,1,4,3,2,S02_1test_T147
4,1,0,3,2,S02_1test_T148
2,0,1,4,3,S02_1test_T149
1,2,3,4,0,S02_1test_T150
2,4,0,1,3,S02_1test_T151
4,0,3,1,2,S02_1test_T152
1,2,4,0,3,S02_1test_T153
1,0,3,4,2,S02_1test_T154
3,2,4,0,1,S02_1test_T155
1,0,3,2,4,S02_1test_T156
2,3,1,0,4,S02_1test_T157
1,4,0,3,2,S02_1test_T158
2,3,0,1,4,S02_1test_T159
4,3,2,0,1,S02_1test_T160
3,0,1,2,4,S02_1test_T161
3,1,0,2,4,S02_1test_T162
2,4,3,1,0,S02_1test_T163
2,0,3,1,4,S02_1test_T164
4,0,3,1,2,S02_1test_T165
4,1,2,0,3,S02_1test_T166
2,0,3,1,4,S02_1test_T167
1,4,0,3,2,S02_1test_T168
4,0,3,1,2,S02_1test_T169
3,1,2,4,0,S02_1test_T170
4,1,0,2,3,S02_1test_T171
0,2,1,4,3,S02_1test_T172
4,0,1,3,2,S02_1test_T173
1,0,3,4,2,S02_1test_T174
0,2,4,3,1,S02_1test_T175
3,1,2,4,0,S02_1test_T176
4,2,0,3,1,S02_1test_T177
4,3,2,0,1,S02_1test_T178
3,1,0,4,2,S02_1test_T179
2,0,3,4,1,S02_1test_T180
4,0,2,3,1,S02_1test_T181
4,1,2,0,3,S02_1test_T182
1,3,0,4,2,S02_1test_T183
3,1,0,2,4,S02_1test_T184
0,4,2,1,3,S02_1test_T185
0,1,3,2,4,S02_1test_T186
2,1,4,3,0,S02_1test_T187
4,1,3,0,2,S02_1test_T188
1,2,3,4,0,S02_1test_T189
3,1,4,0,2,S02_1test_T190
4,1,2,0,3,S02_1test_T191
0,4,1,3,2,S02_1test_T192
3,4,0,2,1,S02_1test_T193
3,1,2,0,4,S02_1test_T194
1,4,2,3,0,S02_1test_T195
3,2,1,4,0,S02_1test_T196
4,1,2,3,0,S02_1test_T197
3,1,2,0,4,S02_1test_T198
3,4,1,0,2,S02_1test_T199
3,4,2,1,0,S02_1test_T200
2,4,0,3,1,S02_1test_T201
4,0,3,2,1,S02_1test_T202
3,4,2,1,0,S02_1test_T203
3,0,4,1,2,S02_1test_T204
3,0,1,2,4,S02_1test_T205
1,2,4,0,3,S02_1test_T206
1,2,0,4,3,S02_1test_T207
0,1,4,3,2,S02_1test_T208
4,1,3,0,2,S02_1test_T209
2,4,0,3,1,S02_1test_T210
2,0,1,3,4,S02_1test_T211
2,0,1,3,4,S02_1test_T212
1,0,4,2,3,S02_1test_T213
0,4,1,3,2,S02_1test_T214
2,1,3,4,0,S02_1test_T215
2,0,1,4,3,S02_1test_T216
1,2,3,0,4,S02_1test_T217
1,3,0,4,2,S02_1test_T218
4,3,2,1,0,S02_1test_T219
2,3,1,0,4,S02_1test_T220
3,2,4,1,0,S02_1test_T221
2,1,0,4,3,S02_1test_T222
2,1,0,3,4,S02_1test_T223
0,1,3,4,2,S02_1test_T224
4,3,2,0,1,S02_1test_T225
4,1,0,2,3,S02_1test_T226
4,1,0,3,2,S02_1test_T227
1,2,0,4,3,S02_1test_T228
0,3,1,4,2,S02_1test_T229
1,0,4,2,3,S02_1test_T230
1,4,3,0,2,S02_1test_T231
3,1,0,2,4,S02_1test_T232
3,4,0,1,2,S02_1test_T233
3,1,2,4,0,S02_1test_T234
2,1,0,4,3,S02_1test_T235
3,0,1,2,4,S02_1test_T236
4,2,0,1,3,S02_1test_T237
2,3,1,0,4,S02_1test_T238
2,4,0,3,1,S02_1test_T239
3,2,1,4,0,S02_1test_T240
2,0,4,3,1,S02_1test_T241
2,0,3,4,1,S02_1test_T242
0,3,2,4,1,S02_1test_T243
1,4,0,3,2,S02_1test_T244
0,3,4,2,1,S02_1test_T245
2,4,0,1,3,S02_1test_T246
3,1,4,0,2,S02_1test_T247
2,0,3,1,4,S02_1test_T248
2,0,1,3,4,S02_1test_T249
1,0,2,3,4,S02_1test_T250
2,4,3,1,0,S02_1test_T251
4,3,2,0,1,S02_1test_T252
2,0,1,4,3,S02_1test_T253
1,2,3,4,0,S02_1test_T254
3,0,4,1,2,S02_1test_T255
1,0,4,2,3,S02_1test_T256
3,0,1,4,2,S02_1test_T257
3,2,1,0,4,S02_1test_T258
3,0,1,2,4,S02_1test_T259
2,0,4,1,3,S02_1test_T260
1,4,3,2,0,S02_1test_T261
4,3,1,0,2,S02_1test_T262
2,4,1,3,0,S02_1test_T263
2,3,0,4,1,S02_1test_T264
1,2,3,0,4,S02_1test_T265
3,1,2,0,4,S02_1test_T266
1,4,2,0,3,S02_1test_T267
4,2,1,3,0,S02_1test_T268
4,2,3,1,0,S02_1test_T269
1,2,3,0,4,S02_1test_T270
2,0,3,1,4,S02_1test_T271
2,4,0,3,1,S02_1test_T272
1,0,2,4,3,S02_1test_T273
0,3,4,2,1,S02_1test_T274
4,2,3,1,0,S02_1test_T275
0,4,1,2,3,S02_1test_T276
4,1,2,3,0,S02_1test_T277
4,0,1,3,2,S02_1test_T278
3,0,2,1,4,S02_1test_T279
2,1,0,3,4,S02_1test_T280
1,4,3,2,0,S02_1test_T281
3,0,4,2,1,S02_1test_T282
0,3,2,4,1,S02_1test_T283
0,4,1,3,2,S02_1test_T284
2,3,0,4,1,S02_1test_T285
2,4,0,3,1,S02_1test_T286
4,3,0,2,1,S02_1test_T287
2,4,0,1,3,S02_1test_T288
0,3,1,2,4,S03_0train_T001
2,4,1,0,3,S03_0train_T002
0,3,1,4,2,S03_0train_T003
3,1,0,4,2,S03_0train_T004
0,3,1,4,2,S03_0train_T005
3,1,2,0,4,S03_0train_T006
2,1,4,0,3,S03_0train_T007
2,0,3,1,4,S03_0train_T008
0,1,4,2,3,S03_0train_T009
1,4,3,0,2,S03_0train_T010
4,1,2,3,0,S03_0train_T011
1,4,0,3,2,S03_0train_T012
3,4,1,2,0,S03_0train_T013
1,3,2,0,4,S03_0train_T014
4,1,3,2,0,S03_0train_T015
4,1,2,0,3,S03_0train_T016
0,4,2,3,1,S03_0train_T017
3,4,2,0,1,S03_0train_T018
2,3,4,0,1,S03_0train_T019
2,0,1,3,4,S03_0train_T020
3,4,0,2,1,S03_0train_T021
3,2,1,4,0,S03_0train_T022
4,2,0,3,1,S03_0train_T023
2,0,4,3,1,S03_0train_T024
4,1,3,0,2,S03_0train_T025
2,0,1,4,3,S03_0train_T026
3,4,2,0,1,S03_0train_T027
4,2,3,1,0,S03_0train_T028
3,1,4,0,2,S03_0train_T029
1,4,3,2,0,S03_0train_T030
2,3,4,0,1,S03_0train_T031
2,3,0,1,4,S03_0train_T032
3,4,1,0,2,S03_0train_T033
3,2,0,4,1,S03_0train_T034
2,0,1,4,3,S03_0train_T035
3,4,0,2,1,S03_0train_T036
4,0,1,2,3,S03_0train_T037
2,0,3,4,1,S03_0train_T038
1,3,2,4,0,S03_0train_T039
0,2,3,4,1,S03_0train_T040
1,3,0,2,4,S03_0train_T041
4,2,1,0,3,S03_0train_T042
2,0,1,3,4,S03_0train_T043
2,3,0,4,1,S03_0train_T044
1,4,0,3,2,S03_0train_T045
1,2,0,3,4,S03_0train_T046
3,4,2,1,0,S03_0train_T047
0,2,4,3,1,S03_0train_T048
1,4,0,3,2,S03_0train_T049
2,0,3,1,4,S03_0train_T050
4,1,2,3,0,S03_0train_T051
4,3,0,2,1,S03_0train_T052
1,3,0,2,4,S03_0train_T053
4,2,0,3,1,S03_0train_T054
1,3,4,2,0,S03_0train_T055
1,0,3,2,4,S03_0train_T056
2,4,3,0,1,S03_0train_T057
3,0,1,2,4,S03_0train_T058
3,2,0,1,4,S03_0train_T059
0,2,3,4,1,S03_0train_T060
4,3,0,1,2,S03_0train_T061
4,2,1,0,3,S03_0train_T062
4,0,2,3,1,S03_0train_T063
0,1,3,2,4,S03_0train_T064
1,4,0,3,2,S03_0train_T065
4,1,0,3,2,S03_0train_T066
2,0,1,3,4,S03_0train_T067
2,1,3,0,4,S03_0train_T068
3,2,1,4,0,S03_0train_T069
2,4,1,0,3,S03_0train_T070
4,0,2,1,3,S03_0train_T071
0,4,1,3,2,S03_0train_T072
1,0,4,3,2,S03_0train_T073
0,2,1,3,4,S03_0train_T074
2,0,3,4,1,S03_0train_T075
3,2,1,0,4,S03_0train_T076
4,0,1,3,2,S03_0train_T077
4,3,2,0,1,S03_0train_T078
0,4,3,2,1,S03_0train_T079
0,3,4,1,2,S03_0train_T080
1,4,2,0,3,S03_0train_T081
3,0,4,2,1,S03_0train_T082
3,1,2,4,0,S03_0train_T083
1,0,4,3,2,S03_0train_T084
4,3,2,0,1,S03_0train_T085
0,4,2,1,3,S03_0train_T086
4,3,0,2,1,S03_0train_T087
3,4,1,2,0,S03_0train_T088
1,4,2,0,3,S03_0train_T089
1,4,3,0,2,S03_0train_T090
4,3,1,0,2,S03_0train_T091
3,2,0,4,1,S03_0train_T092
2,3,0,1,4,S03_0train_T093
1,0,3,2,4,S03_0train_T094
3,4,1,0,2,S03_0train_T095
3,0,2,4,1,S03_0train_T096
4,2,1,0,3,S03_0train_T097
3,2,4,1,0,S03_0train_T098
4,0,3,1,2,S03_0train_T099
0,3,2,4,1,S03_0train_T100
0,4,2,1,3,S03_0train_T101
2,0,1,4,3,S03_0train_T102
3,0,1,2,4,S03_0train_T103
2,4,3,0,1,S03_0train_T104
0,4,1,3,2,S03_0train_T105
1,3,0,4,2,S03_0train_T106
4,3,2,0,1,S03_0train_T107
2,3,1,4,0,S03_0train_T108
4,0,2,1,3,S03_0train_T109
4,0,1,3,2,S03_0train_T110
3,4,0,2,1,S03_0train_T111
3,2,1,0,4,S03_0train_T112
1,4,3,0,2,S03_0train_T113
2,1,3,0,4,S03_0train_T114
0,1,2,4,3,S03_0train_T115
0,3,2,1,4,S03_0train_T116
4,1,3,2,0,S03_0train_T117
3,4,1,2,0,S03_0train_T118
0,1,3,2,4,S03_0train_T119
4,0,1,2,3,S03_0train_T120
0,4,3,2,1,S03_0train_T121
3,2,1,0,4,S03_0train_T122
2,0,3,4,1,S03_0train_T123
1,0,2,3,4,S03_0train_T124
3,2,4,0,1,S03_0train_T125
3,4,0,2,1,S03_0train_T126
1,2,4,3,0,S03_0train_T127
2,1,0,3,4,S03_0train_T128
4,3,1,2,0,S03_0train_T129
0,1,3,4,2,S03_0train_T130
1,3,0,4,2,S03_0train_T131
4,0,1,2,3,S03_0train_T132
3,0,2,1,4,S03_0train_T133
2,4,1,3,0,S03_0train_T134
4,3,0,2,1,S03_0train_T135
3,2,4,1,0,S03_0train_T136
1,2,4,0,3,S03_0train_T137
0,3,4,2,1,S03_0train_T138
2,4,3,0,1,S03_0train_T139
1,4,2,3,0,S03_0train_T140
2,3,1,4,0,S03_0train_T141
1,2,3,0,4,S03_0train_T142
4,1,3,2,0,S03_0train_T143
3,1,4,0,2,S03_0train_T144
4,1,0,3,2,S03_0train_T145
2,3,1,4,0,S03_0train_T146
2,1,0,4,3,S03_0train_T147
1,2,4,3,0,S03_0train_T148
4,3,2,0,1,S03_0train_T149
1,4,0,2,3,S03_0train_T150
1,3,4,2,0,S03_0train_T151
2,3,4,1,0,S03_0train_T152
0,3,4,1,2,S03_0train_T153
4,3,0,1,2,S03_0train_T154
1,3,2,0,4,S03_0train_T155
4,0,3,1,2,S03_0train_T156
4,0,2,3,1,S03_0train_T157
2,4,3,1,0,S03_0train_T158
1,0,2,3,4,S03_0train_T159
0,4,1,2,3,S03_0train_T160
3,0,4,2,1,S03_0train_T161
4,0,3,1,2,S03_0train_T162
0,2,1,4,3,S03_0train_T163
1,4,2,3,0,S03_0train_T164
1,0,3,2,4,S03_0train_T165
3,1,0,2,4,S03_0train_T166
2,4,0,1,3,S03_0train_T167
1,0,3,2,4,S03_0train_T168
3,2,1,4,0,S03_0train_T169
3,1,2,4,0,S03_0train_T170
4,3,1,2,0,S03_0train_T171
3,1,4,0,2,S03_0train_T172
3,0,4,1,2,S03_0train_T173
1,2,3,4,0,S03_0train_T174
0,4,2,1,3,S03_0train_T175
3,0,2,4,1,S03_0train_T176
4,0,1,3,2,S03_0train_T177
0,4,3,1,2,S03_0train_T178
1,0,2,4,3,S03_0train_T179
1,4,2,3,0,S03_0train_T180
0,3,1,2,4,S03_0train_T181
0,2,1,3,4,S03_0train_T182
1,0,2,4,3,S03_0train_T183
2,3,4,0,1,S03_0train_T184
1,4,3,0,2,S03_0train_T185
3,4,2,1,0,S03_0train_T186
3,1,2,0,4,S03_0train_T187
4,3,2,0,1,S03_0train_T188
4,1,2,0,3,S03_0train_T189
1,2,3,4,0,S03_0train_T190
4,1,0,2,3,S03_0train_T191
0,2,4,3,1,S03_0train_T192
2,4,0,1,3,S03_0train_T193
0,3,1,4,2,S03_0train_T194
3,4,0,1,2,S03_0train_T195
1,0,4,2,3,S03_0train_T196
3,1,4,2,0,S03_0train_T197
4,1,0,2,3,S03_0train_T198
2,0,1,4,3,S03_0train_T199
1,3,0,4,2,S03_0train_T200
2,4,0,1,3,S03_0train_T201
2,0,4,3,1,S03_0train_T202
3,4,0,1,2,S03_0train_T203
4,2,3,1,0,S03_0train_T204
2,3,4,1,0,S03_0train_T205
3,1,4,2,0,S03_0train_T206
3,1,0,4,2,S03_0train_T207
1,0,2,4,3,S03_0train_T208
2,3,1,0,4,S03_0train_T209
0,4,3,1,2,S03_0train_T210
2,0,1,4,3,S03_0train_T211
1,3,4,0,2,S03_0train_T212
0,1,4,3,2,S03_0train_T213
3,4,2,1,0,S03_0train_T214
4,0,1,3,2,S03_0train_T215
0,4,3,2,1,S03_0train_T216
1,2,0,3,4,S03_0train_T217
0,1,4,2,3,S03_0train_T218
0,2,4,3,1,S03_0train_T219
3,2,0,4,1,S03_0train_T220
2,4,1,0,3,S03_0train_T221
3,2,4,0,1,S03_0train_T222
4,1,0,2,3,S03_0train_T223
2,1,4,0,3,S03_0train_T224
3,1,2,0,4,S03_0train_T225
3,1,4,0,2,S03_0train_T226
3,4,1,0,2,S03_0train_T227
4,3,1,2,0,S03_0train_T228
1,0,2,4,3,S03_0train_T229
2,3,0,4,1,S03_0train_T230
4,1,3,2,0,S03_0train_T231
3,4,0,1,2,S03_0train_T232
0,3,2,4,1,S03_0train_T233
3,2,0,4,1,S03_0train_T234
1,3,2,4,0,S03_0train_T235
2,4,0,3,1,S03_0train_T236
4,3,0,2,1,S03_0train_T237
4,0,3,2,1,S03_0train_T238
1,2,4,3,0,S03_0train_T239
1,2,4,3,0,S03_0train_T240
2,3,0,1,4,S03_0train_T241
0,4,2,3,1,S03_0train_T242
4,2,0,3,1,S03_0train_T243
2,1,0,4,3,S03_0train_T244
1,4,2,0,3,S03_0train_T245
1,2,0,4,3,S03_0train_T246
0,4,3,2,1,S03_0train_T247
3,0,2,1,4,S03_0train_T248
0,3,1,2,4,S03_0train_T249
2,1,3,0,4,S03_0train_T250
4,1,0,3,2,S03_0train_T251
0,1,2,4,3,S03_0train_T252
2,3,4,0,1,S03_0train_T253
4,1,3,2,0,S03_0train_T254
0,2,1,4,3,S03_0train_T255
3,4,1,2,0,S03_0train_T256
3,0,1,2,4,S03_0train_T257
0,1,4,2,3,S03_0train_T258
1,4,2,3,0,S03_0train_T259
1,3,0,2,4,S03_0train_T260
0,2,3,1,4,S03_0train_T261
3,2,1,4,0,S03_0train_T262
3,4,0,1,2,S03_0train_T263
3,2,4,1,0,S03_0train_T264
2,4,1,3,0,S03_0train_T265
4,1,2,0,3,S03_0train_T266
0,4,3,2,1,S03_0train_T267
2,4,1,3,0,S03_0train_T268
4,3,2,0,1,S03_0train_T269
4,2,1,3,0,S03_0train_T270
2,1,3,4,0,S03_0train_T271
3,0,2,1,4,S03_0train_T272
3,4,0,1,2,S03_0train_T273
1,0,3,2,4,S03_0train_T274
1,2,3,0,4,S03_0train_T275
0,4,3,2,1,S03_0train_T276
3,4,1,0,2,S03_0train_T277
3,0,1,4,2,S03_0train_T278
3,1,4,0,2,S03_0train_T279
4,2,3,0,1,S03_0train_T280
4,2,1,3,0,S03_0train_T281
3,4,0,1,2,S03_0train_T282
1,3,4,0,2,S03_0train_T283
2,3,1,0,4,S03_0train_T284
2,1,3,0,4,S03_0train_T285
0,3,2,4,1,S03_0train_T286
0,3,2,1,4,S03_0train_T287
0,1,4,2,3,S03_0train_T288
4,0,3,1,2,S03_1test_T001
0,3,4,2,1,S03_1test_T002
3,2,1,0,4,S03_1test_T003
4,3,2,0,1,S03_1test_T004
0,2,3,4,1,S03_1test_T005
0,1,2,4,3,S03_1test_T006
4,2,0,3,1,S03_1test_T007
0,2,1,4,3,S03_1test_T008
0,1,2,4,3,S03_1test_T009
2,4,1,3,0,S03_1test_T010
4,1,3,2,0,S03_1test_T011
4,3,0,1,2,S03_1test_T012
4,3,0,2,1,S03_1test_T013
0,2,1,3,4,S03_1test_T014
3,0,4,2,1,S03_1test_T015
2,4,0,1,3,S03_1test_T016
1,2,4,3,0,S03_1test_T017
3,0,2,4,1,S03_1test_T018
1,2,4,3,0,S03_1test_T019
1,2,3,0,4,S03_1test_T020
1,3,2,0,4,S03_1test_T021
4,3,1,0,2,S03_1test_T022
1,0,3,4,2,S03_1test_T023
4,3,0,2,1,S03_1test_T024
1,0,4,2,3,S03_1test_T025
1,0,3,2,4,S03_1test_T026
0,2,4,3,1,S03_1test_T027
2,3,4,1,0,S03_1test_T028
2,1,4,0,3,S03_1test_T029
