sample_index,subject,session,run,trial_id,run_trial_id,trial_uid,class_label
530,2,0train,5,243,3,S02_0train_T243,tongue
531,2,0train,5,244,4,S02_0train_T244,right_hand
532,2,0train,5,245,5,S02_0train_T245,tongue
533,2,0train,5,246,6,S02_0train_T246,left_hand
534,2,0train,5,247,7,S02_0train_T247,left_hand
535,2,0train,5,248,8,S02_0train_T248,feet
536,2,0train,5,249,9,S02_0train_T249,feet
537,2,0train,5,250,10,S02_0train_T250,right_hand
538,2,0train,5,251,11,S02_0train_T251,tongue
539,2,0train,5,252,12,S02_0train_T252,right_hand
540,2,0train,5,253,13,S02_0train_T253,right_hand
541,2,0train,5,254,14,S02_0train_T254,left_hand
542,2,0train,5,255,15,S02_0train_T255,right_hand
543,2,0train,5,256,16,S02_0train_T256,tongue
544,2,0train,5,257,17,S02_0train_T257,tongue
545,2,0train,5,258,18,S02_0train_T258,right_hand
546,2,0train,5,259,19,S02_0train_T259,right_hand
547,2,0train,5,260,20,S02_0train_T260,right_hand
548,2,0train,5,261,21,S02_0train_T261,right_hand
549,2,0train,5,262,22,S02_0train_T262,tongue
550,2,0train,5,263,23,S02_0train_T263,tongue
551,2,0train,5,264,24,S02_0train_T264,feet
552,2,0train,5,265,25,S02_0train_T265,tongue
553,2,0train,5,266,26,S02_0train_T266,left_hand
554,2,0train,5,267,27,S02_0train_T267,right_hand
555,2,0train,5,268,28,S02_0train_T268,feet
556,2,0train,5,269,29,S02_0train_T269,right_hand
557,2,0train,5,270,30,S02_0train_T270,left_hand
558,2,0train,5,271,31,S02_0train_T271,tongue
559,2,0train,5,272,32,S02_0train_T272,left_hand
560,2,0train,5,273,33,S02_0train_T273,tongue
561,2,0train,5,274,34,S02_0train_T274,left_hand
562,2,0train,5,275,35,S02_0train_T275,left_hand
563,2,0train,5,276,36,S02_0train_T276,left_hand
564,2,0train,5,277,37,S02_0train_T277,left_hand
565,2,0train,5,278,38,S02_0train_T278,feet
566,2,0train,5,279,39,S02_0train_T279,feet
567,2,0train,5,280,40,S02_0train_T280,tongue
568,2,0train,5,281,41,S02_0train_T281,right_hand
569,2,0train,5,282,42,S02_0train_T282,feet
570,2,0train,5,283,43,S02_0train_T283,feet
571,2,0train,5,284,44,S02_0train_T284,feet
572,2,0train,5,285,45,S02_0train_T285,tongue
573,2,0train,5,286,46,S02_0train_T286,feet
574,2,0train,5,287,47,S02_0train_T287,left_hand
575,2,0train,5,288,48,S02_0train_T288,feet
576,3,0train,0,1,1,S03_0train_T001,left_hand
577,3,0train,0,2,2,S03_0train_T002,right_hand
578,3,0train,0,3,3,S03_0train_T003,right_hand
579,3,0train,0,4,4,S03_0train_T004,left_hand
580,3,0train,0,5,5,S03_0train_T005,right_hand
581,3,0train,0,6,6,S03_0train_T006,left_hand
582,3,0train,0,7,7,S03_0train_T007,right_hand
583,3,0train,0,8,8,S03_0train_T008,feet
584,3,0train,0,9,9,S03_0train_T009,right_hand
585,3,0train,0,10,10,S03_0train_T010,tongue
586,3,0train,0,11,11,S03_0train_T011,left_hand
587,3,0train,0,12,12,S03_0train_T012,feet
588,3,0train,0,13,13,S03_0train_T013,right_hand
589,3,0train,0,14,14,S03_0train_T014,left_hand
590,3,0train,0,15,15,S03_0train_T015,tongue
591,3,0train,0,16,16,S03_0train_T016,tongue
592,3,0train,0,17,17,S03_0train_T017,tongue
593,3,0train,0,18,18,S03_0train_T018,tongue
594,3,0train,0,19,19,S03_0train_T019,tongue
595,3,0train,0,20,20,S03_0train_T020,left_hand
596,3,0train,0,21,21,S03_0train_T021,feet
597,3,0train,0,22,22,S03_0train_T022,right_hand
598,3,0train,0,23,23,S03_0train_T023,left_hand
599,3,0train,0,24,24,S03_0train_T024,left_hand
600,3,0train,0,25,25,S03_0train_T025,feet
601,3,0train,0,26,26,S03_0train_T026,tongue
602,3,0train,0,27,27,S03_0train_T027,left_hand
603,3,0train,0,28,28,S03_0train_T028,feet
604,3,0train,0,29,29,S03_0train_T029,feet
605,3,0train,0,30,30,S03_0train_T030,feet
606,3,0train,0,31,31,S03_0train_T031,left_hand
607,3,0train,0,32,32,S03_0train_T032,right_hand
608,3,0train,0,33,33,S03_0train_T033,left_hand
609,3,0train,0,34,34,S03_0train_T034,right_hand
610,3,0train,0,35,35,S03_0train_T035,right_hand
611,3,0train,0,36,36,S03_0train_T036,left_hand
612,3,0train,0,37,37,S03_0train_T037,right_hand
613,3,0train,0,38,38,S03_0train_T038,feet
614,3,0train,0,39,39,S03_0train_T039,right_hand
615,3,0train,0,40,40,S03_0train_T040,feet
616,3,0train,0,41,41,S03_0train_T041,feet
617,3,0train,0,42,42,S03_0train_T042,tongue
618,3,0train,0,43,43,S03_0train_T043,feet
619,3,0train,0,44,44,S03_0train_T044,feet
620,3,0train,0,45,45,S03_0train_T045,tongue
621,3,0train,0,46,46,S03_0train_T046,tongue
622,3,0train,0,47,47,S03_0train_T047,tongue
623,3,0train,0,48,48,S03_0train_T048,tongue
624,3,0train,1,49,1,S03_0train_T049,tongue
625,3,0train,1,50,2,S03_0train_T050,feet
626,3,0train,1,51,3,S03_0train_T051,right_hand
627,3,0train,1,52,4,S03_0train_T052,left_hand
628,3,0train,1,53,5,S03_0train_T053,left_hand
629,3,0train,1,54,6,S03_0train_T054,right_hand
630,3,0train,1,55,7,S03_0train_T055,feet
631,3,0train,1,56,8,S03_0train_T056,tongue
632,3,0train,1,57,9,S03_0train_T057,right_hand
633,3,0train,1,58,10,S03_0train_T058,feet
634,3,0train,1,59,11,S03_0train_T059,left_hand
635,3,0train,1,60,12,S03_0train_T060,left_hand
636,3,0train,1,61,13,S03_0train_T061,left_hand
637,3,0train,1,62,14,S03_0train_T062,tongue
638,3,0train,1,63,15,S03_0train_T063,right_hand
639,3,0train,1,64,16,S03_0train_T064,right_hand
640,3,0train,1,65,17,S03_0train_T065,left_hand
641,3,0train,1,66,18,S03_0train_T066,left_hand
642,3,0train,1,67,19,S03_0train_T067,feet
643,3,0train,1,68,20,S03_0train_T068,left_hand
644,3,0train,1,69,21,S03_0train_T069,right_hand
645,3,0train,1,70,22,S03_0train_T070,tongue
646,3,0train,1,71,23,S03_0train_T071,tongue
647,3,0train,1,72,24,S03_0train_T072,feet
648,3,0train,1,73,25,S03_0train_T073,left_hand
649,3,0train,1,74,26,S03_0train_T074,tongue
650,3,0train,1,75,27,S03_0train_T075,tongue
651,3,0train,1,76,28,S03_0train_T076,right_hand
652,3,0train,1,77,29,S03_0train_T077,tongue
653,3,0train,1,78,30,S03_0train_T078,tongue
654,3,0train,1,79,31,S03_0train_T079,right_hand
655,3,0train,1,80,32,S03_0train_T080,left_hand
656,3,0train,1,81,33,S03_0train_T081,right_hand
657,3,0train,1,82,34,S03_0train_T082,feet
658,3,0train,1,83,35,S03_0train_T083,feet
659,3,0train,1,84,36,S03_0train_T084,feet
660,3,0train,1,85,37,S03_0train_T085,tongue
661,3,0train,1,86,38,S03_0train_T086,feet
662,3,0train,1,87,39,S03_0train_T087,left_hand
663,3,0train,1,88,40,S03_0train_T088,tongue
664,3,0train,1,89,41,S03_0train_T089,right_hand
665,3,0train,1,90,42,S03_0train_T090,feet
666,3,0train,1,91,43,S03_0train_T091,right_hand
667,3,0train,1,92,44,S03_0train_T092,feet
668,3,0train,1,93,45,S03_0train_T093,tongue
669,3,0train,1,94,46,S03_0train_T094,right_hand
670,3,0train,1,95,47,S03_0train_T095,feet
671,3,0train,1,96,48,S03_0train_T096,left_hand
672,3,0train,2,97,1,S03_0train_T097,left_hand
673,3,0train,2,98,2,S03_0train_T098,left_hand
674,3,0train,2,99,3,S03_0train_T099,tongue
675,3,0train,2,100,4,S03_0train_T100,right_hand
676,3,0train,2,101,5,S03_0train_T101,left_hand
677,3,0train,2,102,6,S03_0train_T102,feet
678,3,0train,2,103,7,S03_0train_T103,left_hand
679,3,0train,2,104,8,S03_0train_T104,feet
680,3,0train,2,105,9,S03_0train_T105,right_hand
681,3,0train,2,106,10,S03_0train_T106,tongue
682,3,0train,2,107,11,S03_0train_T107,left_hand
683,3,0train,2,108,12,S03_0train_T108,feet
684,3,0train,2,109,13,S03_0train_T109,feet
685,3,0train,2,110,14,S03_0train_T110,left_hand
686,3,0train,2,111,15,S03_0train_T111,feet
687,3,0train,2,112,16,S03_0train_T112,right_hand
688,3,0train,2,113,17,S03_0train_T113,tongue
689,3,0train,2,114,18,S03_0train_T114,tongue
690,3,0train,2,115,19,S03_0train_T115,tongue
691,3,0train,2,116,20,S03_0train_T116,feet
692,3,0train,2,117,21,S03_0train_T117,left_hand
693,3,0train,2,118,22,S03_0train_T118,tongue
694,3,0train,2,119,23,S03_0train_T119,right_hand
695,3,0train,2,120,24,S03_0train_T120,tongue
696,3,0train,2,121,25,S03_0train_T121,right_hand
697,3,0train,2,122,26,S03_0train_T122,left_hand
698,3,0train,2,123,27,S03_0train_T123,feet
699,3,0train,2,124,28,S03_0train_T124,right_hand
700,3,0train,2,125,29,S03_0train_T125,left_hand
701,3,0train,2,126,30,S03_0train_T126,feet
702,3,0train,2,127,31,S03_0train_T127,feet
703,3,0train,2,128,32,S03_0train_T128,left_hand
704,3,0train,2,129,33,S03_0train_T129,feet
705,3,0train,2,130,34,S03_0train_T130,tongue
706,3,0train,2,131,35,S03_0train_T131,tongue
707,3,0train,2,132,36,S03_0train_T132,right_hand
708,3,0train,2,133,37,S03_0train_T133,left_hand
709,3,0train,2,134,38,S03_0train_T134,right_hand
710,3,0train,2,135,39,S03_0train_T135,tongue
711,3,0train,2,136,40,S03_0train_T136,right_hand
712,3,0train,2,137,41,S03_0train_T137,tongue
713,3,0train,2,138,42,S03_0train_T138,feet
714,3,0train,2,139,43,S03_0train_T139,right_hand
715,3,0train,2,140,44,S03_0train_T140,right_hand
716,3,0train,2,141,45,S03_0train_T141,right_hand
717,3,0train,2,142,46,S03_0train_T142,feet
718,3,0train,2,143,47,S03_0train_T143,tongue
719,3,0train,2,144,48,S03_0train_T144,left_hand
720,3,0train,3,145,1,S03_0train_T145,right_hand
721,3,0train,3,146,2,S03_0train_T146,tongue
722,3,0train,3,147,3,S03_0train_T147,left_hand
723,3,0train,3,148,4,S03_0train_T148,feet
724,3,0train,3,149,5,S03_0train_T149,feet
725,3,0train,3,150,6,S03_0train_T150,tongue
726,3,0train,3,151,7,S03_0train_T151,left_hand
727,3,0train,3,152,8,S03_0train_T152,left_hand
728,3,0train,3,153,9,S03_0train_T153,feet
729,3,0train,3,154,10,S03_0train_T154,right_hand
730,3,0train,3,155,11,S03_0train_T155,tongue
731,3,0train,3,156,12,S03_0train_T156,tongue
732,3,0train,3,157,13,S03_0train_T157,tongue
733,3,0train,3,158,14,S03_0train_T158,right_hand
734,3,0train,3,159,15,S03_0train_T159,left_hand
735,3,0train,3,160,16,S03_0train_T160,feet
736,3,0train,3,161,17,S03_0train_T161,right_hand
737,3,0train,3,162,18,S03_0train_T162,tongue
738,3,0train,3,163,19,S03_0train_T163,left_hand
739,3,0train,3,164,20,S03_0train_T164,tongue
740,3,0train,3,165,21,S03_0train_T165,feet
741,3,0train,3,166,22,S03_0train_T166,right_hand
742,3,0train,3,167,23,S03_0train_T167,tongue
743,3,0train,3,168,24,S03_0train_T168,tongue
744,3,0train,3,169,25,S03_0train_T169,left_hand
745,3,0train,3,170,26,S03_0train_T170,right_hand
746,3,0train,3,171,27,S03_0train_T171,right_hand
747,3,0train,3,172,28,S03_0train_T172,feet
748,3,0train,3,173,29,S03_0train_T173,tongue
749,3,0train,3,174,30,S03_0train_T174,right_hand
750,3,0train,3,175,31,S03_0train_T175,left_hand
751,3,0train,3,176,32,S03_0train_T176,left_hand
752,3,0train,3,177,33,S03_0train_T177,tongue
753,3,0train,3,178,34,S03_0train_T178,right_hand
754,3,0train,3,179,35,S03_0train_T179,left_hand
755,3,0train,3,180,36,S03_0train_T180,feet
756,3,0train,3,181,37,S03_0train_T181,right_hand
757,3,0train,3,182,38,S03_0train_T182,right_hand
758,3,0train,3,183,39,S03_0train_T183,feet
759,3,0train,3,184,40,S03_0train_T184,left_hand
760,3,0train,3,185,41,S03_0train_T185,tongue
761,3,0train,3,186,42,S03_0train_T186,feet
762,3,0train,3,187,43,S03_0train_T187,feet
763,3,0train,3,188,44,S03_0train_T188,feet
764,3,0train,3,189,45,S03_0train_T189,feet
765,3,0train,3,190,46,S03_0train_T190,left_hand
766,3,0train,3,191,47,S03_0train_T191,right_hand
767,3,0train,3,192,48,S03_0train_T192,left_hand
768,3,0train,4,193,1,S03_0train_T193,right_hand
769,3,0train,4,194,2,S03_0train_T194,left_hand
770,3,0train,4,195,3,S03_0train_T195,left_hand
771,3,0train,4,196,4,S03_0train_T196,feet
772,3,0train,4,197,5,S03_0train_T197,feet
773,3,0train,4,198,6,S03_0train_T198,right_hand
774,3,0train,4,199,7,S03_0train_T199,feet
775,3,0train,4,200,8,S03_0train_T200,tongue
776,3,0train,4,201,9,S03_0train_T201,left_hand
777,3,0train,4,202,10,S03_0train_T202,tongue
778,3,0train,4,203,11,S03_0train_T203,left_hand
779,3,0train,4,204,12,S03_0train_T204,left_hand
780,3,0train,4,205,13,S03_0train_T205,right_hand
781,3,0train,4,206,14,S03_0train_T206,tongue
782,3,0train,4,207,15,S03_0train_T207,feet
783,3,0train,4,208,16,S03_0train_T208,right_hand
784,3,0train,4,209,17,S03_0train_T209,tongue
785,3,0train,4,210,18,S03_0train_T210,feet
786,3,0train,4,211,19,S03_0train_T211,tongue
787,3,0train,4,212,20,S03_0train_T212,feet
788,3,0train,4,213,21,S03_0train_T213,tongue
789,3,0train,4,214,22,S03_0train_T214,right_hand
790,3,0train,4,215,23,S03_0train_T215,right_hand
791,3,0train,4,216,24,S03_0train_T216,tongue
792,3,0train,4,217,25,S03_0train_T217,left_hand
793,3,0train,4,218,26,S03_0train_T218,right_hand
794,3,0train,4,219,27,S03_0train_T219,right_hand
795,3,0train,4,220,28,S03_0train_T220,right_hand
796,3,0train,4,221,29,S03_0train_T221,feet
797,3,0train,4,222,30,S03_0train_T222,tongue
798,3,0train,4,223,31,S03_0train_T223,left_hand
799,3,0train,4,224,32,S03_0train_T224,tongue
800,3,0train,4,225,33,S03_0train_T225,left_hand
801,3,0train,4,226,34,S03_0train_T226,feet
802,3,0train,4,227,35,S03_0train_T227,left_hand
803,3,0train,4,228,36,S03_0train_T228,tongue
804,3,0train,4,229,37,S03_0train_T229,left_hand
805,3,0train,4,230,38,S03_0train_T230,feet
806,3,0train,4,231,39,S03_0train_T231,left_hand
807,3,0train,4,232,40,S03_0train_T232,right_hand
808,3,0train,4,233,41,S03_0train_T233,feet
809,3,0train,4,234,42,S03_0train_T234,feet
810,3,0train,4,235,43,S03_0train_T235,tongue
811,3,0train,4,236,44,S03_0train_T236,left_hand
812,3,0train,4,237,45,S03_0train_T237,right_hand
813,3,0train,4,238,46,S03_0train_T238,tongue
814,3,0train,4,239,47,S03_0train_T239,right_hand
815,3,0train,4,240,48,S03_0train_T240,feet
816,3,0train,5,241,1,S03_0train_T241,feet
817,3,0train,5,242,2,S03_0train_T242,left_hand
818,3,0train,5,243,3,S03_0train_T243,tongue
819,3,0train,5,244,4,S03_0train_T244,right_hand
820,3,0train,5,245,5,S03_0train_T245,tongue
821,3,0train,5,246,6,S03_0train_T246,left_hand
822,3,0train,5,247,7,S03_0train_T247,left_hand
823,3,0train,5,248,8,S03_0train_T248,feet
824,3,0train,5,249,9,S03_0train_T249,feet
825,3,0train,5,250,10,S03_0train_T250,right_hand
826,3,0train,5,251,11,S03_0train_T251,tongue
827,3,0train,5,252,12,S03_0train_T252,right_hand
828,3,0train,5,253,13,S03_0train_T253,right_hand
829,3,0train,5,254,14,S03_0train_T254,left_hand
830,3,0train,5,255,15,S03_0train_T255,right_hand
831,3,0train,5,256,16,S03_0train_T256,tongue
832,3,0train,5,257,17,S03_0train_T257,tongue
833,3,0train,5,258,18,S03_0train_T258,right_hand
834,3,0train,5,259,19,S03_0train_T259,right_hand
835,3,0train,5,260,20,S03_0train_T260,right_hand
836,3,0train,5,261,21,S03_0train_T261,right_hand
837,3,0train,5,262,22,S03_0train_T262,tongue
838,3,0train,5,263,23,S03_0train_T263,tongue
839,3,0train,5,264,24,S03_0train_T264,feet
840,3,0train,5,265,25,S03_0train_T265,tongue
841,3,0train,5,266,26,S03_0train_T266,left_hand
842,3,0train,5,267,27,S03_0train_T267,right_hand
843,3,0train,5,268,28,S03_0train_T268,feet
844,3,0train,5,269,29,S03_0train_T269,right_hand
845,3,0train,5,270,30,S03_0train_T270,left_hand
846,3,0train,5,271,31,S03_0train_T271,tongue
847,3,0train,5,272,32,S03_0train_T272,left_hand
848,3,0train,5,273,33,S03_0train_T273,tongue
849,3,0train,5,274,34,S03_0train_T274,left_hand
850,3,0train,5,275,35,S03_0train_T275,left_hand
851,3,0train,5,276,36,S03_0train_T276,left_hand
852,3,0train,5,277,37,S03_0train_T277,left_hand
853,3,0train,5,278,38,S03_0train_T278,feet
854,3,0train,5,279,39,S03_0train_T279,feet
855,3,0train,5,280,40,S03_0train_T280,tongue
856,3,0train,5,281,41,S03_0train_T281,right_hand
857,3,0train,5,282,42,S03_0train_T282,feet
858,3,0train,5,283,43,S03_0train_T283,feet
859,3,0train,5,284,44,S03_0train_T284,feet
860,3,0train,5,285,45,S03_0train_T285,tongue
861,3,0train,5,286,46,S03_0train_T286,feet
862,3,0train,5,287,47,S03_0train_T287,left_hand
863,3,0train,5,288,48,S03_0train_T288,feet
864,4,0train,0,1,1,S04_0train_T001,tongue
865,4,0train,0,2,2,S04_0train_T002,tongue
866,4,0train,0,3,3,S04_0train_T003,left_hand
867,4,0train,0,4,4,S04_0train_T004,tongue
868,4,0train,0,5,5,S04_0train_T005,left_hand
869,4,0train,0,6,6,S04_0train_T006,left_hand
870,4,0train,0,7,7,S04_0train_T007,tongue
871,4,0train,0,8,8,S04_0train_T008,tongue
872,4,0train,0,9,9,S04_0train_T009,tongue
873,4,0train,0,10,10,S04_0train_T010,right_hand
874,4,0train,0,11,11,S04_0train_T011,tongue
875,4,0train,0,12,12,S04_0train_T012,left_hand
876,4,0train,0,13,13,S04_0train_T013,left_hand
877,4,0train,0,14,14,S04_0train_T014,right_hand
878,4,0train,0,15,15,S04_0train_T015,right_hand
879,4,0train,0,16,16,S04_0train_T016,right_hand
880,4,0train,0,17,17,S04_0train_T017,feet
881,4,0train,0,18,18,S04_0train_T018,left_hand
882,4,0train,0,19,19,S04_0train_T019,feet
883,4,0train,0,20,20,S04_0train_T020,right_hand
884,4,0train,0,21,21,S04_0train_T021,feet
885,4,0train,0,22,22,S04_0train_T022,right_hand
886,4,0train,0,23,23,S04_0train_T023,left_hand
887,4,0train,0,24,24,S04_0train_T024,feet
888,4,0train,0,25,25,S04_0train_T025,feet
889,4,0train,0,26,26,S04_0train_T026,left_hand
890,4,0train,0,27,27,S04_0train_T027,feet
891,4,0train,0,28,28,S04_0train_T028,right_hand
892,4,0train,0,29,29,S04_0train_T029,right_hand
893,4,0train,0,30,30,S04_0train_T030,tongue
894,4,0train,0,31,31,S04_0train_T031,left_hand
895,4,0train,0,32,32,S04_0train_T032,feet
896,4,0train,0,33,33,S04_0train_T033,left_hand
897,4,0train,0,34,34,S04_0train_T034,feet
898,4,0train,0,35,35,S04_0train_T035,right_hand
899,4,0train,0,36,36,S04_0train_T036,tongue
900,4,0train,0,37,37,S04_0train_T037,feet
901,4,0train,0,38,38,S04_0train_T038,right_hand
902,4,0train,0,39,39,S04_0train_T039,right_hand
903,4,0train,0,40,40,S04_0train_T040,feet
904,4,0train,0,41,41,S04_0train_T041,left_hand
905,4,0train,0,42,42,S04_0train_T042,left_hand
906,4,0train,0,43,43,S04_0train_T043,tongue
907,4,0train,0,44,44,S04_0train_T044,feet
908,4,0train,0,45,45,S04_0train_T045,tongue
909,4,0train,0,46,46,S04_0train_T046,right_hand
910,4,0train,0,47,47,S04_0train_T047,feet
911,4,0train,0,48,48,S04_0train_T048,tongue
912,4,0train,1,49,1,S04_0train_T049,feet
913,4,0train,1,50,2,S04_0train_T050,right_hand
914,4,0train,1,51,3,S04_0train_T051,right_hand
915,4,0train,1,52,4,S04_0train_T052,left_hand
916,4,0train,1,53,5,S04_0train_T053,right_hand
917,4,0train,1,54,6,S04_0train_T054,tongue
918,4,0train,1,55,7,S04_0train_T055,feet
919,4,0train,1,56,8,S04_0train_T056,left_hand
920,4,0train,1,57,9,S04_0train_T057,tongue
921,4,0train,1,58,10,S04_0train_T058,left_hand
922,4,0train,1,59,11,S04_0train_T059,feet
923,4,0train,1,60,12,S04_0train_T060,tongue
924,4,0train,1,61,13,S04_0train_T061,left_hand
925,4,0train,1,62,14,S04_0train_T062,right_hand
926,4,0train,1,63,15,S04_0train_T063,tongue
927,4,0train,1,64,16,S04_0train_T064,feet
928,4,0train,1,65,17,S04_0train_T065,left_hand
929,4,0train,1,66,18,S04_0train_T066,left_hand
930,4,0train,1,67,19,S04_0train_T067,feet
931,4,0train,1,68,20,S04_0train_T068,tongue
932,4,0train,1,69,21,S04_0train_T069,right_hand
933,4,0train,1,70,22,S04_0train_T070,left_hand
934,4,0train,1,71,23,S04_0train_T071,feet
935,4,0train,1,72,24,S04_0train_T072,left_hand
936,4,0train,1,73,25,S04_0train_T073,right_hand
937,4,0train,1,74,26,S04_0train_T074,right_hand
938,4,0train,1,75,27,S04_0train_T075,left_hand
939,4,0train,1,76,28,S04_0train_T076,left_hand
940,4,0train,1,77,29,S04_0train_T077,right_hand
941,4,0train,1,78,30,S04_0train_T078,tongue
942,4,0train,1,79,31,S04_0train_T079,right_hand
943,4,0train,1,80,32,S04_0train_T080,feet
944,4,0train,1,81,33,S04_0train_T081,right_hand
945,4,0train,1,82,34,S04_0train_T082,tongue
946,4,0train,1,83,35,S04_0train_T083,tongue
947,4,0train,1,84,36,S04_0train_T084,tongue
948,4,0train,1,85,37,S04_0train_T085,left_hand
949,4,0train,1,86,38,S04_0train_T086,feet
950,4,0train,1,87,39,S04_0train_T087,right_hand
951,4,0train,1,88,40,S04_0train_T088,feet
952,4,0train,1,89,41,S04_0train_T089,right_hand
953,4,0train,1,90,42,S04_0train_T090,tongue
954,4,0train,1,91,43,S04_0train_T091,feet
955,4,0train,1,92,44,S04_0train_T092,tongue
956,4,0train,1,93,45,S04_0train_T093,tongue
957,4,0train,1,94,46,S04_0train_T094,feet
958,4,0train,1,95,47,S04_0train_T095,left_hand
959,4,0train,1,96,48,S04_0train_T096,feet
960,4,0train,2,97,1,S04_0train_T097,left_hand
961,4,0train,2,98,2,S04_0train_T098,right_hand
962,4,0train,2,99,3,S04_0train_T099,right_hand
963,4,0train,2,100,4,S04_0train_T100,left_hand
964,4,0train,2,101,5,S04_0train_T101,right_hand
965,4,0train,2,102,6,S04_0train_T102,left_hand
966,4,0train,2,103,7,S04_0train_T103,right_hand
967,4,0train,2,104,8,S04_0train_T104,feet
968,4,0train,2,105,9,S04_0train_T105,right_hand
969,4,0train,2,106,10,S04_0train_T106,tongue
970,4,0train,2,107,11,S04_0train_T107,left_hand
971,4,0train,2,108,12,S04_0train_T108,feet
972,4,0train,2,109,13,S04_0train_T109,right_hand
973,4,0train,2,110,14,S04_0train_T110,left_hand
974,4,0train,2,111,15,S04_0train_T111,tongue
975,4,0train,2,112,16,S04_0train_T112,tongue
976,4,0train,2,113,17,S04_0train_T113,tongue
977,4,0train,2,114,18,S04_0train_T114,tongue
978,4,0train,2,115,19,S04_0train_T115,tongue
979,4,0train,2,116,20,S04_0train_T116,left_hand
980,4,0train,2,117,21,S04_0train_T117,feet
981,4,0train,2,118,22,S04_0train_T118,right_hand
982,4,0train,2,119,23,S04_0train_T119,left_hand
983,4,0train,2,120,24,S04_0train_T120,left_hand
984,4,0train,2,121,25,S04_0train_T121,feet
985,4,0train,2,122,26,S04_0train_T122,tongue
986,4,0train,2,123,27,S04_0train_T123,left_hand
987,4,0train,2,124,28,S04_0train_T124,feet
988,4,0train,2,125,29,S04_0train_T125,feet
989,4,0train,2,126,30,S04_0train_T126,feet
990,4,0train,2,127,31,S04_0train_T127,left_hand
991,4,0train,2,128,32,S04_0train_T128,right_hand
992,4,0train,2,129,33,S04_0train_T129,left_hand
993,4,0train,2,130,34,S04_0train_T130,right_hand
994,4,0train,2,131,35,S04_0train_T131,right_hand
995,4,0train,2,132,36,S04_0train_T132,left_hand
996,4,0train,2,133,37,S04_0train_T133,right_hand
997,4,0train,2,134,38,S04_0train_T134,feet
998,4,0train,2,135,39,S04_0train_T135,right_hand
999,4,0train,2,136,40,S04_0train_T136,feet
1000,4,0train,2,137,41,S04_0train_T137,feet
1001,4,0train,2,138,42,S04_0train_T138,tongue
1002,4,0train,2,139,43,S04_0train_T139,feet
1003,4,0train,2,140,44,S04_0train_T140,feet
1004,4,0train,2,141,45,S04_0train_T141,tongue
1005,4,0train,2,142,46,S04_0train_T142,tongue
1006,4,0train,2,143,47,S04_0train_T143,tongue
1007,4,0train,2,144,48,S04_0train_T144,tongue
1008,4,0train,3,145,1,S04_0train_T145,tongue
1009,4,0train,3,146,2,S04_0train_T146,feet
1010,4,0train,3,147,3,S04_0train_T147,right_hand
1011,4,0train,3,148,4,S04_0train_T148,left_hand
1012,4,0train,3,149,5,S04_0train_T149,left_hand
1013,4,0train,3,150,6,S04_0train_T150,right_hand
1014,4,0train,3,151,7,S04_0train_T151,feet
1015,4,0train,3,152,8,S04_0train_T152,tongue
1016,4,0train,3,153,9,S04_0train_T153,right_hand
1017,4,0train,3,154,10,S04_0train_T154,feet
1018,4,0train,3,155,11,S04_0train_T155,left_hand
1019,4,0train,3,156,12,S04_0train_T156,left_hand
1020,4,0train,3,157,13,S04_0train_T157,left_hand
1021,4,0train,3,158,14,S04_0train_T158,tongue
1022,4,0train,3,159,15,S04_0train_T159,right_hand
1023,4,0train,3,160,16,S04_0train_T160,right_hand
1024,4,0train,3,161,17,S04_0train_T161,left_hand
1025,4,0train,3,162,18,S04_0train_T162,left_hand
1026,4,0train,3,163,19,S04_0train_T163,feet
1027,4,0train,3,164,20,S04_0train_T164,left_hand
1028,4,0train,3,165,21,S04_0train_T165,right_hand
1029,4,0train,3,166,22,S04_0train_T166,tongue
1030,4,0train,3,167,23,S04_0train_T167,tongue
1031,4,0train,3,168,24,S04_0train_T168,feet
1032,4,0train,3,169,25,S04_0train_T169,left_hand
1033,4,0train,3,170,26,S04_0train_T170,tongue
1034,4,0train,3,171,27,S04_0train_T171,tongue
1035,4,0train,3,172,28,S04_0train_T172,right_hand
1036,4,0train,3,173,29,S04_0train_T173,tongue
1037,4,0train,3,174,30,S04_0train_T174,tongue
1038,4,0train,3,175,31,S04_0train_T175,right_hand
1039,4,0train,3,176,32,S04_0train_T176,left_hand
1040,4,0train,3,177,33,S04_0train_T177,right_hand
1041,4,0train,3,178,34,S04_0train_T178,feet
1042,4,0train,3,179,35,S04_0train_T179,feet
1043,4,0train,3,180,36,S04_0train_T180,feet
1044,4,0train,3,181,37,S04_0train_T181,tongue
1045,4,0train,3,182,38,S04_0train_T182,feet
1046,4,0train,3,183,39,S04_0train_T183,left_hand
1047,4,0train,3,184,40,S04_0train_T184,tongue
1048,4,0train,3,185,41,S04_0train_T185,right_hand
1049,4,0train,3,186,42,S04_0train_T186,feet
1050,4,0train,3,187,43,S04_0train_T187,right_hand
1051,4,0train,3,188,44,S04_0train_T188,feet
1052,4,0train,3,189,45,S04_0train_T189,tongue
1053,4,0train,3,190,46,S04_0train_T190,right_hand
1054,4,0train,3,191,47,S04_0train_T191,feet
1055,4,0train,3,192,48,S04_0train_T192,left_hand
1056,4,0train,4,193,1,S04_0train_T193,left_hand
1057,4,0train,4,194,2,S04_0train_T194,left_hand
1058,4,0train,4,195,3,S04_0train_T195,tongue
