representation,subject,session,trial_id,class_label,window_index,symmetry_error,min_eig,max_eig,condition_number,is_spd,has_nan,has_inf,covariance_index,sample_index,run,run_trial_id,trial_uid
WHOLE,2,0train,265,tongue,,0.0,6.901918854231571e-14,3.268934627887318e-10,4736.2692852917735,True,False,False,552,552,5,25,S02_0train_T265
WHOLE,2,0train,266,left_hand,,0.0,8.56370443056082e-14,4.699896206342832e-10,5488.157892944754,True,False,False,553,553,5,26,S02_0train_T266
WHOLE,2,0train,267,right_hand,,0.0,7.201410006804975e-14,3.237179509233278e-10,4495.202337006647,True,False,False,554,554,5,27,S02_0train_T267
WHOLE,2,0train,268,feet,,0.0,8.696081040840331e-14,4.1514916391144423e-10,4773.979933739521,True,False,False,555,555,5,28,S02_0train_T268
WHOLE,2,0train,269,right_hand,,0.0,1.111879398654435e-13,6.691198974386388e-10,6017.917934700371,True,False,False,556,556,5,29,S02_0train_T269
WHOLE,2,0train,270,left_hand,,0.0,7.381769508695135e-14,3.7866343502946853e-10,5129.710899038953,True,False,False,557,557,5,30,S02_0train_T270
WHOLE,2,0train,271,tongue,,0.0,7.614614480870556e-14,4.0107226720361065e-10,5267.138188166779,True,False,False,558,558,5,31,S02_0train_T271
WHOLE,2,0train,272,left_hand,,0.0,6.8397819421043e-14,3.211543974213574e-10,4695.389416501666,True,False,False,559,559,5,32,S02_0train_T272
WHOLE,2,0train,273,tongue,,0.0,8.076177916056142e-14,4.5687138228824125e-10,5657.0247341869635,True,False,False,560,560,5,33,S02_0train_T273
WHOLE,2,0train,274,left_hand,,0.0,8.223387446382583e-14,4.756155718201576e-10,5783.694066724022,True,False,False,561,561,5,34,S02_0train_T274
WHOLE,2,0train,275,left_hand,,0.0,9.636006705225291e-14,5.382711783445783e-10,5586.039889871511,True,False,False,562,562,5,35,S02_0train_T275
WHOLE,2,0train,276,left_hand,,0.0,1.0069921718964992e-13,6.048597453336476e-10,6006.598285610271,True,False,False,563,563,5,36,S02_0train_T276
WHOLE,2,0train,277,left_hand,,0.0,9.197587627839105e-14,5.170162998025323e-10,5621.216352836216,True,False,False,564,564,5,37,S02_0train_T277
WHOLE,2,0train,278,feet,,0.0,8.47720088382685e-14,4.0980276145106035e-10,4834.175420248667,True,False,False,565,565,5,38,S02_0train_T278
WHOLE,2,0train,279,feet,,0.0,1.0849717623636925e-13,6.260008567796957e-10,5769.743310331928,True,False,False,566,566,5,39,S02_0train_T279
WHOLE,2,0train,280,tongue,,0.0,6.483852757925151e-14,3.192618610663603e-10,4923.9529795942635,True,False,False,567,567,5,40,S02_0train_T280
WHOLE,2,0train,281,right_hand,,0.0,7.25587738667537e-14,4.2293263619663164e-10,5828.8283229992485,True,False,False,568,568,5,41,S02_0train_T281
WHOLE,2,0train,282,feet,,0.0,8.57784280842332e-14,3.926409050505004e-10,4577.385175034131,True,False,False,569,569,5,42,S02_0train_T282
WHOLE,2,0train,283,feet,,0.0,8.969571138699847e-14,5.039589212071999e-10,5618.539765327616,True,False,False,570,570,5,43,S02_0train_T283
WHOLE,2,0train,284,feet,,0.0,9.0168134181661e-14,4.6471085110620084e-10,5153.825742583867,True,False,False,571,571,5,44,S02_0train_T284
WHOLE,2,0train,285,tongue,,0.0,7.034528204345413e-14,3.4052656707533625e-10,4840.787572149956,True,False,False,572,572,5,45,S02_0train_T285
WHOLE,2,0train,286,feet,,0.0,9.481325120453209e-14,5.032374938378069e-10,5307.6704726876,True,False,False,573,573,5,46,S02_0train_T286
WHOLE,2,0train,287,left_hand,,0.0,7.09020814746634e-14,3.0659935600572845e-10,4324.264529741495,True,False,False,574,574,5,47,S02_0train_T287
WHOLE,2,0train,288,feet,,0.0,7.300722647282702e-14,3.289952905529113e-10,4506.338707105411,True,False,False,575,575,5,48,S02_0train_T288
WHOLE,3,0train,1,left_hand,,0.0,6.153124283463734e-14,1.9556564590106895e-10,3178.314574705463,True,False,False,576,576,0,1,S03_0train_T001
WHOLE,3,0train,2,right_hand,,0.0,7.196696276722224e-14,2.6378135127965074e-10,3665.311708830256,True,False,False,577,577,0,2,S03_0train_T002
WHOLE,3,0train,3,right_hand,,0.0,7.737693466268143e-14,2.792100779485117e-10,3608.440669893499,True,False,False,578,578,0,3,S03_0train_T003
WHOLE,3,0train,4,left_hand,,0.0,8.863717243624825e-14,2.830420467608964e-10,3193.26574823303,True,False,False,579,579,0,4,S03_0train_T004
WHOLE,3,0train,5,right_hand,,0.0,9.589905258587151e-14,3.860213672208193e-10,4025.2886427127287,True,False,False,580,580,0,5,S03_0train_T005
WHOLE,3,0train,6,left_hand,,0.0,7.942753018795438e-14,2.8739178942338603e-10,3618.2893858503808,True,False,False,581,581,0,6,S03_0train_T006
WHOLE,3,0train,7,right_hand,,0.0,7.991137751507949e-14,3.0448032198180155e-10,3810.2249197787296,True,False,False,582,582,0,7,S03_0train_T007
WHOLE,3,0train,8,feet,,0.0,1.073094029971082e-13,4.754908932392048e-10,4431.027290795928,True,False,False,583,583,0,8,S03_0train_T008
WHOLE,3,0train,9,right_hand,,0.0,7.983836653375794e-14,3.2853550256295037e-10,4115.007819254872,True,False,False,584,584,0,9,S03_0train_T009
WHOLE,3,0train,10,tongue,,0.0,1.4070105330256845e-13,4.6280068331601345e-10,3289.2481786955123,True,False,False,585,585,0,10,S03_0train_T010
WHOLE,3,0train,11,left_hand,,0.0,7.825115588593275e-14,3.002872417793719e-10,3837.479950035533,True,False,False,586,586,0,11,S03_0train_T011
WHOLE,3,0train,12,feet,,0.0,8.537992284061209e-14,3.082056762592916e-10,3609.8144154411143,True,False,False,587,587,0,12,S03_0train_T012
WHOLE,3,0train,13,right_hand,,0.0,1.1136003852674701e-13,4.93040942464369e-10,4427.44946021142,True,False,False,588,588,0,13,S03_0train_T013
WHOLE,3,0train,14,left_hand,,0.0,9.376367409947916e-14,4.1637989756216254e-10,4440.737861022827,True,False,False,589,589,0,14,S03_0train_T014
WHOLE,3,0train,15,tongue,,0.0,1.4815392171999648e-13,7.083464252658493e-10,4781.15204135189,True,False,False,590,590,0,15,S03_0train_T015
WHOLE,3,0train,16,tongue,,0.0,1.5984332088262795e-13,8.471421487806972e-10,5299.828257464376,True,False,False,591,591,0,16,S03_0train_T016
WHOLE,3,0train,17,tongue,,0.0,1.5812496065804346e-13,8.03313091390579e-10,5080.242158148586,True,False,False,592,592,0,17,S03_0train_T017
WHOLE,3,0train,18,tongue,,0.0,1.5928315396265003e-13,7.335056331177697e-10,4605.042120711447,True,False,False,593,593,0,18,S03_0train_T018
WHOLE,3,0train,19,tongue,,0.0,1.5458294111470553e-13,6.573114961682617e-10,4252.160629292953,True,False,False,594,594,0,19,S03_0train_T019
WHOLE,3,0train,20,left_hand,,0.0,1.0175806621384081e-13,4.961807809915654e-10,4876.0830414058755,True,False,False,595,595,0,20,S03_0train_T020
WHOLE,3,0train,21,feet,,0.0,1.0422205814937303e-13,4.6295089141983326e-10,4441.966505366103,True,False,False,596,596,0,21,S03_0train_T021
WHOLE,3,0train,22,right_hand,,0.0,1.1137600023796271e-13,5.59555080334046e-10,5024.018452256473,True,False,False,597,597,0,22,S03_0train_T022
WHOLE,3,0train,23,left_hand,,0.0,1.2072629656369225e-13,6.158050065546019e-10,5100.835725791673,True,False,False,598,598,0,23,S03_0train_T023
WHOLE,3,0train,24,left_hand,,0.0,1.2122797061674383e-13,6.365780600782972e-10,5251.082376779258,True,False,False,599,599,0,24,S03_0train_T024
WHOLE,3,0train,25,feet,,0.0,1.3868959836764742e-13,7.597592492799207e-10,5478.127114233192,True,False,False,600,600,0,25,S03_0train_T025
WHOLE,3,0train,26,tongue,,0.0,1.6771464695838594e-13,8.540619444684315e-10,5092.351562355463,True,False,False,601,601,0,26,S03_0train_T026
WHOLE,3,0train,27,left_hand,,0.0,1.178838177724061e-13,5.942621244786658e-10,5041.083124962796,True,False,False,602,602,0,27,S03_0train_T027
WHOLE,3,0train,28,feet,,0.0,1.4007916792591911e-13,7.438963859484414e-10,5310.54258076298,True,False,False,603,603,0,28,S03_0train_T028
WHOLE,3,0train,29,feet,,0.0,1.7968375426684316e-13,1.0632819378335023e-09,5917.518487811942,True,False,False,604,604,0,29,S03_0train_T029
WHOLE,3,0train,30,feet,,0.0,1.2365548173344864e-13,5.810363587242288e-10,4698.832195540744,True,False,False,605,605,0,30,S03_0train_T030
WHOLE,3,0train,31,left_hand,,0.0,1.2088200588194805e-13,6.533419697496416e-10,5404.79093627622,True,False,False,606,606,0,31,S03_0train_T031
WHOLE,3,0train,32,right_hand,,0.0,1.5541203625959222e-13,8.685308144890698e-10,5588.568526560715,True,False,False,607,607,0,32,S03_0train_T032
WHOLE,3,0train,33,left_hand,,0.0,1.236550589590497e-13,6.802331232248412e-10,5501.053729230043,True,False,False,608,608,0,33,S03_0train_T033
WHOLE,3,0train,34,right_hand,,0.0,1.3388719061962683e-13,7.194398553184027e-10,5373.4778658723935,True,False,False,609,609,0,34,S03_0train_T034
WHOLE,3,0train,35,right_hand,,0.0,1.461907049635449e-13,8.72719538129132e-10,5969.733426942289,True,False,False,610,610,0,35,S03_0train_T035
WHOLE,3,0train,36,left_hand,,0.0,1.391210239564422e-13,7.649558288587673e-10,5498.491939638609,True,False,False,611,611,0,36,S03_0train_T036
WHOLE,3,0train,37,right_hand,,0.0,1.715548012718492e-13,1.0306921785662062e-09,6007.94714531452,True,False,False,612,612,0,37,S03_0train_T037
WHOLE,3,0train,38,feet,,0.0,1.750706058029398e-13,1.0967240737102864e-09,6264.467234121321,True,False,False,613,613,0,38,S03_0train_T038
WHOLE,3,0train,39,right_hand,,0.0,1.654864761152651e-13,1.1174197877928856e-09,6752.332964142503,True,False,False,614,614,0,39,S03_0train_T039
WHOLE,3,0train,40,feet,,0.0,2.0222691021616094e-13,1.1556447478025221e-09,5714.594296907618,True,False,False,615,615,0,40,S03_0train_T040
WHOLE,3,0train,41,feet,,0.0,2.110867763253159e-13,1.2810471467548333e-09,6068.817616412647,True,False,False,616,616,0,41,S03_0train_T041
WHOLE,3,0train,42,tongue,,0.0,2.436973714524479e-13,1.4530386058289041e-09,5962.471392976974,True,False,False,617,617,0,42,S03_0train_T042
WHOLE,3,0train,43,feet,,0.0,1.8278347370501335e-13,1.0577354759450976e-09,5786.822268473423,True,False,False,618,618,0,43,S03_0train_T043
WHOLE,3,0train,44,feet,,0.0,1.773988824720907e-13,1.1651012677894675e-09,6567.692262507725,True,False,False,619,619,0,44,S03_0train_T044
WHOLE,3,0train,45,tongue,,0.0,2.1134256649261237e-13,1.2993173016454181e-09,6147.920521684574,True,False,False,620,620,0,45,S03_0train_T045
WHOLE,3,0train,46,tongue,,0.0,2.0075620367624817e-13,1.2858699842532355e-09,6405.131999442013,True,False,False,621,621,0,46,S03_0train_T046
WHOLE,3,0train,47,tongue,,0.0,1.9693299117699572e-13,1.2426287564928557e-09,6309.906476645293,True,False,False,622,622,0,47,S03_0train_T047
WHOLE,3,0train,48,tongue,,0.0,1.815078026146326e-13,1.0308435161932554e-09,5679.334449229633,True,False,False,623,623,0,48,S03_0train_T048
WHOLE,3,0train,49,tongue,,0.0,1.291201266361084e-13,6.143308696332987e-10,4757.824249697577,True,False,False,624,624,1,1,S03_0train_T049
WHOLE,3,0train,50,feet,,0.0,1.2596386464273184e-13,6.67125613366456e-10,5296.166605070491,True,False,False,625,625,1,2,S03_0train_T050
WHOLE,3,0train,51,right_hand,,0.0,1.0774558239002845e-13,5.08381320383044e-10,4718.349551842909,True,False,False,626,626,1,3,S03_0train_T051
WHOLE,3,0train,52,left_hand,,0.0,9.889595891645076e-14,4.696285200855724e-10,4748.712942682762,True,False,False,627,627,1,4,S03_0train_T052
WHOLE,3,0train,53,left_hand,,0.0,9.932466685975298e-14,4.1800800009217513e-10,4208.501405621676,True,False,False,628,628,1,5,S03_0train_T053
WHOLE,3,0train,54,right_hand,,0.0,1.038769303102972e-13,5.285235911831127e-10,5087.978530019392,True,False,False,629,629,1,6,S03_0train_T054
WHOLE,3,0train,55,feet,,0.0,2.0016528034003847e-13,1.1017135985773009e-09,5504.019461845343,True,False,False,630,630,1,7,S03_0train_T055
WHOLE,3,0train,56,tongue,,0.0,2.3414808401504256e-13,1.3625375470194831e-09,5819.127466923661,True,False,False,631,631,1,8,S03_0train_T056
WHOLE,3,0train,57,right_hand,,0.0,1.3831883222363636e-13,7.816512060602118e-10,5651.083033989357,True,False,False,632,632,1,9,S03_0train_T057
WHOLE,3,0train,58,feet,,0.0,1.4877034314051615e-13,8.697126606913516e-10,5846.00829931469,True,False,False,633,633,1,10,S03_0train_T058
WHOLE,3,0train,59,left_hand,,0.0,9.738145614020407e-14,4.855342164355837e-10,4985.900146497504,True,False,False,634,634,1,11,S03_0train_T059
WHOLE,3,0train,60,left_hand,,0.0,1.0687039695071e-13,4.5870904939488457e-10,4292.199360000946,True,False,False,635,635,1,12,S03_0train_T060
WHOLE,3,0train,61,left_hand,,0.0,1.4355275808581254e-13,5.619930958119506e-10,3914.888876436662,True,False,False,636,636,1,13,S03_0train_T061
WHOLE,3,0train,62,tongue,,0.0,2.001798692135982e-13,1.0207255440603077e-09,5099.041917002961,True,False,False,637,637,1,14,S03_0train_T062
WHOLE,3,0train,63,right_hand,,0.0,9.987326191788121e-14,4.184271759637101e-10,4189.581554948645,True,False,False,638,638,1,15,S03_0train_T063
WHOLE,3,0train,64,right_hand,,0.0,1.0124671238981512e-13,5.068930767595555e-10,5006.513938032285,True,False,False,639,639,1,16,S03_0train_T064
WHOLE,3,0train,65,left_hand,,0.0,1.3826174887302842e-13,6.674805736813221e-10,4827.658981041081,True,False,False,640,640,1,17,S03_0train_T065
WHOLE,3,0train,66,left_hand,,0.0,1.3232068565504791e-13,6.468704749345482e-10,4888.657217367364,True,False,False,641,641,1,18,S03_0train_T066
WHOLE,3,0train,67,feet,,0.0,1.4314135043882195e-13,7.657050375514377e-10,5349.293095279949,True,False,False,642,642,1,19,S03_0train_T067
WHOLE,3,0train,68,left_hand,,0.0,1.1827541980043118e-13,5.99980325329792e-10,5072.738920243551,True,False,False,643,643,1,20,S03_0train_T068
WHOLE,3,0train,69,right_hand,,0.0,1.1325650796466607e-13,5.900180730401388e-10,5209.573239042595,True,False,False,644,644,1,21,S03_0train_T069
WHOLE,3,0train,70,tongue,,0.0,1.7192631520233426e-13,7.846268533041339e-10,4563.739136622181,True,False,False,645,645,1,22,S03_0train_T070
WHOLE,3,0train,71,tongue,,0.0,1.5679153643323866e-13,7.110929883801468e-10,4535.276613498382,True,False,False,646,646,1,23,S03_0train_T071
WHOLE,3,0train,72,feet,,0.0,1.731383257272001e-13,7.932305924083168e-10,4581.484712160988,True,False,False,647,647,1,24,S03_0train_T072
WHOLE,3,0train,73,left_hand,,0.0,1.2564954064516908e-13,5.682912713020608e-10,4522.828085037733,True,False,False,648,648,1,25,S03_0train_T073
WHOLE,3,0train,74,tongue,,0.0,2.2387607669520555e-13,1.2645905658282576e-09,5648.6185772762365,True,False,False,649,649,1,26,S03_0train_T074
WHOLE,3,0train,75,tongue,,0.0,1.506129351339465e-13,7.420852736578842e-10,4927.1018654401505,True,False,False,650,650,1,27,S03_0train_T075
WHOLE,3,0train,76,right_hand,,0.0,1.294034377465259e-13,6.904917697258857e-10,5335.9615613799515,True,False,False,651,651,1,28,S03_0train_T076
WHOLE,3,0train,77,tongue,,0.0,1.590804216404266e-13,7.473185483648781e-10,4697.740555742684,True,False,False,652,652,1,29,S03_0train_T077
WHOLE,3,0train,78,tongue,,0.0,2.176655583828199e-13,1.140009967630241e-09,5237.438463393668,True,False,False,653,653,1,30,S03_0train_T078
WHOLE,3,0train,79,right_hand,,0.0,1.6223800557409967e-13,8.31240984145561e-10,5123.589760636602,True,False,False,654,654,1,31,S03_0train_T079
WHOLE,3,0train,80,left_hand,,0.0,1.3781991868877669e-13,7.397363747279635e-10,5367.412648083384,True,False,False,655,655,1,32,S03_0train_T080
WHOLE,3,0train,81,right_hand,,0.0,1.6594477932387082e-13,8.600899168979516e-10,5182.988705051894,True,False,False,656,656,1,33,S03_0train_T081
WHOLE,3,0train,82,feet,,0.0,1.5183120689155042e-13,9.162761857002255e-10,6034.834369423808,True,False,False,657,657,1,34,S03_0train_T082
WHOLE,3,0train,83,feet,,0.0,1.9252503148811886e-13,1.0666611238579813e-09,5540.376311657984,True,False,False,658,658,1,35,S03_0train_T083
WHOLE,3,0train,84,feet,,0.0,1.580190550985718e-13,8.981451128384227e-10,5683.777265204899,True,False,False,659,659,1,36,S03_0train_T084
WHOLE,3,0train,85,tongue,,0.0,2.0030307262225984e-13,1.1848720216256584e-09,5915.396135036536,True,False,False,660,660,1,37,S03_0train_T085
WHOLE,3,0train,86,feet,,0.0,1.4410351239266258e-13,8.053786754936291e-10,5588.8899730568755,True,False,False,661,661,1,38,S03_0train_T086
WHOLE,3,0train,87,left_hand,,0.0,1.457937952911679e-13,7.877843594314286e-10,5403.41485629157,True,False,False,662,662,1,39,S03_0train_T087
WHOLE,3,0train,88,tongue,,0.0,1.5452531949762208e-13,8.29553674752257e-10,5368.399673588913,True,False,False,663,663,1,40,S03_0train_T088
WHOLE,3,0train,89,right_hand,,0.0,1.955589406733137e-13,1.1740470297933272e-09,6003.545661226522,True,False,False,664,664,1,41,S03_0train_T089
WHOLE,3,0train,90,feet,,0.0,1.5584453522953173e-13,8.954753622742945e-10,5745.952920039294,True,False,False,665,665,1,42,S03_0train_T090
WHOLE,3,0train,91,right_hand,,0.0,1.3502187758869953e-13,7.367188305736213e-10,5456.292296703183,True,False,False,666,666,1,43,S03_0train_T091
WHOLE,3,0train,92,feet,,0.0,2.0875717914457096e-13,1.0778777358719436e-09,5163.30858794312,True,False,False,667,667,1,44,S03_0train_T092
WHOLE,3,0train,93,tongue,,0.0,1.8553193557696313e-13,1.0423726988738995e-09,5618.2925900727105,True,False,False,668,668,1,45,S03_0train_T093
WHOLE,3,0train,94,right_hand,,0.0,1.5132864930621582e-13,7.878409142694888e-10,5206.158370417228,True,False,False,669,669,1,46,S03_0train_T094
WHOLE,3,0train,95,feet,,0.0,1.732547287218328e-13,1.063025745349293e-09,6135.623270958578,True,False,False,670,670,1,47,S03_0train_T095
WHOLE,3,0train,96,left_hand,,0.0,1.473469935219978e-13,8.437232987703359e-10,5726.097822582137,True,False,False,671,671,1,48,S03_0train_T096
WHOLE,3,0train,97,left_hand,,0.0,8.907186938761158e-14,4.130559138210891e-10,4637.332938681293,True,False,False,672,672,2,1,S03_0train_T097
WHOLE,3,0train,98,left_hand,,0.0,1.1073905679535833e-13,5.548116460820356e-10,5010.0810151138185,True,False,False,673,673,2,2,S03_0train_T098
WHOLE,3,0train,99,tongue,,0.0,1.5305909410936425e-13,7.108536673382325e-10,4644.308601684988,True,False,False,674,674,2,3,S03_0train_T099
WHOLE,3,0train,100,right_hand,,0.0,1.3539079065471786e-13,6.596986638604544e-10,4872.55197100414,True,False,False,675,675,2,4,S03_0train_T100
WHOLE,3,0train,101,left_hand,,0.0,1.1594701809081664e-13,5.908197124217588e-10,5095.600750672117,True,False,False,676,676,2,5,S03_0train_T101
WHOLE,3,0train,102,feet,,0.0,1.1108325218638423e-13,5.638589101491032e-10,5076.002899186065,True,False,False,677,677,2,6,S03_0train_T102
WHOLE,3,0train,103,left_hand,,0.0,1.2835566741171017e-13,6.404715336904762e-10,4989.818888449367,True,False,False,678,678,2,7,S03_0train_T103
WHOLE,3,0train,104,feet,,0.0,1.7517727938748318e-13,1.0281580343755108e-09,5869.243077472837,True,False,False,679,679,2,8,S03_0train_T104
WHOLE,3,0train,105,right_hand,,0.0,1.4235052861996402e-13,8.388747329177166e-10,5893.021550747288,True,False,False,680,680,2,9,S03_0train_T105
WHOLE,3,0train,106,tongue,,0.0,1.9947579182683047e-13,9.813677633403926e-10,4919.733639620494,True,False,False,681,681,2,10,S03_0train_T106
WHOLE,3,0train,107,left_hand,,0.0,1.2650977479970108e-13,6.138945709941754e-10,4852.546548012872,True,False,False,682,682,2,11,S03_0train_T107
WHOLE,3,0train,108,feet,,0.0,1.6334382929668935e-13,1.0001471281478087e-09,6122.956296874814,True,False,False,683,683,2,12,S03_0train_T108
WHOLE,3,0train,109,feet,,0.0,1.5898326234933046e-13,8.607844694570788e-10,5414.308756387801,True,False,False,684,684,2,13,S03_0train_T109
WHOLE,3,0train,110,left_hand,,0.0,1.3685016739290465e-13,7.394333961044854e-10,5403.233406222514,True,False,False,685,685,2,14,S03_0train_T110
WHOLE,3,0train,111,feet,,0.0,1.718054351454583e-13,9.618738224396515e-10,5598.622777127425,True,False,False,686,686,2,15,S03_0train_T111
WHOLE,3,0train,112,right_hand,,0.0,1.4781736633152022e-13,7.523233852747396e-10,5089.546674694852,True,False,False,687,687,2,16,S03_0train_T112
WHOLE,3,0train,113,tongue,,0.0,1.9132999062272359e-13,1.0472368398061233e-09,5473.458898929914,True,False,False,688,688,2,17,S03_0train_T113
WHOLE,3,0train,114,tongue,,0.0,2.4681215156998907e-13,1.5083179514641814e-09,6111.198098917202,True,False,False,689,689,2,18,S03_0train_T114
WHOLE,3,0train,115,tongue,,0.0,2.018533588948705e-13,1.0978461899134565e-09,5438.830425830259,True,False,False,690,690,2,19,S03_0train_T115
WHOLE,3,0train,116,feet,,0.0,1.6756847742585312e-13,9.78686439172491e-10,5840.516391906389,True,False,False,691,691,2,20,S03_0train_T116
WHOLE,3,0train,117,left_hand,,0.0,1.7998034578675132e-13,1.1780767291484596e-09,6545.585430446373,True,False,False,692,692,2,21,S03_0train_T117
WHOLE,3,0train,118,tongue,,0.0,1.9235018280519998e-13,1.1161654486048768e-09,5802.778205494394,True,False,False,693,693,2,22,S03_0train_T118
WHOLE,3,0train,119,right_hand,,0.0,1.4681108754847635e-13,8.55869285124913e-10,5829.731932489833,True,False,False,694,694,2,23,S03_0train_T119
WHOLE,3,0train,120,tongue,,0.0,2.6613536437326865e-13,1.7012281813506198e-09,6392.341676788805,True,False,False,695,695,2,24,S03_0train_T120
WHOLE,3,0train,121,right_hand,,0.0,1.318238288927671e-13,7.223210133765424e-10,5479.441914588286,True,False,False,696,696,2,25,S03_0train_T121
WHOLE,3,0train,122,left_hand,,0.0,1.5270318269151493e-13,9.571964116254933e-10,6268.346178214141,True,False,False,697,697,2,26,S03_0train_T122
WHOLE,3,0train,123,feet,,0.0,1.7313794395529075e-13,9.9651322884466e-10,5755.6027643598945,True,False,False,698,698,2,27,S03_0train_T123
WHOLE,3,0train,124,right_hand,,0.0,2.0864136974284478e-13,1.2024795678023696e-09,5763.380336720627,True,False,False,699,699,2,28,S03_0train_T124
WHOLE,3,0train,125,left_hand,,0.0,1.473541688545354e-13,8.18482123596961e-10,5554.5230240818455,True,False,False,700,700,2,29,S03_0train_T125
WHOLE,3,0train,126,feet,,0.0,1.912477647731221e-13,1.022616723126933e-09,5347.078039526719,True,False,False,701,701,2,30,S03_0train_T126
WHOLE,3,0train,127,feet,,0.0,1.8464947422304542e-13,9.758735901331524e-10,5285.006059396389,True,False,False,702,702,2,31,S03_0train_T127
WHOLE,3,0train,128,left_hand,,0.0,1.6408553533651664e-13,8.781893139646445e-10,5352.021506122403,True,False,False,703,703,2,32,S03_0train_T128
WHOLE,3,0train,129,feet,,0.0,1.6145729551255914e-13,8.881931778241921e-10,5501.102783894352,True,False,False,704,704,2,33,S03_0train_T129
WHOLE,3,0train,130,tongue,,0.0,2.0231312531709422e-13,1.1097367304423303e-09,5485.243375599044,True,False,False,705,705,2,34,S03_0train_T130
WHOLE,3,0train,131,tongue,,0.0,2.1875886617381838e-13,1.3004181731995572e-09,5944.527853633548,True,False,False,706,706,2,35,S03_0train_T131
WHOLE,3,0train,132,right_hand,,0.0,1.400175156607164e-13,7.491908798764507e-10,5350.693992399161,True,False,False,707,707,2,36,S03_0train_T132
WHOLE,3,0train,133,left_hand,,0.0,1.4647650552138424e-13,8.217020570262022e-10,5609.787413355797,True,False,False,708,708,2,37,S03_0train_T133
WHOLE,3,0train,134,right_hand,,0.0,1.6672378693023115e-13,9.613730572272066e-10,5766.262120890477,True,False,False,709,709,2,38,S03_0train_T134
WHOLE,3,0train,135,tongue,,0.0,2.0507758763896987e-13,1.0885799189699492e-09,5308.136942230599,True,False,False,710,710,2,39,S03_0train_T135
WHOLE,3,0train,136,right_hand,,0.0,1.9513577927534774e-13,1.1130582267239775e-09,5704.019175045232,True,False,False,711,711,2,40,S03_0train_T136
WHOLE,3,0train,137,tongue,,0.0,2.1692765238995168e-13,1.258795011657163e-09,5802.83333078412,True,False,False,712,712,2,41,S03_0train_T137
WHOLE,3,0train,138,feet,,0.0,1.6909724695953596e-13,8.754559491891055e-10,5177.23360332766,True,False,False,713,713,2,42,S03_0train_T138
WHOLE,3,0train,139,right_hand,,0.0,1.7869733562392922e-13,1.065309639413412e-09,5961.53062771663,True,False,False,714,714,2,43,S03_0train_T139
WHOLE,3,0train,140,right_hand,,0.0,1.7159218945274495e-13,9.249666975044327e-10,5390.494173740704,True,False,False,715,715,2,44,S03_0train_T140
WHOLE,3,0train,141,right_hand,,0.0,1.5809248979502135e-13,9.164177311810619e-10,5796.718948314784,True,False,False,716,716,2,45,S03_0train_T141
WHOLE,3,0train,142,feet,,0.0,1.844204914638483e-13,9.7743228782889e-10,5300.019971048037,True,False,False,717,717,2,46,S03_0train_T142
WHOLE,3,0train,143,tongue,,0.0,1.8657013624609967e-13,9.953857151174769e-10,5335.182442084355,True,False,False,718,718,2,47,S03_0train_T143
WHOLE,3,0train,144,left_hand,,0.0,1.6475726382125763e-13,8.725362013357745e-10,5295.889122572309,True,False,False,719,719,2,48,S03_0train_T144
WHOLE,3,0train,145,right_hand,,0.0,1.205411126136935e-13,5.45473785451208e-10,4525.209479352707,True,False,False,720,720,3,1,S03_0train_T145
WHOLE,3,0train,146,tongue,,0.0,1.5747251209627073e-13,7.047527458180973e-10,4475.40168399198,True,False,False,721,721,3,2,S03_0train_T146
WHOLE,3,0train,147,left_hand,,0.0,1.3508501948909543e-13,6.291324583902396e-10,4657.307381452652,True,False,False,722,722,3,3,S03_0train_T147
WHOLE,3,0train,148,feet,,0.0,1.4396180866021602e-13,5.942612062272296e-10,4127.908726333294,True,False,False,723,723,3,4,S03_0train_T148
WHOLE,3,0train,149,feet,,0.0,1.171247836675284e-13,5.357520207098809e-10,4574.198593447753,True,False,False,724,724,3,5,S03_0train_T149
WHOLE,3,0train,150,tongue,,0.0,1.6203948879309342e-13,7.04182910605365e-10,4345.748779203624,True,False,False,725,725,3,6,S03_0train_T150
WHOLE,3,0train,151,left_hand,,0.0,1.0894298062337795e-13,4.561157737132698e-10,4186.7385223292895,True,False,False,726,726,3,7,S03_0train_T151
WHOLE,3,0train,152,left_hand,,0.0,1.2893540928136678e-13,5.571118463632861e-10,4320.859952036447,True,False,False,727,727,3,8,S03_0train_T152
WHOLE,3,0train,153,feet,,0.0,1.354445884057317e-13,5.979240088642513e-10,4414.528597282433,True,False,False,728,728,3,9,S03_0train_T153
WHOLE,3,0train,154,right_hand,,0.0,1.1956728120751004e-13,4.938045207861369e-10,4129.930159816337,True,False,False,729,729,3,10,S03_0train_T154
WHOLE,3,0train,155,tongue,,0.0,1.3757631223382038e-13,6.074502379381944e-10,4415.369390813376,True,False,False,730,730,3,11,S03_0train_T155
WHOLE,3,0train,156,tongue,,0.0,1.346226254973064e-13,6.422890060235687e-10,4771.033127982041,True,False,False,731,731,3,12,S03_0train_T156
WHOLE,3,0train,157,tongue,,0.0,1.7168845834095536e-13,7.570935499326768e-10,4409.693914480658,True,False,False,732,732,3,13,S03_0train_T157
WHOLE,3,0train,158,right_hand,,0.0,1.6338671142813273e-13,7.84120306762057e-10,4799.168181476987,True,False,False,733,733,3,14,S03_0train_T158
