tsne1,tsne2,covariance_index,sample_index,subject,session,run,trial_id,run_trial_id,trial_uid,class_label
8.6279545,-30.048647,647,647,3,0train,1,72,24,S03_0train_T072,feet
-23.242449,-25.262526,648,648,3,0train,1,73,25,S03_0train_T073,left_hand
39.128975,-7.74109,649,649,3,0train,1,74,26,S03_0train_T074,tongue
-9.352057,-26.61276,650,650,3,0train,1,75,27,S03_0train_T075,tongue
-44.94539,10.512625,651,651,3,0train,1,76,28,S03_0train_T076,right_hand
1.4457296,-24.903728,652,652,3,0train,1,77,29,S03_0train_T077,tongue
51.54365,-7.066522,653,653,3,0train,1,78,30,S03_0train_T078,tongue
7.017647,-32.633495,654,654,3,0train,1,79,31,S03_0train_T079,right_hand
-33.686966,-2.7090807,655,655,3,0train,1,80,32,S03_0train_T080,left_hand
23.828442,-14.497757,656,656,3,0train,1,81,33,S03_0train_T081,right_hand
-37.082832,-18.303576,657,657,3,0train,1,82,34,S03_0train_T082,feet
38.392708,2.726833,658,658,3,0train,1,83,35,S03_0train_T083,feet
0.87563276,-17.885765,659,659,3,0train,1,84,36,S03_0train_T084,feet
39.08036,-3.3901277,660,660,3,0train,1,85,37,S03_0train_T085,tongue
-15.991972,-4.7892666,661,661,3,0train,1,86,38,S03_0train_T086,feet
-36.0572,-0.84028554,662,662,3,0train,1,87,39,S03_0train_T087,left_hand
4.298217,-14.418424,663,663,3,0train,1,88,40,S03_0train_T088,tongue
2.2303994,0.9729557,664,664,3,0train,1,89,41,S03_0train_T089,right_hand
-19.654299,-6.4170904,665,665,3,0train,1,90,42,S03_0train_T090,feet
-44.900124,10.605081,666,666,3,0train,1,91,43,S03_0train_T091,right_hand
51.004868,-5.1897492,667,667,3,0train,1,92,44,S03_0train_T092,feet
22.105034,-14.026096,668,668,3,0train,1,93,45,S03_0train_T093,tongue
2.4684849,2.2707994,669,669,3,0train,1,94,46,S03_0train_T094,right_hand
-1.6563338,-10.113245,670,670,3,0train,1,95,47,S03_0train_T095,feet
-21.498806,-24.532581,671,671,3,0train,1,96,48,S03_0train_T096,left_hand
-51.472515,9.931697,672,672,3,0train,2,97,1,S03_0train_T097,left_hand
-50.788372,9.297221,673,673,3,0train,2,98,2,S03_0train_T098,left_hand
-13.449273,-15.608517,674,674,3,0train,2,99,3,S03_0train_T099,tongue
-23.768833,19.057274,675,675,3,0train,2,100,4,S03_0train_T100,right_hand
-49.976036,8.908694,676,676,3,0train,2,101,5,S03_0train_T101,left_hand
-46.02915,12.774445,677,677,3,0train,2,102,6,S03_0train_T102,feet
-27.76587,21.157898,678,678,3,0train,2,103,7,S03_0train_T103,left_hand
19.34673,10.565109,679,679,3,0train,2,104,8,S03_0train_T104,feet
-12.70607,22.294228,680,680,3,0train,2,105,9,S03_0train_T105,right_hand
46.251255,12.066728,681,681,3,0train,2,106,10,S03_0train_T106,tongue
-28.772976,21.101238,682,682,3,0train,2,107,11,S03_0train_T107,left_hand
6.4727464,14.554377,683,683,3,0train,2,108,12,S03_0train_T108,feet
26.171898,22.216227,684,684,3,0train,2,109,13,S03_0train_T109,feet
-7.958623,25.409151,685,685,3,0train,2,110,14,S03_0train_T110,left_hand
27.648886,21.002634,686,686,3,0train,2,111,15,S03_0train_T111,feet
-20.791744,11.424624,687,687,3,0train,2,112,16,S03_0train_T112,right_hand
42.361347,11.765964,688,688,3,0train,2,113,17,S03_0train_T113,tongue
48.426517,7.557876,689,689,3,0train,2,114,18,S03_0train_T114,tongue
45.603794,9.492782,690,690,3,0train,2,115,19,S03_0train_T115,tongue
26.606724,21.44711,691,691,3,0train,2,116,20,S03_0train_T116,feet
-10.591704,23.468727,692,692,3,0train,2,117,21,S03_0train_T117,left_hand
37.649128,13.332481,693,693,3,0train,2,118,22,S03_0train_T118,tongue
-12.462669,22.53349,694,694,3,0train,2,119,23,S03_0train_T119,right_hand
48.517017,8.443764,695,695,3,0train,2,120,24,S03_0train_T120,tongue
-23.601803,19.955826,696,696,3,0train,2,121,25,S03_0train_T121,right_hand
-9.230394,20.9945,697,697,3,0train,2,122,26,S03_0train_T122,left_hand
25.331345,19.967808,698,698,3,0train,2,123,27,S03_0train_T123,feet
33.080196,17.222782,699,699,3,0train,2,124,28,S03_0train_T124,right_hand
-7.8208985,26.574148,700,700,3,0train,2,125,29,S03_0train_T125,left_hand
50.509205,11.063225,701,701,3,0train,2,126,30,S03_0train_T126,feet
28.925417,20.797382,702,702,3,0train,2,127,31,S03_0train_T127,feet
6.888954,14.83137,703,703,3,0train,2,128,32,S03_0train_T128,left_hand
26.453417,21.678537,704,704,3,0train,2,129,33,S03_0train_T129,feet
42.532963,11.258933,705,705,3,0train,2,130,34,S03_0train_T130,tongue
45.917076,12.2613535,706,706,3,0train,2,131,35,S03_0train_T131,tongue
-27.023933,20.83768,707,707,3,0train,2,132,36,S03_0train_T132,right_hand
-7.961123,26.705477,708,708,3,0train,2,133,37,S03_0train_T133,left_hand
-10.753948,23.398325,709,709,3,0train,2,134,38,S03_0train_T134,right_hand
46.755367,11.892766,710,710,3,0train,2,135,39,S03_0train_T135,tongue
28.276533,17.716244,711,711,3,0train,2,136,40,S03_0train_T136,right_hand
43.973114,10.678791,712,712,3,0train,2,137,41,S03_0train_T137,tongue
25.260643,20.062899,713,713,3,0train,2,138,42,S03_0train_T138,feet
15.632024,15.179282,714,714,3,0train,2,139,43,S03_0train_T139,right_hand
26.15597,22.236992,715,715,3,0train,2,140,44,S03_0train_T140,right_hand
-12.239778,22.728348,716,716,3,0train,2,141,45,S03_0train_T141,right_hand
32.333626,9.288175,717,717,3,0train,2,142,46,S03_0train_T142,feet
42.23065,12.2950115,718,718,3,0train,2,143,47,S03_0train_T143,tongue
33.85117,11.136086,719,719,3,0train,2,144,48,S03_0train_T144,left_hand
-39.792007,4.0688806,720,720,3,0train,3,145,1,S03_0train_T145,right_hand
15.368628,-13.3089485,721,721,3,0train,3,146,2,S03_0train_T146,tongue
-27.310228,-18.08365,722,722,3,0train,3,147,3,S03_0train_T147,left_hand
-19.950224,-27.032637,723,723,3,0train,3,148,4,S03_0train_T148,feet
-38.14511,-17.377409,724,724,3,0train,3,149,5,S03_0train_T149,feet
27.034052,-14.72822,725,725,3,0train,3,150,6,S03_0train_T150,tongue
-30.666346,-9.781972,726,726,3,0train,3,151,7,S03_0train_T151,left_hand
-33.977448,-2.9769194,727,727,3,0train,3,152,8,S03_0train_T152,left_hand
-17.185043,31.752352,728,728,3,0train,3,153,9,S03_0train_T153,feet
-45.953587,9.575929,729,729,3,0train,3,154,10,S03_0train_T154,right_hand
-24.775507,-23.728544,730,730,3,0train,3,155,11,S03_0train_T155,tongue
-23.958944,-25.98247,731,731,3,0train,3,156,12,S03_0train_T156,tongue
24.28908,-19.256815,732,732,3,0train,3,157,13,S03_0train_T157,tongue
2.7275863,2.0207813,733,733,3,0train,3,158,14,S03_0train_T158,right_hand
-20.039309,-26.926971,734,734,3,0train,3,159,15,S03_0train_T159,left_hand
-2.2625177,-12.29841,735,735,3,0train,3,160,16,S03_0train_T160,feet
-42.182365,5.2737303,736,736,3,0train,3,161,17,S03_0train_T161,right_hand
5.8680162,-15.3466,737,737,3,0train,3,162,18,S03_0train_T162,tongue
-34.298668,-2.0579357,738,738,3,0train,3,163,19,S03_0train_T163,left_hand
27.889399,-6.8508215,739,739,3,0train,3,164,20,S03_0train_T164,tongue
16.608269,-10.671971,740,740,3,0train,3,165,21,S03_0train_T165,feet
-45.857475,9.514672,741,741,3,0train,3,166,22,S03_0train_T166,right_hand
1.6280682,-27.596386,742,742,3,0train,3,167,23,S03_0train_T167,tongue
11.836836,-5.2543883,743,743,3,0train,3,168,24,S03_0train_T168,tongue
-20.3277,-25.008911,744,744,3,0train,3,169,25,S03_0train_T169,left_hand
12.605635,-0.02770474,745,745,3,0train,3,170,26,S03_0train_T170,right_hand
30.230597,-4.368675,746,746,3,0train,3,171,27,S03_0train_T171,right_hand
-7.3031807,-10.772606,747,747,3,0train,3,172,28,S03_0train_T172,feet
50.206554,4.9177423,748,748,3,0train,3,173,29,S03_0train_T173,tongue
-8.299896,-22.09389,749,749,3,0train,3,174,30,S03_0train_T174,right_hand
-20.96896,-24.708935,750,750,3,0train,3,175,31,S03_0train_T175,left_hand
-42.33173,7.9520226,751,751,3,0train,3,176,32,S03_0train_T176,left_hand
29.96918,-6.6462183,752,752,3,0train,3,177,33,S03_0train_T177,tongue
26.262245,-9.23402,753,753,3,0train,3,178,34,S03_0train_T178,right_hand
5.015638,-16.157637,754,754,3,0train,3,179,35,S03_0train_T179,left_hand
31.13544,11.619243,755,755,3,0train,3,180,36,S03_0train_T180,feet
0.9527251,1.9826753,756,756,3,0train,3,181,37,S03_0train_T181,right_hand
-11.03734,-14.980213,757,757,3,0train,3,182,38,S03_0train_T182,right_hand
-16.997927,-5.8035455,758,758,3,0train,3,183,39,S03_0train_T183,feet
-22.338861,30.892498,759,759,3,0train,3,184,40,S03_0train_T184,left_hand
49.7875,2.8775015,760,760,3,0train,3,185,41,S03_0train_T185,tongue
14.102804,-19.815338,761,761,3,0train,3,186,42,S03_0train_T186,feet
29.872784,-5.83183,762,762,3,0train,3,187,43,S03_0train_T187,feet
-24.50027,7.113779,763,763,3,0train,3,188,44,S03_0train_T188,feet
15.343625,-20.643272,764,764,3,0train,3,189,45,S03_0train_T189,feet
-32.073723,-0.8108055,765,765,3,0train,3,190,46,S03_0train_T190,left_hand
-12.665331,20.96885,766,766,3,0train,3,191,47,S03_0train_T191,right_hand
1.6405579,-14.403052,767,767,3,0train,3,192,48,S03_0train_T192,left_hand
-55.600315,4.1159477,768,768,3,0train,4,193,1,S03_0train_T193,right_hand
-55.044926,4.0195026,769,769,3,0train,4,194,2,S03_0train_T194,left_hand
-54.904305,4.014369,770,770,3,0train,4,195,3,S03_0train_T195,left_hand
-19.157217,30.627508,771,771,3,0train,4,196,4,S03_0train_T196,feet
7.056632,26.194275,772,772,3,0train,4,197,5,S03_0train_T197,feet
-13.107963,32.587494,773,773,3,0train,4,198,6,S03_0train_T198,right_hand
-20.206894,30.98873,774,774,3,0train,4,199,7,S03_0train_T199,feet
11.9271755,25.527603,775,775,3,0train,4,200,8,S03_0train_T200,tongue
-22.496534,28.531162,776,776,3,0train,4,201,9,S03_0train_T201,left_hand
12.418186,25.246103,777,777,3,0train,4,202,10,S03_0train_T202,tongue
-2.023697,27.43237,778,778,3,0train,4,203,11,S03_0train_T203,left_hand
8.299552,22.922335,779,779,3,0train,4,204,12,S03_0train_T204,left_hand
-12.494589,32.246113,780,780,3,0train,4,205,13,S03_0train_T205,right_hand
12.461418,25.867392,781,781,3,0train,4,206,14,S03_0train_T206,tongue
17.672636,27.84422,782,782,3,0train,4,207,15,S03_0train_T207,feet
-12.559877,32.42478,783,783,3,0train,4,208,16,S03_0train_T208,right_hand
17.514591,28.188034,784,784,3,0train,4,209,17,S03_0train_T209,tongue
18.187344,26.577528,785,785,3,0train,4,210,18,S03_0train_T210,feet
8.8788395,24.838295,786,786,3,0train,4,211,19,S03_0train_T211,tongue
18.15244,26.71383,787,787,3,0train,4,212,20,S03_0train_T212,feet
-10.613703,31.957832,788,788,3,0train,4,213,21,S03_0train_T213,tongue
-11.306752,32.592224,789,789,3,0train,4,214,22,S03_0train_T214,right_hand
11.424729,24.936003,790,790,3,0train,4,215,23,S03_0train_T215,right_hand
20.054945,28.075562,791,791,3,0train,4,216,24,S03_0train_T216,tongue
10.1204815,24.969654,792,792,3,0train,4,217,25,S03_0train_T217,left_hand
-10.791265,32.950947,793,793,3,0train,4,218,26,S03_0train_T218,right_hand
16.680933,25.250088,794,794,3,0train,4,219,27,S03_0train_T219,right_hand
16.733381,25.280159,795,795,3,0train,4,220,28,S03_0train_T220,right_hand
10.520975,22.81371,796,796,3,0train,4,221,29,S03_0train_T221,feet
20.371195,27.68551,797,797,3,0train,4,222,30,S03_0train_T222,tongue
-1.9950383,27.43158,798,798,3,0train,4,223,31,S03_0train_T223,left_hand
20.50837,27.77733,799,799,3,0train,4,224,32,S03_0train_T224,tongue
10.483368,22.8658,800,800,3,0train,4,225,33,S03_0train_T225,left_hand
18.61657,30.87918,801,801,3,0train,4,226,34,S03_0train_T226,feet
-18.686241,29.143251,802,802,3,0train,4,227,35,S03_0train_T227,left_hand
10.924875,27.272818,803,803,3,0train,4,228,36,S03_0train_T228,tongue
-17.947023,27.973055,804,804,3,0train,4,229,37,S03_0train_T229,left_hand
19.361145,28.976143,805,805,3,0train,4,230,38,S03_0train_T230,feet
11.482724,23.499434,806,806,3,0train,4,231,39,S03_0train_T231,left_hand
-10.578796,33.037792,807,807,3,0train,4,232,40,S03_0train_T232,right_hand
18.39823,30.276321,808,808,3,0train,4,233,41,S03_0train_T233,feet
1.8805223,29.343397,809,809,3,0train,4,234,42,S03_0train_T234,feet
21.246698,27.642881,810,810,3,0train,4,235,43,S03_0train_T235,tongue
9.425091,22.782854,811,811,3,0train,4,236,44,S03_0train_T236,left_hand
-10.658683,33.17459,812,812,3,0train,4,237,45,S03_0train_T237,right_hand
18.02902,28.420914,813,813,3,0train,4,238,46,S03_0train_T238,tongue
14.919266,25.194887,814,814,3,0train,4,239,47,S03_0train_T239,right_hand
12.133861,27.502634,815,815,3,0train,4,240,48,S03_0train_T240,feet
-39.187847,3.6585772,816,816,3,0train,5,241,1,S03_0train_T241,feet
-38.676773,21.806332,817,817,3,0train,5,242,2,S03_0train_T242,left_hand
18.730503,-5.3489656,818,818,3,0train,5,243,3,S03_0train_T243,tongue
-20.615547,14.844869,819,819,3,0train,5,244,4,S03_0train_T244,right_hand
33.762814,-7.2595553,820,820,3,0train,5,245,5,S03_0train_T245,tongue
27.048904,-0.65738046,821,821,3,0train,5,246,6,S03_0train_T246,left_hand
-27.086742,-17.594528,822,822,3,0train,5,247,7,S03_0train_T247,left_hand
4.9854264,-24.373955,823,823,3,0train,5,248,8,S03_0train_T248,feet
31.19033,-7.267836,824,824,3,0train,5,249,9,S03_0train_T249,feet
-0.12478972,-0.13989054,825,825,3,0train,5,250,10,S03_0train_T250,right_hand
20.569393,-12.342978,826,826,3,0train,5,251,11,S03_0train_T251,tongue
-33.733524,5.1445518,827,827,3,0train,5,252,12,S03_0train_T252,right_hand
4.226947,1.7882202,828,828,3,0train,5,253,13,S03_0train_T253,right_hand
-27.237537,-6.826769,829,829,3,0train,5,254,14,S03_0train_T254,left_hand
-1.7028735,-19.449846,830,830,3,0train,5,255,15,S03_0train_T255,right_hand
50.809372,3.8027627,831,831,3,0train,5,256,16,S03_0train_T256,tongue
44.802807,3.1387353,832,832,3,0train,5,257,17,S03_0train_T257,tongue
25.226824,10.343799,833,833,3,0train,5,258,18,S03_0train_T258,right_hand
-16.024982,11.780605,834,834,3,0train,5,259,19,S03_0train_T259,right_hand
24.142794,-8.1956625,835,835,3,0train,5,260,20,S03_0train_T260,right_hand
20.08595,-12.997172,836,836,3,0train,5,261,21,S03_0train_T261,right_hand
44.985928,5.638164,837,837,3,0train,5,262,22,S03_0train_T262,tongue
47.331375,8.986443,838,838,3,0train,5,263,23,S03_0train_T263,tongue
50.03489,10.36341,839,839,3,0train,5,264,24,S03_0train_T264,feet
23.779568,-7.7579384,840,840,3,0train,5,265,25,S03_0train_T265,tongue
25.925953,8.929071,841,841,3,0train,5,266,26,S03_0train_T266,left_hand
8.78833,5.8749385,842,842,3,0train,5,267,27,S03_0train_T267,right_hand
4.6631,-21.443552,843,843,3,0train,5,268,28,S03_0train_T268,feet
7.990157,7.028865,844,844,3,0train,5,269,29,S03_0train_T269,right_hand
14.312173,4.8722053,845,845,3,0train,5,270,30,S03_0train_T270,left_hand
43.457405,8.844566,846,846,3,0train,5,271,31,S03_0train_T271,tongue
26.244701,9.949424,847,847,3,0train,5,272,32,S03_0train_T272,left_hand
50.185898,9.020415,848,848,3,0train,5,273,33,S03_0train_T273,tongue
12.035208,14.948487,849,849,3,0train,5,274,34,S03_0train_T274,left_hand
10.308929,8.67194,850,850,3,0train,5,275,35,S03_0train_T275,left_hand
47.731236,11.603109,851,851,3,0train,5,276,36,S03_0train_T276,left_hand
25.957956,10.068836,852,852,3,0train,5,277,37,S03_0train_T277,left_hand
48.51896,12.551279,853,853,3,0train,5,278,38,S03_0train_T278,feet
48.55795,12.512979,854,854,3,0train,5,279,39,S03_0train_T279,feet
48.398087,11.510363,855,855,3,0train,5,280,40,S03_0train_T280,tongue
32.39355,17.462984,856,856,3,0train,5,281,41,S03_0train_T281,right_hand
33.201714,16.986063,857,857,3,0train,5,282,42,S03_0train_T282,feet
38.06111,13.878671,858,858,3,0train,5,283,43,S03_0train_T283,feet
27.13702,17.275194,859,859,3,0train,5,284,44,S03_0train_T284,feet
49.998005,10.179776,860,860,3,0train,5,285,45,S03_0train_T285,tongue
38.232433,14.209334,861,861,3,0train,5,286,46,S03_0train_T286,feet
33.78242,16.552004,862,862,3,0train,5,287,47,S03_0train_T287,left_hand
27.307596,17.373766,863,863,3,0train,5,288,48,S03_0train_T288,feet
-21.402319,26.297358,864,864,4,0train,0,1,1,S04_0train_T001,tongue
-17.260841,24.193853,865,865,4,0train,0,2,2,S04_0train_T002,tongue
-28.592995,3.5625048,866,866,4,0train,0,3,3,S04_0train_T003,left_hand
-21.983572,-1.0923659,867,867,4,0train,0,4,4,S04_0train_T004,tongue
-28.709766,2.0504844,868,868,4,0train,0,5,5,S04_0train_T005,left_hand
-27.052505,3.5118752,869,869,4,0train,0,6,6,S04_0train_T006,left_hand
6.3971915,3.8214571,870,870,4,0train,0,7,7,S04_0train_T007,tongue
-16.95234,23.83377,871,871,4,0train,0,8,8,S04_0train_T008,tongue
-7.6243615,1.0812795,872,872,4,0train,0,9,9,S04_0train_T009,tongue
-25.895674,3.9162643,873,873,4,0train,0,10,10,S04_0train_T010,right_hand
8.564379,2.8959806,874,874,4,0train,0,11,11,S04_0train_T011,tongue
-27.231054,3.6393683,875,875,4,0train,0,12,12,S04_0train_T012,left_hand
-9.685551,-3.8465571,876,876,4,0train,0,13,13,S04_0train_T013,left_hand
-0.44039935,-1.8659147,877,877,4,0train,0,14,14,S04_0train_T014,right_hand
-4.92591,-2.7772691,878,878,4,0train,0,15,15,S04_0train_T015,right_hand
-18.079126,14.771604,879,879,4,0train,0,16,16,S04_0train_T016,right_hand
-30.72842,0.5510056,880,880,4,0train,0,17,17,S04_0train_T017,feet
15.431032,10.21484,881,881,4,0train,0,18,18,S04_0train_T018,left_hand
8.523981,1.0681562,882,882,4,0train,0,19,19,S04_0train_T019,feet
-36.57921,2.703708,883,883,4,0train,0,20,20,S04_0train_T020,right_hand
8.861658,0.86504966,884,884,4,0train,0,21,21,S04_0train_T021,feet
16.087545,-11.432875,885,885,4,0train,0,22,22,S04_0train_T022,right_hand
-5.1993093,-1.1846681,886,886,4,0train,0,23,23,S04_0train_T023,left_hand
-8.673003,-1.7795688,887,887,4,0train,0,24,24,S04_0train_T024,feet
10.06764,-0.56210923,888,888,4,0train,0,25,25,S04_0train_T025,feet
-30.644363,-2.4685931,889,889,4,0train,0,26,26,S04_0train_T026,left_hand
-15.529428,3.4472802,890,890,4,0train,0,27,27,S04_0train_T027,feet
-21.766428,1.0148029,891,891,4,0train,0,28,28,S04_0train_T028,right_hand
18.913841,-7.4309444,892,892,4,0train,0,29,29,S04_0train_T029,right_hand
-8.825152,-1.7005492,893,893,4,0train,0,30,30,S04_0train_T030,tongue
-37.858757,5.786888,894,894,4,0train,0,31,31,S04_0train_T031,left_hand
-36.6776,-3.0542367,895,895,4,0train,0,32,32,S04_0train_T032,feet
-33.733414,-12.838091,896,896,4,0train,0,33,33,S04_0train_T033,left_hand
-20.06653,-5.73194,897,897,4,0train,0,34,34,S04_0train_T034,feet
-26.724014,-9.283576,898,898,4,0train,0,35,35,S04_0train_T035,right_hand
-2.4539332,-3.6372116,899,899,4,0train,0,36,36,S04_0train_T036,tongue
-1.7409539,1.0201042,900,900,4,0train,0,37,37,S04_0train_T037,feet
1.1236312,-18.972164,901,901,4,0train,0,38,38,S04_0train_T038,right_hand
-34.279903,-10.641852,902,902,4,0train,0,39,39,S04_0train_T039,right_hand
-19.137125,-23.317759,903,903,4,0train,0,40,40,S04_0train_T040,feet
0.6493078,14.012587,904,904,4,0train,0,41,41,S04_0train_T041,left_hand
-26.144024,4.012458,905,905,4,0train,0,42,42,S04_0train_T042,left_hand
-14.521541,6.1807528,906,906,4,0train,0,43,43,S04_0train_T043,tongue
1.4904766,6.2890453,907,907,4,0train,0,44,44,S04_0train_T044,feet
9.0846815,0.92674863,908,908,4,0train,0,45,45,S04_0train_T045,tongue
-3.7025688,-0.4080442,909,909,4,0train,0,46,46,S04_0train_T046,right_hand
-7.8540425,-2.046478,910,910,4,0train,0,47,47,S04_0train_T047,feet
-7.1581516,-17.507812,911,911,4,0train,0,48,48,S04_0train_T048,tongue
-21.218563,26.970198,912,912,4,0train,1,49,1,S04_0train_T049,feet
-21.96263,28.511734,913,913,4,0train,1,50,2,S04_0train_T050,right_hand
-21.498362,29.345463,914,914,4,0train,1,51,3,S04_0train_T051,right_hand
-10.0990095,1.8854163,915,915,4,0train,1,52,4,S04_0train_T052,left_hand
-21.829517,28.747017,916,916,4,0train,1,53,5,S04_0train_T053,right_hand
8.377152,26.431494,917,917,4,0train,1,54,6,S04_0train_T054,tongue
-20.902468,28.723547,918,918,4,0train,1,55,7,S04_0train_T055,feet
-16.784418,27.1821,919,919,4,0train,1,56,8,S04_0train_T056,left_hand
9.055717,26.268559,920,920,4,0train,1,57,9,S04_0train_T057,tongue
-16.161507,29.18525,921,921,4,0train,1,58,10,S04_0train_T058,left_hand
10.691324,-6.463643,922,922,4,0train,1,59,11,S04_0train_T059,feet
23.402777,11.841639,923,923,4,0train,1,60,12,S04_0train_T060,tongue
-27.566914,2.051097,924,924,4,0train,1,61,13,S04_0train_T061,left_hand
-42.7199,5.6085935,925,925,4,0train,1,62,14,S04_0train_T062,right_hand
-29.464275,6.064681,926,926,4,0train,1,63,15,S04_0train_T063,tongue
-26.491898,-0.49345514,927,927,4,0train,1,64,16,S04_0train_T064,feet
7.068842,27.824034,928,928,4,0train,1,65,17,S04_0train_T065,left_hand
13.706425,22.000484,929,929,4,0train,1,66,18,S04_0train_T066,left_hand
5.3575044,27.698019,930,930,4,0train,1,67,19,S04_0train_T067,feet
7.9573054,26.774992,931,931,4,0train,1,68,20,S04_0train_T068,tongue
2.7887626,28.745493,932,932,4,0train,1,69,21,S04_0train_T069,right_hand
-30.597094,-10.982046,933,933,4,0train,1,70,22,S04_0train_T070,left_hand
-21.818056,30.12392,934,934,4,0train,1,71,23,S04_0train_T071,feet
3.8400385,24.783949,935,935,4,0train,1,72,24,S04_0train_T072,left_hand
3.854942,25.010845,936,936,4,0train,1,73,25,S04_0train_T073,right_hand
-21.298456,28.465414,937,937,4,0train,1,74,26,S04_0train_T074,right_hand
3.947234,27.270082,938,938,4,0train,1,75,27,S04_0train_T075,left_hand
-21.20376,29.244583,939,939,4,0train,1,76,28,S04_0train_T076,left_hand
-12.486084,-9.467988,940,940,4,0train,1,77,29,S04_0train_T077,right_hand
16.523264,22.808386,941,941,4,0train,1,78,30,S04_0train_T078,tongue
3.2814791,-16.047258,942,942,4,0train,1,79,31,S04_0train_T079,right_hand
8.228396,-7.4088764,943,943,4,0train,1,80,32,S04_0train_T080,feet
-7.543708,-17.935081,944,944,4,0train,1,81,33,S04_0train_T081,right_hand
6.7191086,8.1034565,945,945,4,0train,1,82,34,S04_0train_T082,tongue
17.856117,-10.516031,946,946,4,0train,1,83,35,S04_0train_T083,tongue
-11.458365,-9.568929,947,947,4,0train,1,84,36,S04_0train_T084,tongue
-14.857595,-14.953616,948,948,4,0train,1,85,37,S04_0train_T085,left_hand
-7.4728513,-12.469752,949,949,4,0train,1,86,38,S04_0train_T086,feet
-0.34914008,-0.030768976,950,950,4,0train,1,87,39,S04_0train_T087,right_hand
-6.998439,-14.270896,951,951,4,0train,1,88,40,S04_0train_T088,feet
14.76802,25.16603,952,952,4,0train,1,89,41,S04_0train_T089,right_hand
21.609467,-11.723578,953,953,4,0train,1,90,42,S04_0train_T090,tongue
2.1504917,-5.085325,954,954,4,0train,1,91,43,S04_0train_T091,feet
-23.878103,-13.524934,955,955,4,0train,1,92,44,S04_0train_T092,tongue
-7.8615875,-3.8651962,956,956,4,0train,1,93,45,S04_0train_T093,tongue
-1.9804935,-13.136781,957,957,4,0train,1,94,46,S04_0train_T094,feet
-27.55231,-6.319372,958,958,4,0train,1,95,47,S04_0train_T095,left_hand
-2.2700493,-4.3241343,959,959,4,0train,1,96,48,S04_0train_T096,feet
-15.773007,9.75505,960,960,4,0train,2,97,1,S04_0train_T097,left_hand
-41.491936,6.1670437,961,961,4,0train,2,98,2,S04_0train_T098,right_hand
-28.12756,1.1656225,962,962,4,0train,2,99,3,S04_0train_T099,right_hand
-41.091934,4.2967525,963,963,4,0train,2,100,4,S04_0train_T100,left_hand
-1.397431,-2.4315119,964,964,4,0train,2,101,5,S04_0train_T101,right_hand
-22.933249,-14.69059,965,965,4,0train,2,102,6,S04_0train_T102,left_hand
-2.0389478,-6.5060606,966,966,4,0train,2,103,7,S04_0train_T103,right_hand
-6.50557,-1.8202702,967,967,4,0train,2,104,8,S04_0train_T104,feet
-1.7252423,-5.830781,968,968,4,0train,2,105,9,S04_0train_T105,right_hand
-28.384697,1.7002112,969,969,4,0train,2,106,10,S04_0train_T106,tongue
-4.129945,-3.921253,970,970,4,0train,2,107,11,S04_0train_T107,left_hand
-6.2955117,-16.516367,971,971,4,0train,2,108,12,S04_0train_T108,feet
1.2347838,-9.21676,972,972,4,0train,2,109,13,S04_0train_T109,right_hand
8.740496,-3.0802362,973,973,4,0train,2,110,14,S04_0train_T110,left_hand
-4.731373,-4.6932755,974,974,4,0train,2,111,15,S04_0train_T111,tongue
4.088484,-13.8143215,975,975,4,0train,2,112,16,S04_0train_T112,tongue
32.539078,-2.3561695,976,976,4,0train,2,113,17,S04_0train_T113,tongue
-5.056424,-2.870107,977,977,4,0train,2,114,18,S04_0train_T114,tongue
-5.6884346,-4.869103,978,978,4,0train,2,115,19,S04_0train_T115,tongue
-29.5895,-0.64561784,979,979,4,0train,2,116,20,S04_0train_T116,left_hand
-44.51625,3.0295668,980,980,4,0train,2,117,21,S04_0train_T117,feet
1.0825796,-5.793077,981,981,4,0train,2,118,22,S04_0train_T118,right_hand
-26.274574,-2.3692837,982,982,4,0train,2,119,23,S04_0train_T119,left_hand
19.243834,-19.259962,983,983,4,0train,2,120,24,S04_0train_T120,left_hand
-25.974035,-4.2077966,984,984,4,0train,2,121,25,S04_0train_T121,feet
15.117214,-10.255572,985,985,4,0train,2,122,26,S04_0train_T122,tongue
-2.8700533,-1.8403229,986,986,4,0train,2,123,27,S04_0train_T123,left_hand
19.227066,-18.76931,987,987,4,0train,2,124,28,S04_0train_T124,feet
26.229452,-5.1364775,988,988,4,0train,2,125,29,S04_0train_T125,feet
37.52699,3.098943,989,989,4,0train,2,126,30,S04_0train_T126,feet
-37.57617,-13.92016,990,990,4,0train,2,127,31,S04_0train_T127,left_hand
-0.24690124,-12.581828,991,991,4,0train,2,128,32,S04_0train_T128,right_hand
17.546274,-8.77651,992,992,4,0train,2,129,33,S04_0train_T129,left_hand
22.87427,-2.8066127,993,993,4,0train,2,130,34,S04_0train_T130,right_hand
24.691132,-9.019466,994,994,4,0train,2,131,35,S04_0train_T131,right_hand
-38.491703,2.4915185,995,995,4,0train,2,132,36,S04_0train_T132,left_hand
-10.121555,-20.530111,996,996,4,0train,2,133,37,S04_0train_T133,right_hand
-5.5446935,-0.47888982,997,997,4,0train,2,134,38,S04_0train_T134,feet
-0.7400932,-1.8372972,998,998,4,0train,2,135,39,S04_0train_T135,right_hand
