tsne1,tsne2,covariance_index,sample_index,subject,session,run,trial_id,run_trial_id,trial_uid,class_label,window_index
-41.463295,21.4525,3391,678,3,0train,2,103,7,S03_0train_T103,left_hand,2
-58.942753,11.018604,3392,678,3,0train,2,103,7,S03_0train_T103,left_hand,3
-13.712751,23.251068,3393,678,3,0train,2,103,7,S03_0train_T103,left_hand,4
34.027752,-0.6283359,3394,678,3,0train,2,103,7,S03_0train_T103,left_hand,5
-27.372864,13.064081,3395,679,3,0train,2,104,8,S03_0train_T104,feet,1
28.425291,-4.3230453,3396,679,3,0train,2,104,8,S03_0train_T104,feet,2
35.58252,11.192955,3397,679,3,0train,2,104,8,S03_0train_T104,feet,3
29.48204,16.851503,3398,679,3,0train,2,104,8,S03_0train_T104,feet,4
3.4224987,-32.62903,3399,679,3,0train,2,104,8,S03_0train_T104,feet,5
-9.895416,18.246422,3400,680,3,0train,2,105,9,S03_0train_T105,right_hand,1
30.354671,16.906794,3401,680,3,0train,2,105,9,S03_0train_T105,right_hand,2
-42.188084,20.814936,3402,680,3,0train,2,105,9,S03_0train_T105,right_hand,3
2.1161516,34.56597,3403,680,3,0train,2,105,9,S03_0train_T105,right_hand,4
-39.139782,7.656673,3404,680,3,0train,2,105,9,S03_0train_T105,right_hand,5
5.5112925,-23.952711,3405,681,3,0train,2,106,10,S03_0train_T106,tongue,1
34.11931,-8.290128,3406,681,3,0train,2,106,10,S03_0train_T106,tongue,2
12.880963,-14.734247,3407,681,3,0train,2,106,10,S03_0train_T106,tongue,3
55.219833,12.818942,3408,681,3,0train,2,106,10,S03_0train_T106,tongue,4
66.03586,0.88410115,3409,681,3,0train,2,106,10,S03_0train_T106,tongue,5
-61.994568,-9.099476,3410,682,3,0train,2,107,11,S03_0train_T107,left_hand,1
-61.826603,-8.310992,3411,682,3,0train,2,107,11,S03_0train_T107,left_hand,2
-33.139137,-10.699797,3412,682,3,0train,2,107,11,S03_0train_T107,left_hand,3
16.645214,4.6543374,3413,682,3,0train,2,107,11,S03_0train_T107,left_hand,4
-11.027245,23.60506,3414,682,3,0train,2,107,11,S03_0train_T107,left_hand,5
-9.921433,18.117388,3415,683,3,0train,2,108,12,S03_0train_T108,feet,1
-17.599192,20.090273,3416,683,3,0train,2,108,12,S03_0train_T108,feet,2
-20.016594,8.630018,3417,683,3,0train,2,108,12,S03_0train_T108,feet,3
42.360344,5.774255,3418,683,3,0train,2,108,12,S03_0train_T108,feet,4
10.964007,9.508057,3419,683,3,0train,2,108,12,S03_0train_T108,feet,5
-1.6379247,-34.949818,3420,684,3,0train,2,109,13,S03_0train_T109,feet,1
29.512678,0.04604529,3421,684,3,0train,2,109,13,S03_0train_T109,feet,2
16.356274,23.476812,3422,684,3,0train,2,109,13,S03_0train_T109,feet,3
46.656982,6.196601,3423,684,3,0train,2,109,13,S03_0train_T109,feet,4
-0.03439182,32.05961,3424,684,3,0train,2,109,13,S03_0train_T109,feet,5
-25.3909,2.3384502,3425,685,3,0train,2,110,14,S03_0train_T110,left_hand,1
20.133562,9.159663,3426,685,3,0train,2,110,14,S03_0train_T110,left_hand,2
-42.65141,-21.762333,3427,685,3,0train,2,110,14,S03_0train_T110,left_hand,3
-2.8021274,-35.0548,3428,685,3,0train,2,110,14,S03_0train_T110,left_hand,4
-2.085092,-35.158455,3429,685,3,0train,2,110,14,S03_0train_T110,left_hand,5
-8.132388,27.36429,3430,686,3,0train,2,111,15,S03_0train_T111,feet,1
21.983372,-23.60016,3431,686,3,0train,2,111,15,S03_0train_T111,feet,2
2.1366882,37.212967,3432,686,3,0train,2,111,15,S03_0train_T111,feet,3
42.438595,18.658363,3433,686,3,0train,2,111,15,S03_0train_T111,feet,4
32.906624,4.120785,3434,686,3,0train,2,111,15,S03_0train_T111,feet,5
-48.504307,0.11163519,3435,687,3,0train,2,112,16,S03_0train_T112,right_hand,1
-60.727768,7.420195,3436,687,3,0train,2,112,16,S03_0train_T112,right_hand,2
-44.676777,9.241233,3437,687,3,0train,2,112,16,S03_0train_T112,right_hand,3
24.568796,8.333918,3438,687,3,0train,2,112,16,S03_0train_T112,right_hand,4
25.218784,8.67523,3439,687,3,0train,2,112,16,S03_0train_T112,right_hand,5
0.83119285,-22.941948,3440,688,3,0train,2,113,17,S03_0train_T113,tongue,1
59.984818,8.703238,3441,688,3,0train,2,113,17,S03_0train_T113,tongue,2
51.872925,-16.272127,3442,688,3,0train,2,113,17,S03_0train_T113,tongue,3
51.037323,-13.698153,3443,688,3,0train,2,113,17,S03_0train_T113,tongue,4
27.576096,-22.911373,3444,688,3,0train,2,113,17,S03_0train_T113,tongue,5
49.669956,-5.6480002,3445,689,3,0train,2,114,18,S03_0train_T114,tongue,1
54.725048,-4.8244915,3446,689,3,0train,2,114,18,S03_0train_T114,tongue,2
54.57439,-4.7507043,3447,689,3,0train,2,114,18,S03_0train_T114,tongue,3
67.46937,2.0187418,3448,689,3,0train,2,114,18,S03_0train_T114,tongue,4
63.473183,11.014281,3449,689,3,0train,2,114,18,S03_0train_T114,tongue,5
29.280092,-14.659696,3450,690,3,0train,2,115,19,S03_0train_T115,tongue,1
61.4937,7.0485673,3451,690,3,0train,2,115,19,S03_0train_T115,tongue,2
43.42329,-8.44031,3452,690,3,0train,2,115,19,S03_0train_T115,tongue,3
49.677696,-16.09152,3453,690,3,0train,2,115,19,S03_0train_T115,tongue,4
46.961315,-16.493069,3454,690,3,0train,2,115,19,S03_0train_T115,tongue,5
14.641152,27.567741,3455,691,3,0train,2,116,20,S03_0train_T116,feet,1
15.660257,8.910498,3456,691,3,0train,2,116,20,S03_0train_T116,feet,2
0.23858315,-33.38798,3457,691,3,0train,2,116,20,S03_0train_T116,feet,3
40.81,12.504286,3458,691,3,0train,2,116,20,S03_0train_T116,feet,4
18.390333,24.10959,3459,691,3,0train,2,116,20,S03_0train_T116,feet,5
-28.308962,28.763845,3460,692,3,0train,2,117,21,S03_0train_T117,left_hand,1
-22.801714,10.433815,3461,692,3,0train,2,117,21,S03_0train_T117,left_hand,2
27.982126,21.346127,3462,692,3,0train,2,117,21,S03_0train_T117,left_hand,3
0.9220137,15.168302,3463,692,3,0train,2,117,21,S03_0train_T117,left_hand,4
51.023323,19.45241,3464,692,3,0train,2,117,21,S03_0train_T117,left_hand,5
19.658554,21.334682,3465,693,3,0train,2,118,22,S03_0train_T118,tongue,1
54.53551,4.129959,3466,693,3,0train,2,118,22,S03_0train_T118,tongue,2
51.515778,11.199797,3467,693,3,0train,2,118,22,S03_0train_T118,tongue,3
13.740545,24.637459,3468,693,3,0train,2,118,22,S03_0train_T118,tongue,4
5.8166533,-1.6821766,3469,693,3,0train,2,118,22,S03_0train_T118,tongue,5
-19.263235,14.745198,3470,694,3,0train,2,119,23,S03_0train_T119,right_hand,1
-3.4861836,20.681522,3471,694,3,0train,2,119,23,S03_0train_T119,right_hand,2
-19.643599,17.667747,3472,694,3,0train,2,119,23,S03_0train_T119,right_hand,3
11.635768,29.48226,3473,694,3,0train,2,119,23,S03_0train_T119,right_hand,4
13.32197,17.246836,3474,694,3,0train,2,119,23,S03_0train_T119,right_hand,5
25.080898,19.118105,3475,695,3,0train,2,120,24,S03_0train_T120,tongue,1
66.57501,1.796956,3476,695,3,0train,2,120,24,S03_0train_T120,tongue,2
53.98107,6.1193194,3477,695,3,0train,2,120,24,S03_0train_T120,tongue,3
69.274536,0.7728281,3478,695,3,0train,2,120,24,S03_0train_T120,tongue,4
66.17643,4.519407,3479,695,3,0train,2,120,24,S03_0train_T120,tongue,5
-1.1102331,23.59798,3480,696,3,0train,2,121,25,S03_0train_T121,right_hand,1
-25.033842,29.88345,3481,696,3,0train,2,121,25,S03_0train_T121,right_hand,2
-25.112408,29.923288,3482,696,3,0train,2,121,25,S03_0train_T121,right_hand,3
-48.41639,0.099175826,3483,696,3,0train,2,121,25,S03_0train_T121,right_hand,4
-42.5707,20.739307,3484,696,3,0train,2,121,25,S03_0train_T121,right_hand,5
9.245032,24.790731,3485,697,3,0train,2,122,26,S03_0train_T122,left_hand,1
-28.509047,28.930696,3486,697,3,0train,2,122,26,S03_0train_T122,left_hand,2
4.7819033,22.60837,3487,697,3,0train,2,122,26,S03_0train_T122,left_hand,3
3.4910364,22.713936,3488,697,3,0train,2,122,26,S03_0train_T122,left_hand,4
3.3012924,-32.48017,3489,697,3,0train,2,122,26,S03_0train_T122,left_hand,5
20.7068,-20.710388,3490,698,3,0train,2,123,27,S03_0train_T123,feet,1
57.466007,-1.6695424,3491,698,3,0train,2,123,27,S03_0train_T123,feet,2
12.399471,-7.225948,3492,698,3,0train,2,123,27,S03_0train_T123,feet,3
-17.530794,20.242044,3493,698,3,0train,2,123,27,S03_0train_T123,feet,4
-2.0566447,20.270487,3494,698,3,0train,2,123,27,S03_0train_T123,feet,5
-5.887296,14.361677,3495,699,3,0train,2,124,28,S03_0train_T124,right_hand,1
59.07623,18.814596,3496,699,3,0train,2,124,28,S03_0train_T124,right_hand,2
30.898254,-20.746704,3497,699,3,0train,2,124,28,S03_0train_T124,right_hand,3
67.53329,0.2770812,3498,699,3,0train,2,124,28,S03_0train_T124,right_hand,4
43.41817,-6.6625566,3499,699,3,0train,2,124,28,S03_0train_T124,right_hand,5
-3.9761848,-35.114468,3500,700,3,0train,2,125,29,S03_0train_T125,left_hand,1
-28.608685,29.149837,3501,700,3,0train,2,125,29,S03_0train_T125,left_hand,2
-0.016538676,-5.536372,3502,700,3,0train,2,125,29,S03_0train_T125,left_hand,3
-17.522371,-23.292913,3503,700,3,0train,2,125,29,S03_0train_T125,left_hand,4
41.554672,6.0622535,3504,700,3,0train,2,125,29,S03_0train_T125,left_hand,5
52.625683,-16.638363,3505,701,3,0train,2,126,30,S03_0train_T126,feet,1
40.21016,13.056222,3506,701,3,0train,2,126,30,S03_0train_T126,feet,2
29.92315,29.779251,3507,701,3,0train,2,126,30,S03_0train_T126,feet,3
36.16524,8.534863,3508,701,3,0train,2,126,30,S03_0train_T126,feet,4
57.4494,-19.276978,3509,701,3,0train,2,126,30,S03_0train_T126,feet,5
9.272175,24.855497,3510,702,3,0train,2,127,31,S03_0train_T127,feet,1
52.87254,-15.327347,3511,702,3,0train,2,127,31,S03_0train_T127,feet,2
-4.4751105,-32.35833,3512,702,3,0train,2,127,31,S03_0train_T127,feet,3
42.41265,-19.371141,3513,702,3,0train,2,127,31,S03_0train_T127,feet,4
15.046871,23.297493,3514,702,3,0train,2,127,31,S03_0train_T127,feet,5
-26.416302,22.235228,3515,703,3,0train,2,128,32,S03_0train_T128,left_hand,1
-7.2290177,12.70748,3516,703,3,0train,2,128,32,S03_0train_T128,left_hand,2
42.235836,5.8118043,3517,703,3,0train,2,128,32,S03_0train_T128,left_hand,3
52.577427,-13.457928,3518,703,3,0train,2,128,32,S03_0train_T128,left_hand,4
37.199272,-11.84832,3519,703,3,0train,2,128,32,S03_0train_T128,left_hand,5
11.40945,24.47199,3520,704,3,0train,2,129,33,S03_0train_T129,feet,1
2.7162514,-40.187817,3521,704,3,0train,2,129,33,S03_0train_T129,feet,2
16.124426,25.06148,3522,704,3,0train,2,129,33,S03_0train_T129,feet,3
14.028996,17.300472,3523,704,3,0train,2,129,33,S03_0train_T129,feet,4
12.963597,26.318203,3524,704,3,0train,2,129,33,S03_0train_T129,feet,5
14.534914,23.008615,3525,705,3,0train,2,130,34,S03_0train_T130,tongue,1
37.47036,-6.445785,3526,705,3,0train,2,130,34,S03_0train_T130,tongue,2
49.002575,-24.190638,3527,705,3,0train,2,130,34,S03_0train_T130,tongue,3
49.48734,22.556267,3528,705,3,0train,2,130,34,S03_0train_T130,tongue,4
50.75559,-14.229777,3529,705,3,0train,2,130,34,S03_0train_T130,tongue,5
6.628229,33.62382,3530,706,3,0train,2,131,35,S03_0train_T131,tongue,1
53.335835,-9.123969,3531,706,3,0train,2,131,35,S03_0train_T131,tongue,2
59.948692,6.4289746,3532,706,3,0train,2,131,35,S03_0train_T131,tongue,3
42.20892,-8.315381,3533,706,3,0train,2,131,35,S03_0train_T131,tongue,4
51.232124,11.930635,3534,706,3,0train,2,131,35,S03_0train_T131,tongue,5
3.2991505,23.246906,3535,707,3,0train,2,132,36,S03_0train_T132,right_hand,1
-41.2568,22.634638,3536,707,3,0train,2,132,36,S03_0train_T132,right_hand,2
-41.24736,21.829773,3537,707,3,0train,2,132,36,S03_0train_T132,right_hand,3
-13.465029,18.514324,3538,707,3,0train,2,132,36,S03_0train_T132,right_hand,4
-40.565216,22.027172,3539,707,3,0train,2,132,36,S03_0train_T132,right_hand,5
-2.5776951,-34.979687,3540,708,3,0train,2,133,37,S03_0train_T133,left_hand,1
-31.87645,-8.182399,3541,708,3,0train,2,133,37,S03_0train_T133,left_hand,2
-3.893961,-34.744415,3542,708,3,0train,2,133,37,S03_0train_T133,left_hand,3
-4.0421076,-34.666836,3543,708,3,0train,2,133,37,S03_0train_T133,left_hand,4
1.1219194,17.546862,3544,708,3,0train,2,133,37,S03_0train_T133,left_hand,5
16.426983,24.587097,3545,709,3,0train,2,134,38,S03_0train_T134,right_hand,1
-13.002477,23.690874,3546,709,3,0train,2,134,38,S03_0train_T134,right_hand,2
-14.314735,23.373152,3547,709,3,0train,2,134,38,S03_0train_T134,right_hand,3
50.763165,19.707613,3548,709,3,0train,2,134,38,S03_0train_T134,right_hand,4
-11.395055,19.250376,3549,709,3,0train,2,134,38,S03_0train_T134,right_hand,5
49.374092,22.569818,3550,710,3,0train,2,135,39,S03_0train_T135,tongue,1
48.90955,-9.641861,3551,710,3,0train,2,135,39,S03_0train_T135,tongue,2
23.38854,-10.043934,3552,710,3,0train,2,135,39,S03_0train_T135,tongue,3
66.941956,0.118729174,3553,710,3,0train,2,135,39,S03_0train_T135,tongue,4
26.45369,-32.690212,3554,710,3,0train,2,135,39,S03_0train_T135,tongue,5
15.341795,26.337158,3555,711,3,0train,2,136,40,S03_0train_T136,right_hand,1
49.37583,15.262495,3556,711,3,0train,2,136,40,S03_0train_T136,right_hand,2
35.16546,-8.464464,3557,711,3,0train,2,136,40,S03_0train_T136,right_hand,3
29.461145,-22.401602,3558,711,3,0train,2,136,40,S03_0train_T136,right_hand,4
27.544817,14.845896,3559,711,3,0train,2,136,40,S03_0train_T136,right_hand,5
10.175228,22.773005,3560,712,3,0train,2,137,41,S03_0train_T137,tongue,1
46.088,-12.637294,3561,712,3,0train,2,137,41,S03_0train_T137,tongue,2
50.169716,10.1294155,3562,712,3,0train,2,137,41,S03_0train_T137,tongue,3
59.06383,9.466734,3563,712,3,0train,2,137,41,S03_0train_T137,tongue,4
58.692924,3.6520147,3564,712,3,0train,2,137,41,S03_0train_T137,tongue,5
46.83202,13.823698,3565,713,3,0train,2,138,42,S03_0train_T138,feet,1
37.4903,-8.07858,3566,713,3,0train,2,138,42,S03_0train_T138,feet,2
-8.967381,12.335886,3567,713,3,0train,2,138,42,S03_0train_T138,feet,3
-31.889488,-8.058182,3568,713,3,0train,2,138,42,S03_0train_T138,feet,4
12.642801,26.292273,3569,713,3,0train,2,138,42,S03_0train_T138,feet,5
16.180552,23.149403,3570,714,3,0train,2,139,43,S03_0train_T139,right_hand,1
46.125874,23.882729,3571,714,3,0train,2,139,43,S03_0train_T139,right_hand,2
46.134396,-9.146891,3572,714,3,0train,2,139,43,S03_0train_T139,right_hand,3
11.49467,13.626154,3573,714,3,0train,2,139,43,S03_0train_T139,right_hand,4
9.981203,16.316536,3574,714,3,0train,2,139,43,S03_0train_T139,right_hand,5
14.138089,26.697378,3575,715,3,0train,2,140,44,S03_0train_T140,right_hand,1
12.205539,24.03291,3576,715,3,0train,2,140,44,S03_0train_T140,right_hand,2
32.469334,15.462977,3577,715,3,0train,2,140,44,S03_0train_T140,right_hand,3
19.838655,9.822346,3578,715,3,0train,2,140,44,S03_0train_T140,right_hand,4
25.945309,20.371202,3579,715,3,0train,2,140,44,S03_0train_T140,right_hand,5
-7.99739,17.88041,3580,716,3,0train,2,141,45,S03_0train_T141,right_hand,1
-44.90198,5.331541,3581,716,3,0train,2,141,45,S03_0train_T141,right_hand,2
-2.1341443,21.583336,3582,716,3,0train,2,141,45,S03_0train_T141,right_hand,3
21.722307,19.159616,3583,716,3,0train,2,141,45,S03_0train_T141,right_hand,4
21.53799,27.239782,3584,716,3,0train,2,141,45,S03_0train_T141,right_hand,5
-5.7150497,-21.20121,3585,717,3,0train,2,142,46,S03_0train_T142,feet,1
16.314974,23.317549,3586,717,3,0train,2,142,46,S03_0train_T142,feet,2
60.68976,4.1934533,3587,717,3,0train,2,142,46,S03_0train_T142,feet,3
28.891275,4.571264,3588,717,3,0train,2,142,46,S03_0train_T142,feet,4
38.326237,-5.3138013,3589,717,3,0train,2,142,46,S03_0train_T142,feet,5
-21.384754,-23.276005,3590,718,3,0train,2,143,47,S03_0train_T143,tongue,1
49.002758,-9.078675,3591,718,3,0train,2,143,47,S03_0train_T143,tongue,2
58.89675,0.5132911,3592,718,3,0train,2,143,47,S03_0train_T143,tongue,3
36.360943,12.049061,3593,718,3,0train,2,143,47,S03_0train_T143,tongue,4
-5.1697197,14.979409,3594,718,3,0train,2,143,47,S03_0train_T143,tongue,5
0.33644354,-15.914776,3595,719,3,0train,2,144,48,S03_0train_T144,left_hand,1
-48.139923,15.35812,3596,719,3,0train,2,144,48,S03_0train_T144,left_hand,2
-3.9020987,-36.067913,3597,719,3,0train,2,144,48,S03_0train_T144,left_hand,3
39.0275,0.65778476,3598,719,3,0train,2,144,48,S03_0train_T144,left_hand,4
48.38741,-15.774973,3599,719,3,0train,2,144,48,S03_0train_T144,left_hand,5
-50.78923,-0.6486236,3600,720,3,0train,3,145,1,S03_0train_T145,right_hand,1
-69.03051,5.8322053,3601,720,3,0train,3,145,1,S03_0train_T145,right_hand,2
-59.68277,-0.9226175,3602,720,3,0train,3,145,1,S03_0train_T145,right_hand,3
-36.329254,4.81445,3603,720,3,0train,3,145,1,S03_0train_T145,right_hand,4
-3.2837968,-5.4068017,3604,720,3,0train,3,145,1,S03_0train_T145,right_hand,5
-37.773937,-25.696821,3605,721,3,0train,3,146,2,S03_0train_T146,tongue,1
17.785065,-14.112606,3606,721,3,0train,3,146,2,S03_0train_T146,tongue,2
16.077778,30.252544,3607,721,3,0train,3,146,2,S03_0train_T146,tongue,3
16.32248,-30.26778,3608,721,3,0train,3,146,2,S03_0train_T146,tongue,4
17.998793,25.499529,3609,721,3,0train,3,146,2,S03_0train_T146,tongue,5
-67.409744,-0.6579653,3610,722,3,0train,3,147,3,S03_0train_T147,left_hand,1
-65.92883,1.6253132,3611,722,3,0train,3,147,3,S03_0train_T147,left_hand,2
-9.462214,-19.946384,3612,722,3,0train,3,147,3,S03_0train_T147,left_hand,3
15.069737,-0.91625136,3613,722,3,0train,3,147,3,S03_0train_T147,left_hand,4
15.375941,0.44206116,3614,722,3,0train,3,147,3,S03_0train_T147,left_hand,5
-54.890575,1.0139159,3615,723,3,0train,3,148,4,S03_0train_T148,feet,1
-2.4451504,-26.960848,3616,723,3,0train,3,148,4,S03_0train_T148,feet,2
24.187843,-23.137648,3617,723,3,0train,3,148,4,S03_0train_T148,feet,3
1.9019324,-26.880297,3618,723,3,0train,3,148,4,S03_0train_T148,feet,4
-40.66528,-17.314816,3619,723,3,0train,3,148,4,S03_0train_T148,feet,5
-4.463707,-25.117931,3620,724,3,0train,3,149,5,S03_0train_T149,feet,1
-10.416163,-32.551426,3621,724,3,0train,3,149,5,S03_0train_T149,feet,2
-37.88176,-25.602188,3622,724,3,0train,3,149,5,S03_0train_T149,feet,3
-57.368076,-2.190889,3623,724,3,0train,3,149,5,S03_0train_T149,feet,4
-65.20227,-3.7739165,3624,724,3,0train,3,149,5,S03_0train_T149,feet,5
-5.60253,-15.620339,3625,725,3,0train,3,150,6,S03_0train_T150,tongue,1
31.88869,-16.353529,3626,725,3,0train,3,150,6,S03_0train_T150,tongue,2
14.445661,-14.5603485,3627,725,3,0train,3,150,6,S03_0train_T150,tongue,3
14.159707,-14.239793,3628,725,3,0train,3,150,6,S03_0train_T150,tongue,4
11.419602,4.6529922,3629,725,3,0train,3,150,6,S03_0train_T150,tongue,5
-47.7992,-17.91686,3630,726,3,0train,3,151,7,S03_0train_T151,left_hand,1
-35.07186,-27.721092,3631,726,3,0train,3,151,7,S03_0train_T151,left_hand,2
-41.900223,-19.739944,3632,726,3,0train,3,151,7,S03_0train_T151,left_hand,3
-42.295345,-9.638369,3633,726,3,0train,3,151,7,S03_0train_T151,left_hand,4
-43.542824,-9.389112,3634,726,3,0train,3,151,7,S03_0train_T151,left_hand,5
-26.079138,-18.019012,3635,727,3,0train,3,152,8,S03_0train_T152,left_hand,1
-9.654305,-20.01596,3636,727,3,0train,3,152,8,S03_0train_T152,left_hand,2
-36.074276,-9.324446,3637,727,3,0train,3,152,8,S03_0train_T152,left_hand,3
-68.90609,2.7885633,3638,727,3,0train,3,152,8,S03_0train_T152,left_hand,4
-45.002266,-3.7121718,3639,727,3,0train,3,152,8,S03_0train_T152,left_hand,5
-38.60883,-22.24892,3640,728,3,0train,3,153,9,S03_0train_T153,feet,1
-43.541737,7.189246,3641,728,3,0train,3,153,9,S03_0train_T153,feet,2
-49.657295,-16.490786,3642,728,3,0train,3,153,9,S03_0train_T153,feet,3
-43.103577,11.56423,3643,728,3,0train,3,153,9,S03_0train_T153,feet,4
35.81597,13.494904,3644,728,3,0train,3,153,9,S03_0train_T153,feet,5
-61.981136,-0.080386706,3645,729,3,0train,3,154,10,S03_0train_T154,right_hand,1
-65.54897,1.5352513,3646,729,3,0train,3,154,10,S03_0train_T154,right_hand,2
-63.490055,4.314889,3647,729,3,0train,3,154,10,S03_0train_T154,right_hand,3
-9.28853,1.4312805,3648,729,3,0train,3,154,10,S03_0train_T154,right_hand,4
-8.903403,38.31389,3649,729,3,0train,3,154,10,S03_0train_T154,right_hand,5
-54.270325,-10.292371,3650,730,3,0train,3,155,11,S03_0train_T155,tongue,1
15.675124,-21.648142,3651,730,3,0train,3,155,11,S03_0train_T155,tongue,2
-34.817062,-9.690265,3652,730,3,0train,3,155,11,S03_0train_T155,tongue,3
-8.129402,-19.589254,3653,730,3,0train,3,155,11,S03_0train_T155,tongue,4
-62.626305,-4.3177114,3654,730,3,0train,3,155,11,S03_0train_T155,tongue,5
-54.143806,-18.373886,3655,731,3,0train,3,156,12,S03_0train_T156,tongue,1
7.9418154,-31.104727,3656,731,3,0train,3,156,12,S03_0train_T156,tongue,2
-36.975796,0.21060029,3657,731,3,0train,3,156,12,S03_0train_T156,tongue,3
-8.756267,-19.757961,3658,731,3,0train,3,156,12,S03_0train_T156,tongue,4
-2.0634208,5.3888965,3659,731,3,0train,3,156,12,S03_0train_T156,tongue,5
-9.762036,-17.132668,3660,732,3,0train,3,157,13,S03_0train_T157,tongue,1
-5.670454,-10.405436,3661,732,3,0train,3,157,13,S03_0train_T157,tongue,2
7.062641,-23.44299,3662,732,3,0train,3,157,13,S03_0train_T157,tongue,3
33.83475,-0.3968126,3663,732,3,0train,3,157,13,S03_0train_T157,tongue,4
65.14039,-1.7882068,3664,732,3,0train,3,157,13,S03_0train_T157,tongue,5
-5.4162965,9.2871,3665,733,3,0train,3,158,14,S03_0train_T158,right_hand,1
20.481205,8.377443,3666,733,3,0train,3,158,14,S03_0train_T158,right_hand,2
23.82171,-6.311739,3667,733,3,0train,3,158,14,S03_0train_T158,right_hand,3
-21.799213,31.801105,3668,733,3,0train,3,158,14,S03_0train_T158,right_hand,4
-28.30352,4.7000895,3669,733,3,0train,3,158,14,S03_0train_T158,right_hand,5
-10.017766,-28.571247,3670,734,3,0train,3,159,15,S03_0train_T159,left_hand,1
16.03156,4.6673036,3671,734,3,0train,3,159,15,S03_0train_T159,left_hand,2
3.3293555,-3.7779396,3672,734,3,0train,3,159,15,S03_0train_T159,left_hand,3
-19.7189,-1.0463907,3673,734,3,0train,3,159,15,S03_0train_T159,left_hand,4
-21.596136,-4.3085513,3674,734,3,0train,3,159,15,S03_0train_T159,left_hand,5
13.076186,-11.288618,3675,735,3,0train,3,160,16,S03_0train_T160,feet,1
-31.502398,-8.562711,3676,735,3,0train,3,160,16,S03_0train_T160,feet,2
15.570689,2.8949914,3677,735,3,0train,3,160,16,S03_0train_T160,feet,3
19.671831,-12.561633,3678,735,3,0train,3,160,16,S03_0train_T160,feet,4
-31.20903,-6.2432375,3679,735,3,0train,3,160,16,S03_0train_T160,feet,5
-62.67819,-3.5674365,3680,736,3,0train,3,161,17,S03_0train_T161,right_hand,1
-54.30846,11.459198,3681,736,3,0train,3,161,17,S03_0train_T161,right_hand,2
-54.37977,6.974553,3682,736,3,0train,3,161,17,S03_0train_T161,right_hand,3
23.726658,10.9165325,3683,736,3,0train,3,161,17,S03_0train_T161,right_hand,4
-30.61007,12.303332,3684,736,3,0train,3,161,17,S03_0train_T161,right_hand,5
-33.122704,-20.964046,3685,737,3,0train,3,162,18,S03_0train_T162,tongue,1
7.615545,-31.669916,3686,737,3,0train,3,162,18,S03_0train_T162,tongue,2
7.8032117,26.20135,3687,737,3,0train,3,162,18,S03_0train_T162,tongue,3
-9.409435,-17.128675,3688,737,3,0train,3,162,18,S03_0train_T162,tongue,4
-5.8718343,-10.888608,3689,737,3,0train,3,162,18,S03_0train_T162,tongue,5
-40.979046,-25.524878,3690,738,3,0train,3,163,19,S03_0train_T163,left_hand,1
15.792805,-2.1906953,3691,738,3,0train,3,163,19,S03_0train_T163,left_hand,2
-61.342934,-13.842172,3692,738,3,0train,3,163,19,S03_0train_T163,left_hand,3
-45.745953,6.533261,3693,738,3,0train,3,163,19,S03_0train_T163,left_hand,4
-60.076336,4.2629943,3694,738,3,0train,3,163,19,S03_0train_T163,left_hand,5
-36.553646,-13.456969,3695,739,3,0train,3,164,20,S03_0train_T164,tongue,1
6.2260585,-9.219714,3696,739,3,0train,3,164,20,S03_0train_T164,tongue,2
15.996916,-0.751063,3697,739,3,0train,3,164,20,S03_0train_T164,tongue,3
39.62761,-0.65711457,3698,739,3,0train,3,164,20,S03_0train_T164,tongue,4
59.812252,5.9843044,3699,739,3,0train,3,164,20,S03_0train_T164,tongue,5
-27.114414,11.21751,3700,740,3,0train,3,165,21,S03_0train_T165,feet,1
27.856432,0.007844065,3701,740,3,0train,3,165,21,S03_0train_T165,feet,2
45.493736,-11.279863,3702,740,3,0train,3,165,21,S03_0train_T165,feet,3
13.276937,1.5461634,3703,740,3,0train,3,165,21,S03_0train_T165,feet,4
9.712519,-11.462062,3704,740,3,0train,3,165,21,S03_0train_T165,feet,5
-38.22434,1.5367926,3705,741,3,0train,3,166,22,S03_0train_T166,right_hand,1
-45.425385,9.893187,3706,741,3,0train,3,166,22,S03_0train_T166,right_hand,2
-62.048813,5.772537,3707,741,3,0train,3,166,22,S03_0train_T166,right_hand,3
-9.27386,-39.73915,3708,741,3,0train,3,166,22,S03_0train_T166,right_hand,4
-65.1865,8.646659,3709,741,3,0train,3,166,22,S03_0train_T166,right_hand,5
-10.611488,-29.341948,3710,742,3,0train,3,167,23,S03_0train_T167,tongue,1
-11.754187,-6.946584,3711,742,3,0train,3,167,23,S03_0train_T167,tongue,2
33.575085,-6.7164383,3712,742,3,0train,3,167,23,S03_0train_T167,tongue,3
1.1109021,-2.15354,3713,742,3,0train,3,167,23,S03_0train_T167,tongue,4
-41.444065,-9.935758,3714,742,3,0train,3,167,23,S03_0train_T167,tongue,5
-54.31242,1.9195534,3715,743,3,0train,3,168,24,S03_0train_T168,tongue,1
13.420759,-24.931564,3716,743,3,0train,3,168,24,S03_0train_T168,tongue,2
-12.745051,-22.781734,3717,743,3,0train,3,168,24,S03_0train_T168,tongue,3
5.911289,14.889272,3718,743,3,0train,3,168,24,S03_0train_T168,tongue,4
